epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.77,0.95579,0.79085,0.00508,0.85347,0.78837,0.87123,0.65851,1.07991,1.09697,0.00523,0.00012861,0.00012861,0.00012861
2,20.2513,0.73935,0.515,0.00335,0.76571,0.62481,0.77899,0.57953,1.27947,1.68939,0.00641,0.00026255,0.00026255,0.00026255
3,31.5261,0.86483,0.55349,0.00354,0.72513,0.6183,0.72833,0.54643,1.26251,1.88816,0.00641,0.000387059,0.000387059,0.000387059
4,37.9633,0.81842,0.58088,0.00443,0.77991,0.7077,0.79885,0.58793,1.13163,1.5051,0.00541,0.000502136,0.000502136,0.000502136
5,43.6252,0.84311,0.59165,0.00466,0.85583,0.69045,0.81328,0.59328,1.21357,1.26055,0.00592,0.000607782,0.000607782,0.000607782
6,48.9635,0.90008,0.70536,0.00558,0.77479,0.72449,0.8235,0.6055,1.23404,1.42704,0.00598,0.000703997,0.000703997,0.000703997
7,54.2708,0.93477,0.70005,0.00558,0.7878,0.70932,0.80873,0.57295,1.22972,1.40811,0.00611,0.00079078,0.00079078,0.00079078
8,59.5934,0.84229,0.55599,0.0049,0.81965,0.75228,0.85256,0.6129,1.11432,1.11416,0.00544,0.000868132,0.000868132,0.000868132
9,64.9477,0.90475,0.6455,0.00456,0.80505,0.74486,0.82356,0.5954,1.14002,1.09758,0.00567,0.000936052,0.000936052,0.000936052
10,70.4659,0.98477,0.70642,0.00609,0.7847,0.6086,0.74934,0.53362,1.31807,1.98279,0.00666,0.000994541,0.000994541,0.000994541
11,75.8461,0.96375,0.69044,0.00617,0.87156,0.75913,0.86909,0.61798,1.23396,1.01493,0.00601,0.00095743,0.00095743,0.00095743
12,81.1112,0.98261,0.65652,0.00687,0.74423,0.69879,0.81848,0.61061,1.2322,1.44688,0.006,0.000910273,0.000910273,0.000910273
13,86.4713,1.01638,0.85006,0.00684,0.85381,0.76095,0.85652,0.63306,1.24374,1.21372,0.00589,0.000863116,0.000863116,0.000863116
14,91.8248,0.96799,0.60248,0.00534,0.96163,0.58928,0.80686,0.62578,1.13001,1.7021,0.00547,0.000815959,0.000815959,0.000815959
15,97.147,0.95895,0.64746,0.00482,0.87088,0.66109,0.79932,0.60739,1.17912,1.2862,0.00558,0.000768802,0.000768802,0.000768802
16,102.701,0.92732,0.58521,0.00563,0.91722,0.66542,0.83554,0.6356,1.14112,1.14267,0.00541,0.000721645,0.000721645,0.000721645
17,108.078,0.89692,0.58596,0.00537,0.7913,0.74786,0.85039,0.63388,1.17409,1.1693,0.00566,0.000674488,0.000674488,0.000674488
18,113.411,0.89029,0.57749,0.00527,0.75445,0.82801,0.85308,0.65387,1.0886,1.05484,0.00519,0.000627331,0.000627331,0.000627331
19,118.754,0.94189,0.67514,0.00533,0.80097,0.76999,0.85134,0.65185,1.16168,1.01011,0.00574,0.000580174,0.000580174,0.000580174
20,124.065,0.87919,0.50055,0.00505,0.84963,0.7519,0.86504,0.65987,1.06548,0.9873,0.00536,0.000533017,0.000533017,0.000533017
21,133.156,0.82111,0.54607,0.00449,0.92458,0.69095,0.87561,0.67017,1.10525,1.07434,0.0054,0.00048586,0.00048586,0.00048586
22,139.047,0.81585,0.51449,0.00488,0.88963,0.70549,0.86233,0.66194,1.088,1.13556,0.0053,0.000438703,0.000438703,0.000438703
23,145.096,0.75407,0.36749,0.00518,0.90121,0.71766,0.8498,0.66004,1.0568,1.15541,0.00523,0.000391546,0.000391546,0.000391546
24,150.492,0.71808,0.39465,0.00419,0.94304,0.68678,0.85734,0.67334,1.04351,1.04153,0.005,0.000344389,0.000344389,0.000344389
25,155.988,0.73956,0.397,0.00456,0.90716,0.6713,0.85029,0.66591,1.06113,1.03616,0.00507,0.000297232,0.000297232,0.000297232
26,161.275,0.7926,0.43222,0.00499,0.95278,0.67637,0.85351,0.66018,1.06061,1.02679,0.00511,0.000250075,0.000250075,0.000250075
27,166.55,0.69925,0.35396,0.00443,0.92711,0.67637,0.84337,0.65782,1.05873,1.05962,0.00509,0.000202918,0.000202918,0.000202918
28,171.878,0.6794,0.30608,0.00459,0.88973,0.67637,0.84284,0.65836,1.04031,1.07947,0.00496,0.000155761,0.000155761,0.000155761
29,177.382,0.65852,0.28727,0.00457,0.80504,0.71062,0.84138,0.65951,1.03353,1.08618,0.00488,0.000108604,0.000108604,0.000108604
30,182.673,0.62391,0.29699,0.00343,0.80386,0.71062,0.84147,0.66032,1.03866,1.09838,0.00491,6.1447e-05,6.1447e-05,6.1447e-05
