epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,36.1563,1.69861,5.72594,0.01321,0.12036,0.16514,0.09879,0.05907,1.63637,5.13231,0.00871,0.00012861,0.00012861,0.00012861
2,40.3603,1.61688,4.06774,0.00936,0.20304,0.20833,0.20279,0.12727,1.49138,2.8923,0.00746,0.000268822,0.000268822,0.000268822
3,45.6348,1.48998,2.98444,0.00703,1,0.2079,0.34196,0.23582,1.37555,2.71551,0.00697,0.000406205,0.000406205,0.000406205
4,49.7254,1.37647,2.24899,0.00751,0.75702,0.35266,0.37565,0.2577,1.41697,2.52834,0.00717,0.000540758,0.000540758,0.000540758
5,53.6892,1.31601,1.95998,0.00718,0.8745,0.40278,0.45786,0.3012,1.39687,2.08505,0.00725,0.000672482,0.000672482,0.000672482
6,57.5053,1.34956,1.88981,0.00833,0.89309,0.40864,0.52262,0.33995,1.27029,1.87577,0.00648,0.000801376,0.000801376,0.000801376
7,61.3119,1.35991,1.77663,0.0082,0.55793,0.55403,0.55013,0.36238,1.26326,1.72055,0.00656,0.000927441,0.000927441,0.000927441
8,65.1665,1.35128,1.47536,0.00793,0.53764,0.59532,0.61344,0.41123,1.26251,1.64571,0.00632,0.00105068,0.00105068,0.00105068
9,68.9847,1.30489,1.3874,0.00669,0.55423,0.67026,0.67699,0.44783,1.24091,1.58014,0.00613,0.00117108,0.00117108,0.00117108
10,73.0232,1.30671,1.44929,0.00844,0.81193,0.64269,0.74582,0.46531,1.39931,1.63296,0.00736,0.00128866,0.00128866,0.00128866
11,76.8355,1.34963,1.27203,0.0079,0.83487,0.63604,0.77733,0.49061,1.39641,1.38319,0.00714,0.00128753,0.00128753,0.00128753
12,80.7524,1.36123,1.14342,0.00877,0.7745,0.64788,0.75023,0.49733,1.25598,1.50719,0.00651,0.00127338,0.00127338,0.00127338
13,84.8974,1.39291,1.3331,0.00906,0.75669,0.69787,0.76279,0.47191,1.49294,1.66021,0.00761,0.00125923,0.00125923,0.00125923
14,88.9669,1.31359,1.20226,0.00738,0.81207,0.69656,0.78945,0.53922,1.28435,1.34063,0.00639,0.00124509,0.00124509,0.00124509
