epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.4537,1.8334,6.14174,0.01199,0.04167,0.0274,0.02286,0.0078,1.68172,6.13723,0.01035,8.574e-05,8.574e-05,8.574e-05
2,44.3587,1.79095,5.72666,0.01008,0.08588,0.23516,0.08091,0.05734,1.73931,4.95973,0.00952,0.000183931,0.000183931,0.000183931
3,47.7995,1.65123,4.12249,0.00854,0.18916,0.22222,0.20534,0.14115,1.49144,2.86121,0.00752,0.000280141,0.000280141,0.000280141
4,50.8961,1.47649,2.85227,0.0073,0.15263,0.40891,0.20245,0.1431,1.37933,2.74632,0.00687,0.000374371,0.000374371,0.000374371
5,53.9107,1.5611,2.74034,0.00625,0.59972,0.375,0.20392,0.13863,1.38113,2.66821,0.00687,0.00046662,0.00046662,0.00046662
6,56.8899,1.33696,1.96358,0.0063,0.76323,0.41692,0.52733,0.3604,1.31693,2.11924,0.00663,0.000556888,0.000556888,0.000556888
7,59.9971,1.42598,1.86259,0.00615,0.55362,0.54573,0.57813,0.41099,1.23925,1.86211,0.00611,0.000645176,0.000645176,0.000645176
8,62.9681,1.39489,1.74087,0.00603,0.54083,0.56285,0.60412,0.42368,1.20538,1.70165,0.0059,0.000731484,0.000731484,0.000731484
9,65.8647,1.34913,1.57834,0.00595,0.41582,0.62146,0.64311,0.44416,1.19604,1.64603,0.00583,0.00081581,0.00081581,0.00081581
10,68.8401,1.39079,1.59155,0.00596,0.71595,0.67085,0.73406,0.50004,1.1788,1.39147,0.00584,0.000898157,0.000898157,0.000898157
11,72.2036,1.26091,1.28452,0.00593,0.62197,0.72917,0.77148,0.52149,1.26423,1.34998,0.00627,0.000978522,0.000978522,0.000978522
12,75.4629,1.23293,1.27619,0.00495,0.73549,0.77182,0.75987,0.5103,1.27295,1.42876,0.00629,0.00105691,0.00105691,0.00105691
13,78.5617,1.2606,1.38771,0.00539,0.77226,0.73174,0.76205,0.51697,1.19938,1.44919,0.00595,0.00113331,0.00113331,0.00113331
14,81.4399,1.18581,1.22867,0.00502,0.78982,0.70655,0.77354,0.52785,1.34401,1.61281,0.00657,0.00120774,0.00120774,0.00120774
15,84.3066,1.14568,1.09109,0.00556,0.85395,0.62041,0.76096,0.52809,1.31909,1.7009,0.00659,0.00123094,0.00123094,0.00123094
16,87.2053,1.20847,1.15765,0.00565,0.7624,0.69083,0.75921,0.52018,1.48728,1.62524,0.00768,0.00121679,0.00121679,0.00121679
17,90.0141,1.23005,1.05921,0.00509,0.78536,0.68417,0.76361,0.52478,1.42566,1.55048,0.00782,0.00120265,0.00120265,0.00120265
18,92.8504,1.28046,1.21949,0.00594,0.89274,0.67756,0.79716,0.55439,1.37413,1.3303,0.00696,0.0011885,0.0011885,0.0011885
