epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.3137,0.75285,0.65468,0.00381,0.91584,0.79496,0.86849,0.68657,1.03923,1.18523,0.00524,4.287e-05,4.287e-05,4.287e-05
2,14.8802,0.77942,0.81262,0.00427,0.92491,0.79969,0.87412,0.68504,1.05832,1.06898,0.00531,9.6729e-05,9.6729e-05,9.6729e-05
3,21.4127,0.74145,0.64455,0.00413,0.91715,0.7871,0.86715,0.68009,1.07492,1.04912,0.00548,0.000146815,0.000146815,0.000146815
4,25.8098,0.65005,0.50346,0.00285,0.9032,0.77641,0.86605,0.67849,1.09109,1.05576,0.00565,0.000193129,0.000193129,0.000193129
5,30.2445,0.65674,0.54587,0.00406,0.90272,0.69972,0.84328,0.66061,1.07431,1.24237,0.00573,0.000235671,0.000235671,0.000235671
6,33.9745,0.66573,0.53037,0.00336,0.85765,0.73877,0.85888,0.66468,1.08394,1.17693,0.00556,0.000274439,0.000274439,0.000274439
7,37.5716,0.66283,0.37319,0.00268,0.93388,0.79738,0.87927,0.67749,1.04252,1.0875,0.00536,0.000309436,0.000309436,0.000309436
8,41.0081,0.71107,0.57976,0.00462,0.90601,0.77653,0.87897,0.67859,1.04372,1.20744,0.00523,0.000340659,0.000340659,0.000340659
9,44.0297,0.72233,0.48955,0.00389,0.88619,0.76543,0.84923,0.65422,0.99931,1.42952,0.00497,0.00036811,0.00036811,0.00036811
10,46.9904,0.72035,0.5189,0.00518,0.8549,0.71281,0.81435,0.62995,1.02387,1.58194,0.00518,0.000391789,0.000391789,0.000391789
11,49.9861,0.72674,0.565,0.00359,0.85591,0.7368,0.83568,0.64195,1.07319,1.38604,0.00524,0.000411695,0.000411695,0.000411695
12,52.9569,0.74167,0.58331,0.00383,0.96486,0.70061,0.84097,0.64491,1.08051,nan,0.00532,0.000427828,0.000427828,0.000427828
13,56.155,0.74557,0.49276,0.00467,0.96644,0.71158,0.84604,0.64089,1.09581,nan,0.00546,0.000440189,0.000440189,0.000440189
14,59.4391,0.7211,0.61793,0.0034,0.88174,0.71804,0.83773,0.64038,1.07648,nan,0.00526,0.000448777,0.000448777,0.000448777
15,62.4204,0.75946,0.5865,0.00434,0.86231,0.72358,0.84626,0.62774,1.11895,nan,0.00553,0.000453593,0.000453593,0.000453593
16,65.2948,0.76967,0.58382,0.00411,0.89999,0.70634,0.84601,0.63447,1.0962,nan,0.00542,0.000454636,0.000454636,0.000454636
17,68.1526,0.74208,0.5142,0.00347,0.94542,0.73589,0.86134,0.64767,1.0789,nan,0.00531,0.000451907,0.000451907,0.000451907
18,71.0092,0.69531,0.49235,0.0031,0.94522,0.74441,0.86753,0.65605,1.07027,nan,0.00523,0.000445405,0.000445405,0.000445405
19,74.0723,0.70345,0.52405,0.00316,0.97124,0.72508,0.87355,0.65525,1.04411,1.10174,0.00512,0.00043513,0.00043513,0.00043513
20,76.907,0.63653,0.41482,0.00343,0.8762,0.79395,0.87941,0.66162,1.03968,1.1506,0.00511,0.000421083,0.000421083,0.000421083
21,83.5383,0.59071,0.41743,0.00374,0.9702,0.70151,0.86102,0.66899,1.0462,1.33979,0.00515,0.000403264,0.000403264,0.000403264
22,86.4633,0.57814,0.38814,0.004,0.9528,0.6764,0.82251,0.6467,1.04352,nan,0.00519,0.000381672,0.000381672,0.000381672
23,89.4347,0.66118,0.37876,0.00386,0.92633,0.6919,0.8107,0.64179,1.03903,nan,0.00518,0.000356307,0.000356307,0.000356307
24,92.6146,0.64082,0.49207,0.00439,0.87808,0.70434,0.80767,0.64289,1.04532,1.72992,0.0052,0.00032717,0.00032717,0.00032717
25,95.4266,0.56591,0.37913,0.00378,0.88939,0.70948,0.81888,0.64458,1.08232,1.61516,0.00537,0.00029426,0.00029426,0.00029426
26,98.3154,0.56922,0.31673,0.00374,0.89273,0.71656,0.82872,0.63394,1.10159,1.54285,0.00552,0.000250075,0.000250075,0.000250075
27,101.206,0.54175,0.33968,0.00339,0.91881,0.7209,0.84084,0.64224,1.08306,1.45465,0.00543,0.000202918,0.000202918,0.000202918
28,103.998,0.60466,0.34159,0.00299,0.91816,0.72435,0.84902,0.64682,1.06755,1.37739,0.00531,0.000155761,0.000155761,0.000155761
29,107.002,0.52728,0.32941,0.00321,0.92704,0.71823,0.8527,0.65205,1.04977,1.3223,0.00519,0.000108604,0.000108604,0.000108604
30,109.823,0.56863,0.36569,0.00331,0.93463,0.71823,0.85718,0.64806,1.0355,1.28382,0.0051,6.1447e-05,6.1447e-05,6.1447e-05
