epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.8175,0.96159,0.7914,0.00463,0.89634,0.80374,0.89301,0.6606,1.1743,0.98028,0.00557,0.00012861,0.00012861,0.00012861
2,24.3115,0.74293,0.51408,0.00336,0.85657,0.7304,0.85823,0.63177,1.20519,1.14169,0.00575,0.00026255,0.00026255,0.00026255
3,31.9884,0.86889,0.53949,0.00372,0.8907,0.77632,0.87702,0.62293,1.2932,1.12673,0.00643,0.000387059,0.000387059,0.000387059
4,38.3105,0.80489,0.6117,0.00453,0.86914,0.82097,0.87835,0.56961,1.37991,1.09187,0.0068,0.000502136,0.000502136,0.000502136
5,44.0112,0.89142,0.644,0.0048,0.87776,0.65382,0.81394,0.59119,1.21189,1.47004,0.0059,0.000607782,0.000607782,0.000607782
6,49.3339,0.92973,0.71045,0.00599,0.90286,0.64583,0.8055,0.56982,1.2963,1.36718,0.00641,0.000703997,0.000703997,0.000703997
7,54.8322,0.9247,0.65302,0.00569,0.84397,0.6154,0.76772,0.52998,1.47751,1.72249,0.00741,0.00079078,0.00079078,0.00079078
8,60.2342,0.87184,0.58436,0.00501,0.83,0.711,0.81139,0.57381,1.29801,1.62509,0.00637,0.000868132,0.000868132,0.000868132
9,65.6303,0.94973,0.66597,0.00533,0.83747,0.63649,0.80094,0.58602,1.20702,1.49587,0.00579,0.000936052,0.000936052,0.000936052
10,70.9662,1.01971,0.73847,0.00587,0.80005,0.64935,0.77983,0.56372,1.20821,1.86295,0.00576,0.000994541,0.000994541,0.000994541
11,76.2956,0.9643,0.64867,0.00637,0.95071,0.67009,0.83036,0.5697,1.34503,1.51012,0.0066,0.00095743,0.00095743,0.00095743
12,81.6999,0.99988,0.71841,0.00648,0.73184,0.61236,0.74004,0.52042,1.36606,1.83303,0.00677,0.000910273,0.000910273,0.000910273
13,87.2375,1.02496,0.81699,0.00675,0.68412,0.67601,0.75614,0.53619,1.23046,1.61528,0.00609,0.000863116,0.000863116,0.000863116
14,92.6017,0.94113,0.64187,0.00549,0.83912,0.71043,0.85744,0.57727,1.30486,1.12497,0.00643,0.000815959,0.000815959,0.000815959
15,97.9484,0.91663,0.6622,0.0051,0.87663,0.77302,0.88308,0.61428,1.24416,0.94718,0.00602,0.000768802,0.000768802,0.000768802
16,103.275,1.00659,0.65591,0.00591,0.80576,0.76598,0.85424,0.60678,1.19745,1.01565,0.00568,0.000721645,0.000721645,0.000721645
17,108.614,0.93037,0.61268,0.00519,0.75364,0.85578,0.86158,0.61809,1.24521,1.12749,0.00592,0.000674488,0.000674488,0.000674488
18,114.196,0.9273,0.60683,0.00568,0.83197,0.75034,0.85427,0.62867,1.16779,1.25956,0.00583,0.000627331,0.000627331,0.000627331
19,119.57,0.97287,0.71681,0.0054,0.85932,0.72824,0.85591,0.62868,1.18336,1.20052,0.00576,0.000580174,0.000580174,0.000580174
20,124.897,0.81878,0.52638,0.00492,0.90667,0.71081,0.85561,0.65975,1.0631,1.21166,0.00502,0.000533017,0.000533017,0.000533017
21,134.624,0.83135,0.60673,0.0047,0.82778,0.64802,0.83549,0.64235,1.08361,1.42723,0.00517,0.00048586,0.00048586,0.00048586
22,140.183,0.79064,0.4742,0.00452,0.8462,0.66199,0.83856,0.6456,1.07176,1.38149,0.00516,0.000438703,0.000438703,0.000438703
23,146.07,0.69735,0.41147,0.00407,0.846,0.71882,0.85231,0.62991,1.14335,1.26935,0.00558,0.000391546,0.000391546,0.000391546
24,151.42,0.70643,0.39806,0.00419,0.90603,0.69026,0.85575,0.64128,1.10429,1.18561,0.00524,0.000344389,0.000344389,0.000344389
25,156.738,0.69817,0.39671,0.00439,0.93929,0.69026,0.8609,0.65173,1.14481,1.22345,0.0054,0.000297232,0.000297232,0.000297232
26,162.08,0.74636,0.42222,0.0042,0.91194,0.69451,0.85459,0.64053,1.158,1.29018,0.00544,0.000250075,0.000250075,0.000250075
27,167.41,0.69359,0.31632,0.00395,0.9237,0.70042,0.84714,0.62922,1.1461,1.3376,0.00542,0.000202918,0.000202918,0.000202918
28,172.898,0.6594,0.27996,0.00405,0.93153,0.69168,0.84325,0.62224,1.16352,1.35007,0.00558,0.000155761,0.000155761,0.000155761
29,178.214,0.63385,0.32615,0.00396,0.92451,0.69536,0.84444,0.62564,1.15911,1.35963,0.00552,0.000108604,0.000108604,0.000108604
30,183.537,0.64351,0.39251,0.00332,0.92409,0.70089,0.84678,0.62899,1.17152,1.34446,0.00562,6.1447e-05,6.1447e-05,6.1447e-05
