epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,27.8375,0.86094,1.77219,0.45448,0.04374,0.10274,0.02033,0.00943,0.60749,1.71913,0.19983,8.574e-05,8.574e-05,8.574e-05
2,34.3952,0.59629,1.23949,0.28759,0.4777,0.29769,0.35929,0.2566,0.44585,1.05455,0.13293,0.000183931,0.000183931,0.000183931
3,39.938,0.54809,1.01438,0.259,0.43616,0.521,0.46541,0.32004,0.42126,0.85284,0.12933,0.000280141,0.000280141,0.000280141
4,45.4868,0.43068,0.9835,0.15925,0.4338,0.58828,0.56162,0.38829,0.38578,0.80134,0.11847,0.000374371,0.000374371,0.000374371
5,51.0668,0.40949,0.79979,0.15927,0.71969,0.60141,0.67545,0.46767,0.38723,0.72231,0.11565,0.00046662,0.00046662,0.00046662
6,56.8807,0.45471,0.74784,0.20357,0.77911,0.75228,0.73429,0.50487,0.36497,0.73515,0.11505,0.000556888,0.000556888,0.000556888
7,62.5024,0.42443,0.71045,0.17398,0.8633,0.72278,0.80502,0.54734,0.35657,0.66023,0.10856,0.000645176,0.000645176,0.000645176
8,67.964,0.38011,0.67497,0.16236,0.87984,0.75932,0.81163,0.53555,0.4308,0.67347,0.16097,0.000731484,0.000731484,0.000731484
9,73.2404,0.34453,0.65008,0.12462,0.8243,0.586,0.60892,0.42293,0.36742,0.7416,0.12729,0.00081581,0.00081581,0.00081581
10,78.5706,0.30217,0.64495,0.10877,0.78328,0.75266,0.80245,0.56441,0.4072,0.7293,0.14988,0.000898157,0.000898157,0.000898157
11,84.1589,0.34685,0.62076,0.12202,0.85105,0.67843,0.67558,0.48341,0.38739,0.61885,0.12713,0.000978522,0.000978522,0.000978522
12,89.4361,0.31624,0.63969,0.12649,0.89314,0.7844,0.858,0.58152,0.41738,0.72596,0.15156,0.00105691,0.00105691,0.00105691
13,94.8256,0.31682,0.63455,0.12009,0.91695,0.72089,0.79916,0.55919,0.43103,0.68344,0.15947,0.00113331,0.00113331,0.00113331
14,100.155,0.32254,0.59144,0.11503,0.88342,0.85158,0.86506,0.58946,0.40207,0.58084,0.12866,0.00120774,0.00120774,0.00120774
15,105.527,0.33367,0.64938,0.16266,0.94238,0.72558,0.75534,0.52575,0.44272,0.6985,0.1586,0.00123094,0.00123094,0.00123094
16,110.852,0.32408,0.6388,0.10297,0.86144,0.80689,0.85841,0.58968,0.34297,0.65602,0.10252,0.00121679,0.00121679,0.00121679
17,116.222,0.31893,0.61894,0.1034,0.88053,0.56488,0.59575,0.41484,0.42548,0.85729,0.1498,0.00120265,0.00120265,0.00120265
18,121.711,0.33972,0.62179,0.13822,0.80047,0.78006,0.82262,0.57513,0.36528,0.71575,0.10925,0.0011885,0.0011885,0.0011885
19,126.962,0.3663,0.57623,0.11216,0.89285,0.68561,0.78009,0.53653,0.42867,0.78303,0.13686,0.00117435,0.00117435,0.00117435
20,132.253,0.30655,0.60546,0.09959,0.94991,0.76648,0.84444,0.56258,0.45994,0.5365,0.15393,0.00116021,0.00116021,0.00116021
21,137.49,0.29651,0.48806,0.1274,0.93625,0.81412,0.85155,0.56443,0.47853,0.604,0.16871,0.00114606,0.00114606,0.00114606
22,142.774,0.27321,0.47043,0.1023,0.96438,0.82857,0.88935,0.60941,0.35198,0.65028,0.10905,0.00113191,0.00113191,0.00113191
23,148.378,0.37317,0.45281,0.13778,0.93103,0.81185,0.86619,0.57994,0.37048,0.6655,0.11045,0.00111776,0.00111776,0.00111776
24,153.729,0.33203,0.51327,0.13852,0.93658,0.70856,0.77422,0.54407,0.3506,0.67075,0.10868,0.00110362,0.00110362,0.00110362
25,158.995,0.33484,0.5114,0.14233,0.92161,0.72535,0.78389,0.544,0.3858,0.65677,0.11714,0.00108947,0.00108947,0.00108947
26,164.309,0.29221,0.50281,0.09386,0.96965,0.8501,0.87046,0.61324,0.33705,0.64099,0.10018,0.00107532,0.00107532,0.00107532
27,169.675,0.29054,0.472,0.10898,0.94401,0.73763,0.77304,0.52918,0.3926,0.6558,0.12239,0.00106118,0.00106118,0.00106118
28,175.196,0.26888,0.46135,0.09188,0.87035,0.87348,0.85746,0.61214,0.3553,0.60152,0.11076,0.00104703,0.00104703,0.00104703
29,180.439,0.24639,0.44878,0.08417,0.96654,0.77905,0.82519,0.5643,0.48075,0.54473,0.16522,0.00103288,0.00103288,0.00103288
30,185.742,0.27042,0.47829,0.08884,0.93799,0.81476,0.85108,0.57679,0.42875,0.52005,0.13681,0.00101873,0.00101873,0.00101873
31,191.025,0.28478,0.51199,0.11776,0.97275,0.78441,0.85165,0.59791,0.40633,0.54651,0.12871,0.00100459,0.00100459,0.00100459
32,196.323,0.2845,0.44525,0.09695,0.91301,0.73681,0.76203,0.53865,0.43787,0.59568,0.14431,0.00099044,0.00099044,0.00099044
33,201.583,0.26585,0.44544,0.08281,0.91893,0.75152,0.75461,0.5274,0.40651,0.59285,0.14232,0.000976293,0.000976293,0.000976293
34,207.076,0.2563,0.43775,0.08554,0.96073,0.73768,0.81509,0.55455,0.42205,0.63154,0.13633,0.000962146,0.000962146,0.000962146
35,212.33,0.28421,0.42005,0.10126,0.93139,0.73801,0.74843,0.51415,0.37211,0.7049,0.115,0.000947999,0.000947999,0.000947999
36,217.574,0.25368,0.41359,0.09345,0.94454,0.74987,0.84442,0.58547,0.36071,0.79945,0.10324,0.000933851,0.000933851,0.000933851
37,222.786,0.22615,0.368,0.08918,0.9638,0.75079,0.83909,0.5717,0.37683,0.89791,0.11033,0.000919704,0.000919704,0.000919704
38,228.096,0.24785,0.34203,0.08493,0.89587,0.76261,0.74674,0.50883,0.34313,0.7417,0.09968,0.000905557,0.000905557,0.000905557
39,233.533,0.25663,0.44387,0.08197,0.9088,0.74429,0.73055,0.47923,0.3477,0.78674,0.10321,0.00089141,0.00089141,0.00089141
40,238.857,0.25617,0.45099,0.09682,0.90361,0.73059,0.72343,0.49951,0.32652,0.77637,0.09103,0.000877263,0.000877263,0.000877263
41,244.106,0.20765,0.41387,0.08687,0.90162,0.74429,0.7148,0.50399,0.33596,0.77973,0.0935,0.000863116,0.000863116,0.000863116
