image_path,status
/srv/shared_leopard_toad/2024/02.10.2024/6Z/100MEDIA/DSCF0917.JPG,To annotate
/srv/shared_leopard_toad/2024/02.09.2024/4Z/102MEDIA/DSCF0132.JPG,To annotate
/srv/shared_leopard_toad/2024/26.09.2024/3Z/101MEDIA/DSCF0887.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/4Z/106MEDIA/DSCF0710.JPG,To annotate
/srv/shared_leopard_toad/2024/02.10.2024/6R/103MEDIA/DSCF0217.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/104MEDIA/DSCF0910.JPG,To annotate
/srv/shared_leopard_toad/2024/18.11.2024/4Z/106MEDIA/DSCF0945.JPG,To annotate
/srv/shared_leopard_toad/2024/09.02.2024/4Z/101MEDIA/DSCF0476.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/3Z/102MEDIA/DSCF0911.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/103MEDIA/DSCF0913.JPG,To annotate
/srv/shared_leopard_toad/2024/18.11.2024/3R/102MEDIA/DSCF0037.JPG,To annotate
/srv/shared_leopard_toad/2024/18.11.2024/4Z/100MEDIA/DSCF0070.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/3Z/102MEDIA/DSCF0403.JPG,To annotate
/srv/shared_leopard_toad/2024/26.09.2024/3Z/104MEDIA/DSCF0922.JPG,To annotate
/srv/shared_leopard_toad/2024/19.09.2024/5R/103MEDIA/DSCF0559.JPG,To annotate
/srv/shared_leopard_toad/2024/02.10.2024/6Z/105MEDIA/DSCF0646.JPG,To annotate
/srv/shared_leopard_toad/2024/02.10.2024/6R/107MEDIA/DSCF0562.JPG,To annotate
/srv/shared_leopard_toad/2024/23.08.2024/6R/101MEDIA/DSCF0710.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3R/104MEDIA/DSCF0714.JPG,To annotate
/srv/shared_leopard_toad/2024/28.08.2024/3Z/109MEDIA/DSCF0901.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/3R/101MEDIA/DSCF0468.JPG,To annotate
/srv/shared_leopard_toad/2024/26.09.2024/6Z/100MEDIA/DSCF0042.JPG,To annotate
/srv/shared_leopard_toad/2024/18.11.2024/3Z/109MEDIA/DSCF0565.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/3R/103MEDIA/DSCF0565.JPG,To annotate
/srv/shared_leopard_toad/2024/02.10.2024/5R/106MEDIA/DSCF0126.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/5R/105MEDIA/DSCF0574.JPG,To annotate
