epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.9931,1.69951,5.46177,0.01349,0.11748,0.06183,0.06896,0.03292,1.68108,5.72235,0.00981,0.00012861,0.00012861,0.00012861
2,45.727,1.60552,4.12363,0.00931,0.25285,0.3411,0.27446,0.18673,1.60654,3.17933,0.00815,0.000268822,0.000268822,0.000268822
3,50.0531,1.48683,3.07593,0.00689,0.67798,0.43056,0.3143,0.21547,1.50063,2.80965,0.00756,0.000406205,0.000406205,0.000406205
4,54.0752,1.38573,2.16107,0.0077,0.68509,0.38372,0.31243,0.21499,1.40958,2.57529,0.00708,0.000540758,0.000540758,0.000540758
5,57.9528,1.34667,1.82231,0.00753,0.83151,0.41667,0.44045,0.30271,1.31014,2.14437,0.00654,0.000672482,0.000672482,0.000672482
6,61.7386,1.30655,1.8145,0.00767,0.85071,0.43056,0.50741,0.34419,1.27868,1.92029,0.00653,0.000801376,0.000801376,0.000801376
7,65.5506,1.32638,1.66866,0.0077,0.52644,0.56735,0.59874,0.39776,1.28348,1.68089,0.00643,0.000927441,0.000927441,0.000927441
8,69.3751,1.24926,1.33031,0.00722,0.50899,0.62938,0.65587,0.42354,1.25339,1.67979,0.0062,0.00105068,0.00105068,0.00105068
9,73.1212,1.25566,1.31438,0.00666,0.6059,0.61779,0.64436,0.41489,1.28171,1.73627,0.00644,0.00117108,0.00117108,0.00117108
10,77.0842,1.33986,1.34167,0.00787,0.7866,0.63508,0.71981,0.42968,1.62154,1.78968,0.00903,0.00128866,0.00128866,0.00128866
11,80.8471,1.36275,1.18363,0.00909,0.82521,0.70608,0.77744,0.52577,1.34187,1.47972,0.00661,0.00128753,0.00128753,0.00128753
12,84.6135,1.32498,1.20013,0.00756,0.7827,0.617,0.74375,0.46527,1.38744,1.64269,0.0073,0.00127338,0.00127338,0.00127338
13,88.2363,1.34098,1.37019,0.00838,0.7138,0.65536,0.72031,0.47979,1.47277,1.69877,0.00733,0.00125923,0.00125923,0.00125923
14,91.9485,1.21632,1.16091,0.00663,0.76564,0.68802,0.76104,0.52767,1.27506,1.42213,0.00643,0.00124509,0.00124509,0.00124509
15,95.7443,1.18473,1.0453,0.00656,0.82993,0.64972,0.75904,0.502,1.45891,1.53655,0.00726,0.00123094,0.00123094,0.00123094
16,99.5124,1.22642,1.06841,0.007,0.81835,0.71457,0.7883,0.49449,1.52336,1.39422,0.00741,0.00121679,0.00121679,0.00121679
