image_path,image_name,subfolder,class_id,class_name,confidence,xmin,ymin,xmax,ymax
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/5R/103MEDIA/DSCF0012.JPG,DSCF0012.JPG,5R/103MEDIA,0,Other_Amphibian,0.2847,4562.4,1241.5,4730.1,1470.9
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/5R/103MEDIA/DSCF0215.JPG,DSCF0215.JPG,5R/103MEDIA,2,Western_Leopard_Toad,0.4106,4561.9,1242.3,4730.6,1468.7
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/5R/103MEDIA/DSCF0279.JPG,DSCF0279.JPG,5R/103MEDIA,2,Western_Leopard_Toad,0.4587,4566.1,1239.9,4731.6,1472.6
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/5R/103MEDIA/DSCF0279.JPG,DSCF0279.JPG,5R/103MEDIA,0,Other_Amphibian,0.3296,4566.1,1239.9,4731.6,1472.6
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/5R/103MEDIA/DSCF0678.JPG,DSCF0678.JPG,5R/103MEDIA,0,Other_Amphibian,0.3674,4565.2,1227.9,4732.6,1453.6
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/5R/103MEDIA/DSCF0784.JPG,DSCF0784.JPG,5R/103MEDIA,0,Other_Amphibian,0.2242,4564.3,1225.8,4728.2,1455.6
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/5R/103MEDIA/DSCF0325.JPG,DSCF0325.JPG,5R/103MEDIA,2,Western_Leopard_Toad,0.4895,4565.8,1241.0,4726.7,1467.1
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/5R/103MEDIA/DSCF0980.JPG,DSCF0980.JPG,5R/103MEDIA,0,Other_Amphibian,0.2322,4565.8,1226.3,4726.7,1450.7
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/5R/103MEDIA/DSCF0640.JPG,DSCF0640.JPG,5R/103MEDIA,0,Other_Amphibian,0.3337,1719.5,2577.1,1837.4,2694.3
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/5R/103MEDIA/DSCF0623.JPG,DSCF0623.JPG,5R/103MEDIA,0,Other_Amphibian,0.2839,1720.8,2577.4,1836.1,2693.9
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/5R/103MEDIA/DSCF0167.JPG,DSCF0167.JPG,5R/103MEDIA,0,Other_Amphibian,0.3906,4564.7,1239.7,4733.0,1465.4
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/5R/103MEDIA/DSCF0636.JPG,DSCF0636.JPG,5R/103MEDIA,0,Other_Amphibian,0.3586,1721.8,2576.6,1835.1,2694.7
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/5R/103MEDIA/DSCF0802.JPG,DSCF0802.JPG,5R/103MEDIA,0,Other_Amphibian,0.4551,4560.9,1224.7,4731.6,1453.8
