epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.5699,0.81868,0.71101,0.00346,0.831,0.73858,0.83074,0.64609,1.02935,1.09543,0.00502,0.00017148,0.00017148,0.00017148
2,25.8864,0.80565,0.58764,0.0033,0.7628,0.67186,0.78986,0.60013,1.12866,1.52018,0.00578,0.000345461,0.000345461,0.000345461
3,33.1489,0.94206,0.67574,0.00422,0.71357,0.67071,0.75471,0.56152,1.07893,1.54442,0.00556,0.000507181,0.000507181,0.000507181
4,40.3523,0.9458,0.68858,0.00484,0.75749,0.73174,0.76691,0.57402,1.12223,1.47666,0.00578,0.00065664,0.00065664,0.00065664
5,47.1266,0.97167,0.83684,0.00493,0.76241,0.66779,0.77417,0.56696,1.18189,1.38721,0.00616,0.000793838,0.000793838,0.000793838
6,53.8821,0.9235,0.74628,0.00485,0.66583,0.64427,0.66806,0.516,1.13481,1.74474,0.00573,0.000918776,0.000918776,0.000918776
7,60.9439,0.98284,0.729,0.0051,0.80942,0.65525,0.75318,0.58639,1.08532,1.2671,0.00537,0.00103145,0.00103145,0.00103145
8,67.7198,1.02823,0.72151,0.00465,0.66952,0.71081,0.71662,0.55765,1.17849,1.58619,0.00581,0.0010989,0.0010989,0.0010989
9,74.3039,1.09355,0.82745,0.00704,0.83996,0.59361,0.70483,0.54136,1.14342,1.78584,0.00562,0.00105174,0.00105174,0.00105174
10,81.0157,1.08654,0.96951,0.00546,0.7574,0.60027,0.69677,0.52347,1.13017,1.90307,0.00568,0.00100459,0.00100459,0.00100459
11,87.6833,1.03678,0.82112,0.00555,0.77136,0.63847,0.72187,0.54519,1.10216,1.44861,0.00539,0.00095743,0.00095743,0.00095743
12,94.5222,1.02788,0.65675,0.00507,0.85721,0.66286,0.78095,0.57588,1.22058,1.57058,0.00589,0.000910273,0.000910273,0.000910273
13,101.116,1.03839,0.74549,0.00661,0.78183,0.61498,0.71666,0.55742,1.17256,1.88252,0.00561,0.000863116,0.000863116,0.000863116
14,107.838,0.98777,0.67921,0.00556,0.8155,0.65014,0.78041,0.62576,1.01686,1.57762,0.00479,0.000815959,0.000815959,0.000815959
15,114.522,0.95669,0.6365,0.00456,0.76812,0.69007,0.79049,0.60944,1.14328,1.54916,0.0057,0.000768802,0.000768802,0.000768802
16,121.333,0.95891,0.61835,0.00541,0.77733,0.72489,0.79137,0.597,1.17677,1.44565,0.0058,0.000721645,0.000721645,0.000721645
17,127.981,0.9183,0.53416,0.00513,0.78452,0.65809,0.76841,0.6048,1.10357,1.69694,0.00526,0.000674488,0.000674488,0.000674488
18,134.675,0.82213,0.50571,0.00567,0.72046,0.65253,0.76063,0.60585,1.08926,1.81657,0.00527,0.000627331,0.000627331,0.000627331
19,141.292,0.87503,0.54529,0.00458,0.67869,0.64229,0.72029,0.57523,1.10179,1.98834,0.00539,0.000580174,0.000580174,0.000580174
20,147.965,0.81619,0.51032,0.00485,0.67256,0.66616,0.74248,0.59028,1.06438,1.76979,0.00519,0.000533017,0.000533017,0.000533017
21,159.131,0.83338,0.55007,0.00544,0.54808,0.78653,0.67767,0.52006,1.15316,2.22942,0.00562,0.00048586,0.00048586,0.00048586
22,166.142,0.74222,0.42731,0.00433,0.7266,0.61289,0.70727,0.55311,1.12643,1.96889,0.00546,0.000438703,0.000438703,0.000438703
23,173.091,0.82246,0.52114,0.00512,0.78931,0.61921,0.75036,0.59722,1.08683,1.69571,0.00525,0.000391546,0.000391546,0.000391546
24,179.617,0.77295,0.4056,0.00442,0.8425,0.64859,0.80426,0.63577,1.14617,1.46435,0.0055,0.000344389,0.000344389,0.000344389
25,186.246,0.78068,0.50093,0.00486,0.7982,0.72279,0.81571,0.63783,1.12424,1.30896,0.00542,0.000297232,0.000297232,0.000297232
26,192.922,0.76344,0.37993,0.00381,0.76601,0.75932,0.80106,0.63113,1.09595,1.32131,0.00533,0.000250075,0.000250075,0.000250075
27,199.795,0.67303,0.37317,0.00406,0.74007,0.72971,0.78556,0.62102,1.09607,1.40781,0.00528,0.000202918,0.000202918,0.000202918
28,206.4,0.70053,0.35853,0.00364,0.72601,0.72413,0.78757,0.62161,1.08681,1.42317,0.00524,0.000155761,0.000155761,0.000155761
29,212.932,0.62326,0.3223,0.00359,0.7304,0.73174,0.78928,0.62446,1.08639,1.4233,0.0052,0.000108604,0.000108604,0.000108604
30,219.593,0.63421,0.36415,0.00356,0.71459,0.73384,0.79127,0.62835,1.07999,1.41403,0.0052,6.1447e-05,6.1447e-05,6.1447e-05
