epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,32.2419,1.28263,27.8779,0.00507,0.60202,0.0274,0.01325,0.00613,1.24427,8.68415,0.00624,8.574e-05,8.574e-05,8.574e-05
2,36.1762,1.25894,18.9088,0.00494,0.48315,0.1524,0.19186,0.14797,1.15155,6.82583,0.00557,0.000182705,0.000182705,0.000182705
3,40.7691,1.17799,12.9276,0.00615,0.22002,0.38033,0.28158,0.1995,1.103,4.54336,0.00538,0.000276369,0.000276369,0.000276369
4,45.1288,1.0939,7.46548,0.00442,0.57957,0.39992,0.44621,0.31254,1.2585,2.69092,0.00664,0.000366731,0.000366731,0.000366731
5,49.4047,1.17435,4.96378,0.00558,0.90258,0.20931,0.26599,0.18125,1.4636,3.13872,0.00788,0.000453793,0.000453793,0.000453793
6,53.5663,1.33592,3.37216,0.00888,0.63525,0.22144,0.37271,0.21753,1.68325,3.11998,0.0084,0.000537554,0.000537554,0.000537554
7,57.74,1.19957,2.35574,0.00707,0.52188,0.16583,0.21464,0.11519,1.96618,3.43257,0.01122,0.000618014,0.000618014,0.000618014
8,61.8509,1.30726,2.24393,0.00758,0.65525,0.29019,0.37875,0.25193,1.33656,3.13157,0.00736,0.000695173,0.000695173,0.000695173
9,65.8339,1.27144,1.98923,0.00725,0.75848,0.26577,0.33224,0.20524,1.48377,2.93442,0.00796,0.000769031,0.000769031,0.000769031
10,70.0274,1.28748,1.73451,0.00841,0.61452,0.09375,0.13344,0.07526,2.14841,4.11284,0.01431,0.000839588,0.000839588,0.000839588
11,73.9408,1.36916,1.58862,0.00869,0.97842,0.25132,0.42655,0.23655,1.78104,3.40529,0.00911,0.000906843,0.000906843,0.000906843
12,77.9916,1.29091,1.56733,0.0077,0.37687,0.3438,0.32559,0.18313,1.74122,2.85966,0.00869,0.000970798,0.000970798,0.000970798
13,81.9887,1.20096,1.36417,0.00566,0.76013,0.60196,0.70787,0.40664,1.68278,1.92829,0.00902,0.00103145,0.00103145,0.00103145
14,86.1524,1.39162,1.45463,0.0086,0.60757,0.29867,0.36058,0.21834,1.95038,3.27168,0.01017,0.00108881,0.00108881,0.00108881
15,90.1206,1.48961,1.38217,0.00852,0.49691,0.53044,0.59112,0.34595,1.61131,2.50123,0.0083,0.0010989,0.0010989,0.0010989
16,94.3859,1.32037,1.25504,0.0065,0.74554,0.44095,0.55147,0.33039,1.73396,3.40485,0.00972,0.00107532,0.00107532,0.00107532
17,98.2613,1.33527,1.10563,0.00809,0.77902,0.39193,0.656,0.42455,1.60269,3.53868,0.00836,0.00105174,0.00105174,0.00105174
18,102.365,1.30128,1.12848,0.00687,0.68999,0.57306,0.59922,0.36559,1.53657,2.74327,0.00862,0.00102817,0.00102817,0.00102817
19,106.426,1.34051,1.25644,0.00894,0.66613,0.39112,0.52986,0.26891,1.77673,4.15538,0.00985,0.00100459,0.00100459,0.00100459
20,110.467,1.20156,1.18019,0.00638,0.78763,0.44492,0.56769,0.27386,1.94392,1.98018,0.01107,0.000981008,0.000981008,0.000981008
21,114.45,1.25178,1.20647,0.007,0.72423,0.4688,0.59962,0.29391,1.85903,1.94498,0.01025,0.00095743,0.00095743,0.00095743
22,118.647,1.39626,1.22009,0.00849,0.4878,0.50812,0.47784,0.29425,1.62872,2.92443,0.00906,0.000933851,0.000933851,0.000933851
23,122.671,1.22867,0.98879,0.00835,0.87513,0.57325,0.64329,0.4048,1.51282,1.7796,0.00801,0.000910273,0.000910273,0.000910273
