epoch,train_loss,val_loss,train_classifier_loss,val_classifier_loss,learning_rate
1,0.3042881430259773,0.22297107428312302,0.22842624677079065,0.11015236750245094,0.0001
2,0.1197412418467658,0.17007292062044144,0.05347472855022976,0.07901662960648537,0.0001
3,0.09958269819617271,0.13686208613216877,0.04456823265978268,0.06552437087520957,0.0001
4,0.0734793631626027,0.13345562107861042,0.03139443203274693,0.06641429988667369,0.0001
5,0.07268694389079298,0.12010572105646133,0.027234972853745733,0.05286914715543389,0.0001
6,0.05890573587800775,0.13155971933156252,0.023191580016698157,0.06866116123273969,0.0001
7,0.05688897759786674,0.11329030431807041,0.020081925338932445,0.05181677406653762,0.0001
8,0.048966800794005394,0.1206663278862834,0.01819014865239816,0.06004760321229696,0.0001
9,0.05774117580481938,0.11266467068344355,0.02078101404809526,0.05316540808416903,0.0001
10,0.05384527066988604,0.1213386682793498,0.01964111752542002,0.05890597146935761,0.0001
11,0.04934203824294465,0.13490312732756138,0.017721374918307577,0.06579211540520191,0.0001
12,0.042256414225058894,0.12941081076860428,0.015197258509163345,0.05751869920641184,0.0001
13,0.05033793446740934,0.12209550570696592,0.018170780834874938,0.05402196943759918,0.0001
14,0.05062475906951087,0.1261590328067541,0.017942577068294798,0.05634566955268383,0.0001
15,0.05308272210615022,0.12467632349580526,0.019286006888640777,0.048499529249966145,0.0001
16,0.048779209543551715,0.11988385720178485,0.01724108652810433,0.05385929672047496,5e-05
17,0.03886612331760781,0.11493243370205164,0.014066020060064537,0.0512660457752645,5e-05
18,0.040647845316146104,0.11776159703731537,0.015929335794810737,0.052640311885625124,5e-05
19,0.04195325854899628,0.11890649888664484,0.01597705114233707,0.05406472855247557,5e-05
20,0.03860799156661544,0.11981513490900397,0.015092478665922369,0.054814770352095366,5e-05
21,0.04027657217479178,0.13165658619254827,0.015502123195411903,0.0623953016474843,5e-05
22,0.04111221645559583,0.13105824869126081,0.015256051040653671,0.061072455486282706,2.5e-05
23,0.03170556994155049,0.12894688453525305,0.011759080807678401,0.05969012435525656,2.5e-05
24,0.036213797450597794,0.12476133974269032,0.013185084298519152,0.05743181984871626,2.5e-05
25,0.03523115600858416,0.12535863602533937,0.013261422481653946,0.057549576507881284,2.5e-05
26,0.029974939301609993,0.1270923255942762,0.011236287886276841,0.06035667727701366,2.5e-05
27,0.02973072822870953,0.1215872778557241,0.01206665183417499,0.05730046844109893,2.5e-05
28,0.03293903710852776,0.11762819811701775,0.012899500550702214,0.05400874372571707,1.25e-05
29,0.031173797457345893,0.11612398829311132,0.012104521172919444,0.053950470173731446,1.25e-05
