epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,26.0136,0.80271,1.81137,0.48614,0.12509,0.15088,0.06183,0.02997,0.50987,1.21703,0.16796,0.00012861,0.00012861,0.00012861
2,37.473,0.5352,1.20088,0.23721,0.59782,0.46592,0.45723,0.29472,0.45701,0.92527,0.13678,0.000268822,0.000268822,0.000268822
3,45.1488,0.44207,1.08551,0.19343,0.92071,0.36856,0.42819,0.30194,0.41041,0.9148,0.12576,0.000406205,0.000406205,0.000406205
4,52.4762,0.51795,0.96757,0.20859,0.70744,0.61544,0.67381,0.44776,0.40103,0.74698,0.11411,0.000540758,0.000540758,0.000540758
5,60.0933,0.40136,0.89519,0.17922,0.86717,0.72489,0.76742,0.53964,0.34804,0.7168,0.10078,0.000672482,0.000672482,0.000672482
6,67.2002,0.45159,0.76311,0.20312,0.82742,0.60406,0.66572,0.43031,0.35071,0.7219,0.10445,0.000801376,0.000801376,0.000801376
7,74.2786,0.47807,0.75083,0.17713,0.98261,0.38561,0.64096,0.42327,0.3465,0.97914,0.09985,0.000927441,0.000927441,0.000927441
8,81.2915,0.35289,0.749,0.11369,0.8605,0.58375,0.61696,0.42141,0.35808,0.64196,0.10502,0.00105068,0.00105068,0.00105068
9,88.406,0.34935,0.76312,0.1472,0.64849,0.74726,0.71535,0.49408,0.33238,0.74119,0.09998,0.00117108,0.00117108,0.00117108
10,95.5577,0.43866,0.77341,0.1555,0.82247,0.70111,0.71057,0.47936,0.34152,0.76869,0.0917,0.00128866,0.00128866,0.00128866
11,102.55,0.36498,0.60422,0.1413,0.92495,0.74753,0.8432,0.5642,0.37537,0.86579,0.11359,0.00128753,0.00128753,0.00128753
12,109.716,0.34821,0.68892,0.13285,0.84906,0.75357,0.83052,0.5586,0.37324,0.67715,0.10878,0.00127338,0.00127338,0.00127338
13,116.84,0.37161,0.63967,0.14802,0.89603,0.83363,0.87399,0.58924,0.37118,0.81575,0.10706,0.00125923,0.00125923,0.00125923
14,124.241,0.38593,0.72824,0.15221,0.86874,0.74405,0.76594,0.50032,0.4027,0.67935,0.11477,0.00124509,0.00124509,0.00124509
