epoch,train_loss,val_loss,train_classifier_loss,val_classifier_loss,learning_rate
1,0.07143925904081418,0.23063748702406883,0.0360410982886186,0.10697754472494125,0.0001
2,0.056327866963469066,0.19902991503477097,0.024789206826916106,0.09489965438842773,0.0001
3,0.04913769676708258,0.17428287118673325,0.021602927134014092,0.08519633021205664,0.0001
4,0.046603576781658024,0.16612611524760723,0.019729346681672793,0.08180357795208693,0.0001
5,0.04168534952287491,0.1620461530983448,0.016888098791241646,0.0805863980203867,0.0001
6,0.041676775767252996,0.16361559927463531,0.017182797981569402,0.08362543769180775,0.0001
7,0.038410710027584664,0.1530038621276617,0.015221919148014141,0.07604660466313362,0.0001
8,0.03730107356722538,0.1619783602654934,0.015122781364390483,0.0847604088485241,0.0001
9,0.037343910680367395,0.15793640539050102,0.014645188187177364,0.07988525554537773,0.0001
10,0.034982880720725425,0.15337884798645973,0.013407475207574092,0.07942725904285908,0.0001
11,0.03276065608056692,0.13877201080322266,0.012239763835588327,0.06709030270576477,0.0001
12,0.03368467307434632,0.1482146494090557,0.012714522460905405,0.07485703565180302,0.0001
13,0.033326809939283594,0.1444910280406475,0.01303744910714718,0.07384652271866798,0.0001
14,0.03314262607063238,0.1451557744294405,0.011990734268552981,0.07699568010866642,0.0001
15,0.030616473836394455,0.16060231812298298,0.010779856990736265,0.08855846337974072,0.0001
16,0.03031956533399912,0.15899457037448883,0.010703842728756942,0.08782699890434742,0.0001
17,0.02984812526175609,0.14877226762473583,0.010781295203532163,0.07778614573180676,0.0001
18,0.030314091163185928,0.1570563018321991,0.01011646230920003,0.08666018582880497,5e-05
19,0.02838975563645363,0.15723036974668503,0.009206622373312712,0.08675160072743893,5e-05
20,0.0281336079709805,0.155782800167799,0.009440239142769804,0.08431712165474892,5e-05
21,0.026979018074388687,0.15369175747036934,0.009005610544521075,0.08445936255156994,5e-05
22,0.02617570012807846,0.15496933832764626,0.008239861398648757,0.08521851152181625,5e-05
23,0.025900479262838,0.16621819138526917,0.007391397268153154,0.097096286714077,5e-05
24,0.026707160501525953,0.1570359207689762,0.0084761747588905,0.08818036876618862,2.5e-05
25,0.025897912824383147,0.156349316239357,0.007738358018776545,0.08892650716006756,2.5e-05
26,0.026615219907118723,0.16472088545560837,0.007868735406261224,0.09565366618335247,2.5e-05
27,0.02363098656328825,0.16284634545445442,0.006182348642211694,0.09328451752662659,2.5e-05
28,0.0238406049947326,0.16374875977635384,0.006487139733508229,0.09465312585234642,2.5e-05
29,0.024148369709459636,0.1602025032043457,0.006491046470518296,0.09269585646688938,2.5e-05
30,0.023323451527036153,0.1639273576438427,0.006239030904208238,0.09509075619280338,1.25e-05
31,0.022658820622242414,0.16114647686481476,0.006129738158331468,0.09251007065176964,1.25e-05
32,0.025681627484468315,0.16470542550086975,0.007913102539112935,0.09522032178938389,1.25e-05
33,0.02391858033549327,0.16192704066634178,0.006188817859555666,0.09326404891908169,1.25e-05
34,0.02538512575511749,0.15984256193041801,0.007439278137798493,0.0920600425451994,1.25e-05
35,0.024060836276755884,0.16063562035560608,0.006390751545460751,0.09212329052388668,1.25e-05
36,0.023634480599027414,0.16298441961407661,0.006802912407483046,0.09420397877693176,6.25e-06
