epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,28.0707,1.39196,135.468,0.84218,0.00025,0.09589,0.00015,0.00011,0.97404,67.0106,0.44431,0.00012861,0.00012861,0.00012861
2,40.1966,1.23637,70.9031,0.71639,0.00492,0.40278,0.01756,0.00837,0.72121,1.93754,0.26305,0.00026703,0.00026703,0.00026703
3,50.0775,1.00392,1.67691,0.61468,0.01043,0.45053,0.15177,0.11191,0.55849,1.66743,0.20161,0.000400734,0.000400734,0.000400734
4,59.9472,0.65572,1.67694,0.39583,0.17309,0.22222,0.17241,0.12449,0.48347,1.21193,0.18076,0.000529723,0.000529723,0.000529723
5,69.8546,0.48172,1.26486,0.19966,0.33939,0.40126,0.26498,0.17777,0.77831,0.67982,0.37407,0.000653996,0.000653996,0.000653996
6,79.7306,0.53418,0.87137,0.26237,0.72879,0.65962,0.6405,0.43772,0.45325,0.79865,0.1427,0.000773553,0.000773553,0.000773553
7,89.6128,0.48096,0.79407,0.22983,0.80094,0.62861,0.67419,0.45453,0.45354,0.95982,0.1396,0.000888395,0.000888395,0.000888395
8,99.1285,0.44827,0.90869,0.23074,0,0,0,0,nan,nan,nan,0.000998521,0.000998521,0.000998521
9,108.431,0.46973,0.83601,0.22515,0,0,0,0,nan,nan,nan,0.00110393,0.00110393,0.00110393
10,117.85,0.41638,0.71047,0.18692,0.65445,0.17293,0.20796,0.12509,nan,nan,nan,0.00120463,0.00120463,0.00120463
11,127.286,0.42897,0.67898,0.26358,0.47588,0.1387,0.10932,0.0563,1.6967,nan,1.09655,0.00119322,0.00119322,0.00119322
12,136.632,0.40172,0.75012,0.26686,0.00567,0.04814,0.00601,0.00337,nan,nan,nan,0.00116964,0.00116964,0.00116964
13,145.946,0.44186,0.73719,0.24724,0.17643,0.0274,0.04188,0.02191,nan,nan,nan,0.00114606,0.00114606,0.00114606
14,155.264,0.45174,0.7346,0.23505,0,0,0,0,nan,nan,nan,0.00112248,0.00112248,0.00112248
15,164.558,0.40524,0.73819,0.20275,0,0,0,0,nan,nan,nan,0.0010989,0.0010989,0.0010989
16,173.914,0.47013,0.68659,0.22675,0.84137,0.47415,0.49204,0.30582,nan,nan,nan,0.00107532,0.00107532,0.00107532
17,183.389,0.42899,0.79654,0.21817,0.88201,0.74733,0.82978,0.54274,0.37672,0.75353,0.11355,0.00105174,0.00105174,0.00105174
18,192.997,0.32164,0.73135,0.16149,0.83233,0.75209,0.79199,0.53471,0.40911,0.65512,0.13405,0.00102817,0.00102817,0.00102817
19,202.439,0.37351,0.67917,0.17388,0.69973,0.59275,0.6406,0.39226,0.44999,0.86805,0.14768,0.00100459,0.00100459,0.00100459
20,211.923,0.32673,0.64478,0.15354,0.8829,0.72304,0.7669,0.5034,0.4205,0.82519,0.14483,0.000981008,0.000981008,0.000981008
21,221.264,0.37061,0.71564,0.13921,0.77455,0.59067,0.66599,0.43176,0.69179,0.75089,0.26315,0.00095743,0.00095743,0.00095743
22,230.62,0.35815,0.69473,0.16922,0.74133,0.58676,0.56873,0.35106,0.78343,0.84708,0.26587,0.000933851,0.000933851,0.000933851
23,240.059,0.32436,0.66435,0.17978,0.9,0.7533,0.86227,0.59635,0.357,0.60514,0.1106,0.000910273,0.000910273,0.000910273
24,249.721,0.33286,0.57056,0.17159,0.85841,0.89595,0.8941,0.57085,0.37489,0.5519,0.11472,0.000886694,0.000886694,0.000886694
25,259.145,0.33202,0.62094,0.18934,0.95492,0.79281,0.891,0.62328,0.32912,0.54194,0.09945,0.000863116,0.000863116,0.000863116
26,268.753,0.3193,0.55421,0.1805,0.83293,0.88984,0.86833,0.58344,0.36701,0.63021,0.11203,0.000839537,0.000839537,0.000839537
27,278.22,0.29832,0.54455,0.18156,0.8995,0.78558,0.83395,0.58446,0.37013,0.55279,0.12025,0.000815959,0.000815959,0.000815959
28,287.669,0.32343,0.50652,0.18837,0.8996,0.80632,0.82786,0.565,0.37091,0.62042,0.1166,0.00079238,0.00079238,0.00079238
29,297.107,0.26305,0.5497,0.14141,0.88678,0.82097,0.84684,0.57904,0.35821,0.65087,0.10889,0.000768802,0.000768802,0.000768802
30,306.527,0.33053,0.52142,0.17966,0.86666,0.76763,0.88184,0.59435,0.36923,0.66672,0.10993,0.000745223,0.000745223,0.000745223
31,315.912,0.31847,0.51306,0.17019,0.87883,0.6636,0.76595,0.51421,0.38023,0.73424,0.11517,0.000721645,0.000721645,0.000721645
32,325.435,0.27873,0.51471,0.13172,0.96592,0.67637,0.81332,0.55089,0.37448,0.79882,0.11724,0.000698066,0.000698066,0.000698066
33,334.998,0.2826,0.54388,0.11783,0.93916,0.7044,0.81503,0.5694,0.36127,0.69353,0.11675,0.000674488,0.000674488,0.000674488
34,344.424,0.30316,0.46511,0.1546,0.92572,0.72146,0.80302,0.57777,0.34513,0.77409,0.10776,0.000650909,0.000650909,0.000650909
35,353.881,0.26401,0.45172,0.13287,0.87671,0.82004,0.87271,0.61698,0.31597,0.65197,0.09929,0.000627331,0.000627331,0.000627331
36,363.331,0.26967,0.51682,0.15727,0.81776,0.81978,0.86775,0.58901,0.35972,0.60185,0.11875,0.000603752,0.000603752,0.000603752
37,372.68,0.29454,0.5128,0.17514,0.91609,0.77906,0.85713,0.56483,0.34763,0.75845,0.11418,0.000580174,0.000580174,0.000580174
38,381.956,0.26512,0.50405,0.15126,0.91171,0.82059,0.85443,0.57938,0.33685,0.68916,0.10143,0.000556595,0.000556595,0.000556595
39,391.345,0.27003,0.48215,0.1479,0.97768,0.72319,0.85634,0.62045,0.31191,0.865,0.10018,0.000533017,0.000533017,0.000533017
40,400.814,0.24751,0.47324,0.13951,0.91494,0.85866,0.90131,0.60096,0.36021,0.5754,0.11265,0.000509438,0.000509438,0.000509438
41,410.227,0.23801,0.42316,0.11507,0.92906,0.7837,0.86137,0.61039,0.33005,0.71688,0.1053,0.00048586,0.00048586,0.00048586
42,419.698,0.26425,0.5578,0.14035,0.95013,0.73286,0.81386,0.57428,0.33087,0.78987,0.10318,0.000462281,0.000462281,0.000462281
43,429.122,0.26558,0.45196,0.13984,0.96729,0.8008,0.86167,0.62053,0.3202,0.61013,0.09614,0.000438703,0.000438703,0.000438703
44,438.597,0.22592,0.39863,0.10134,0.94045,0.82323,0.87038,0.62536,0.31548,0.80831,0.09696,0.000415124,0.000415124,0.000415124
45,448.225,0.2252,0.44535,0.12077,0.93156,0.8002,0.85229,0.60334,0.31605,0.73013,0.09379,0.000391546,0.000391546,0.000391546
46,457.641,0.24302,0.46111,0.11067,0.91859,0.86452,0.89017,0.64193,0.31189,0.5573,0.09129,0.000367967,0.000367967,0.000367967
47,467.309,0.22322,0.38321,0.11003,0.94038,0.81285,0.86084,0.6118,0.3653,0.59258,0.12299,0.000344389,0.000344389,0.000344389
48,476.733,0.23237,0.37028,0.0975,0.93638,0.81507,0.86894,0.6174,0.46073,0.65119,0.17138,0.00032081,0.00032081,0.00032081
49,486.165,0.21523,0.43349,0.08789,0.94993,0.85919,0.89714,0.64077,0.38068,0.54765,0.12212,0.000297232,0.000297232,0.000297232
50,495.628,0.23005,0.38866,0.11123,0.92919,0.89813,0.91357,0.65275,0.31024,0.53927,0.09311,0.000273654,0.000273654,0.000273654
