epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.87505,0.79588,0.61569,0.00278,0.93581,0.75261,0.8693,0.6759,1.01942,1.03458,0.00489,8.574e-05,8.574e-05,8.574e-05
2,18.0081,0.7549,0.57274,0.00258,0.90955,0.80092,0.87534,0.66945,1.0401,1.088,0.005,0.00017964,0.00017964,0.00017964
3,24.89,0.79171,0.52955,0.00317,0.81339,0.71808,0.81897,0.62419,1.10664,1.40417,0.00532,0.000266937,0.000266937,0.000266937
4,32.0116,0.75713,0.51709,0.00308,0.79068,0.77968,0.84875,0.64925,1.09881,1.03626,0.00521,0.000347633,0.000347633,0.000347633
5,38.5047,0.79246,0.56496,0.00281,0.92856,0.61952,0.80819,0.6148,1.18737,1.50219,0.0057,0.000421726,0.000421726,0.000421726
6,43.2567,0.80862,0.52595,0.0034,0.84607,0.69763,0.8217,0.62398,1.20178,1.42979,0.00604,0.000489218,0.000489218,0.000489218
7,47.5701,0.85386,0.57521,0.00334,0.85874,0.69015,0.84918,0.63643,1.12786,1.26977,0.00542,0.000550108,0.000550108,0.000550108
8,52.0949,0.84284,0.5333,0.00368,0.84267,0.70105,0.7999,0.60949,1.0973,1.21068,0.00522,0.000604396,0.000604396,0.000604396
9,56.5518,0.8356,0.61903,0.00358,0.91144,0.66952,0.84228,0.63517,1.08989,0.95678,0.00521,0.000652081,0.000652081,0.000652081
10,60.906,0.89837,0.64484,0.00395,0.90137,0.67049,0.84563,0.63543,1.06548,1.06361,0.00526,0.000693165,0.000693165,0.000693165
11,65.0435,0.81283,0.51668,0.00343,0.8173,0.70358,0.82506,0.63544,1.01589,1.20219,0.00496,0.000727647,0.000727647,0.000727647
12,69.2454,0.78899,0.50701,0.00294,0.78955,0.63264,0.78255,0.59347,1.09524,1.6517,0.00526,0.000755527,0.000755527,0.000755527
13,73.6425,0.78817,0.66927,0.00329,0.85552,0.58885,0.74735,0.56655,1.12964,1.80989,0.00559,0.000776804,0.000776804,0.000776804
14,77.8316,0.81544,0.59758,0.00332,0.86662,0.63125,0.78969,0.59961,1.08269,1.358,0.00545,0.00079148,0.00079148,0.00079148
15,81.9512,0.88118,0.53157,0.00426,0.79104,0.69445,0.79375,0.58568,1.1604,1.29988,0.00559,0.000768802,0.000768802,0.000768802
16,86.1567,0.84479,0.55788,0.00413,0.81146,0.69513,0.79206,0.59988,1.1301,1.51197,0.00544,0.000721645,0.000721645,0.000721645
17,90.2763,0.80801,0.56206,0.00361,0.85533,0.69991,0.78178,0.59443,1.05852,1.43109,0.00508,0.000674488,0.000674488,0.000674488
18,94.4475,0.86333,0.63694,0.00399,0.83177,0.77302,0.83409,0.61551,1.1055,1.05383,0.00528,0.000627331,0.000627331,0.000627331
19,98.751,0.78768,0.51095,0.00371,0.93828,0.71582,0.86269,0.63726,1.12068,0.92512,0.0054,0.000580174,0.000580174,0.000580174
20,102.985,0.76636,0.44179,0.00324,0.89771,0.75247,0.87025,0.64453,1.13386,0.95547,0.0054,0.000533017,0.000533017,0.000533017
21,111.557,0.66753,0.44855,0.00333,0.7734,0.73658,0.85089,0.63797,1.11556,1.11956,0.00529,0.00048586,0.00048586,0.00048586
22,116.062,0.7509,0.53946,0.00495,0.77218,0.62785,0.78863,0.59504,1.13128,1.42291,0.00539,0.000438703,0.000438703,0.000438703
23,120.542,0.62022,0.40162,0.00275,0.80999,0.60009,0.76903,0.58353,1.12325,1.42022,0.00546,0.000391546,0.000391546,0.000391546
24,125.077,0.63133,0.38274,0.00306,0.87946,0.61628,0.78548,0.58756,1.1696,1.28286,0.00565,0.000344389,0.000344389,0.000344389
25,129.154,0.75449,0.43259,0.00417,0.87893,0.61925,0.787,0.59063,1.16063,1.23691,0.00555,0.000297232,0.000297232,0.000297232
26,133.357,0.62604,0.36623,0.00381,0.87986,0.62642,0.7761,0.5915,1.12109,1.22936,0.00542,0.000250075,0.000250075,0.000250075
27,137.424,0.63356,0.45289,0.00388,0.89561,0.61416,0.78009,0.59467,1.10008,1.24684,0.00534,0.000202918,0.000202918,0.000202918
28,141.579,0.67015,0.36047,0.00313,0.8787,0.61919,0.78417,0.60471,1.07177,1.24781,0.00518,0.000155761,0.000155761,0.000155761
29,145.88,0.59342,0.35469,0.00257,0.88499,0.62785,0.78266,0.60803,1.07221,1.25946,0.00519,0.000108604,0.000108604,0.000108604
30,150.004,0.57116,0.35021,0.00285,0.88998,0.621,0.78429,0.60485,1.08079,1.27123,0.00522,6.1447e-05,6.1447e-05,6.1447e-05
