epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.7498,1.24335,22.8082,0.00583,0.6212,0.05479,0.06812,0.04721,1.09849,8.0748,0.00552,0.00012861,0.00012861,0.00012861
2,47.3708,1.22651,16.0728,0.00603,0.42231,0.19547,0.2584,0.18551,1.35666,5.39223,0.00703,0.00026703,0.00026703,0.00026703
3,52.9952,1.15352,8.50378,0.00649,0.79764,0.1011,0.35955,0.21982,1.52177,3.4962,0.00792,0.000400734,0.000400734,0.000400734
4,58.5833,1.29416,4.07677,0.00687,0.55689,0.23809,0.32817,0.19397,1.69288,3.37997,0.00886,0.000529723,0.000529723,0.000529723
5,63.9401,1.3682,2.95893,0.00815,0.70782,0.43093,0.56692,0.36668,1.47577,1.86992,0.00757,0.000653996,0.000653996,0.000653996
6,69.2223,1.44175,2.57135,0.01048,0.76616,0.49669,0.59125,0.37818,1.47463,1.95097,0.00734,0.000773553,0.000773553,0.000773553
7,74.5525,1.41775,2.13056,0.00893,0.30021,0.48212,0.24206,0.14683,1.59587,3.89513,0.00882,0.000888395,0.000888395,0.000888395
8,80.1621,1.36773,1.76243,0.00698,0.67961,0.54337,0.53706,0.26926,1.72007,2.49274,0.00917,0.000998521,0.000998521,0.000998521
9,85.4466,1.4526,1.84183,0.01007,0.42871,0.24277,0.24109,0.08552,1.90471,5.77118,0.01204,0.00110393,0.00110393,0.00110393
10,90.6369,1.45303,1.88745,0.00954,0.61756,0.13558,0.17252,0.08448,2.30431,4.88306,0.01191,0.00120463,0.00120463,0.00120463
11,95.8383,1.41587,1.76786,0.0088,0.81893,0.60833,0.70186,0.41128,1.62426,1.54589,0.00862,0.00119322,0.00119322,0.00119322
12,101.119,1.4512,1.60461,0.00867,0.80804,0.47603,0.58074,0.30164,1.97767,2.27948,0.01141,0.00116964,0.00116964,0.00116964
13,106.351,1.54802,1.55813,0.00996,0.27671,0.36894,0.27831,0.14681,1.78893,4.31393,0.00973,0.00114606,0.00114606,0.00114606
14,111.72,1.57949,1.64453,0.00992,0.5404,0.44905,0.4785,0.26433,1.5811,3.71691,0.00896,0.00112248,0.00112248,0.00112248
15,117.407,1.4771,1.54765,0.00939,0.76624,0.6758,0.72878,0.38089,1.83798,1.37642,0.01046,0.0010989,0.0010989,0.0010989
16,122.636,1.44752,1.34229,0.00875,0.6554,0.39992,0.46665,0.27022,1.64257,2.14929,0.00851,0.00107532,0.00107532,0.00107532
17,127.894,1.47747,1.39912,0.01051,0.73785,0.74512,0.78877,0.4465,1.52303,1.35948,0.00888,0.00105174,0.00105174,0.00105174
18,133.252,1.4006,1.27885,0.00784,0.56902,0.47183,0.4683,0.26411,1.69526,2.24355,0.00949,0.00102817,0.00102817,0.00102817
19,138.476,1.34895,1.34884,0.00893,0.7254,0.46994,0.57172,0.32029,1.8115,2.22213,0.00956,0.00100459,0.00100459,0.00100459
20,143.788,1.34003,1.23803,0.00856,0.40822,0.41512,0.43393,0.2768,1.83546,2.9325,0.00976,0.000981008,0.000981008,0.000981008
21,149.279,1.3496,1.25942,0.00982,0.87408,0.64617,0.79721,0.48748,1.46848,1.27044,0.00761,0.00095743,0.00095743,0.00095743
22,154.836,1.34549,1.18273,0.00776,0.75018,0.62119,0.73321,0.48705,1.41272,1.5858,0.00763,0.000933851,0.000933851,0.000933851
23,159.974,1.34526,1.15105,0.00766,0.80918,0.59932,0.69074,0.41586,1.48753,1.81986,0.00807,0.000910273,0.000910273,0.000910273
24,165.185,1.22946,1.18846,0.00802,0.88072,0.55766,0.71267,0.4369,1.46144,1.64414,0.00783,0.000886694,0.000886694,0.000886694
25,170.412,1.22452,1.07022,0.00877,0.71198,0.53253,0.59847,0.39789,1.3564,2.04451,0.00705,0.000863116,0.000863116,0.000863116
26,175.737,1.16051,0.885,0.00708,0.75765,0.61162,0.69729,0.44663,1.35162,2.01327,0.00687,0.000839537,0.000839537,0.000839537
27,181.283,1.21751,0.96714,0.00784,0.78364,0.68516,0.7979,0.47416,1.49401,1.37698,0.0079,0.000815959,0.000815959,0.000815959
28,187.006,1.18091,0.89055,0.007,0.80903,0.58868,0.7401,0.44902,1.42737,1.8064,0.00778,0.00079238,0.00079238,0.00079238
29,192.334,1.14875,0.83625,0.00744,0.74133,0.50316,0.63142,0.43337,1.32069,2.37605,0.00666,0.000768802,0.000768802,0.000768802
30,197.607,1.13919,0.90728,0.00788,0.89453,0.5537,0.75528,0.50424,1.33844,2.08707,0.00716,0.000745223,0.000745223,0.000745223
31,202.972,1.12677,0.91444,0.00849,0.83539,0.72876,0.82356,0.55652,1.36505,1.29694,0.00732,0.000721645,0.000721645,0.000721645
32,208.299,1.0998,0.80508,0.00728,0.88592,0.59149,0.74462,0.43742,1.44387,1.81266,0.0081,0.000698066,0.000698066,0.000698066
33,213.526,1.11366,0.85148,0.00725,0.77313,0.56041,0.68233,0.42464,1.29815,1.49564,0.00714,0.000674488,0.000674488,0.000674488
34,219.224,1.09965,0.77977,0.00615,0.76553,0.74843,0.83031,0.55904,1.16928,1.02968,0.00652,0.000650909,0.000650909,0.000650909
35,224.932,1.03662,0.706,0.00622,0.81891,0.69045,0.80956,0.55086,1.21328,1.13995,0.00669,0.000627331,0.000627331,0.000627331
36,230.219,1.06467,0.73265,0.00785,0.79037,0.84311,0.87559,0.57321,1.25901,1.00066,0.00664,0.000603752,0.000603752,0.000603752
37,235.599,1.03944,0.69832,0.00663,0.93558,0.70434,0.87629,0.56462,1.38358,1.10939,0.00742,0.000580174,0.000580174,0.000580174
38,240.891,0.98145,0.59317,0.00571,0.86615,0.75609,0.87776,0.6147,1.17112,1.17267,0.00632,0.000556595,0.000556595,0.000556595
