epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,41.3057,1.34244,173.948,0.88055,0.00474,0.14441,0.00251,0.00147,0.92823,31.9241,0.47131,0.00017148,0.00017148,0.00017148
2,53.1508,1.27808,13.0229,0.8686,0.0014,0.46404,0.00355,0.00192,0.77845,1.44344,0.30529,0.000351355,0.000351355,0.000351355
3,65.162,0.66679,1.71686,0.37857,0.18985,0.48973,0.239,0.14527,0.70851,1.32816,0.26744,0.0005251,0.0005251,0.0005251
4,77.1475,0.58303,1.4525,0.25643,0.67418,0.24872,0.28157,0.18068,1.64747,0.47941,1.34528,0.000692715,0.000692715,0.000692715
5,88.7531,0.53336,1.12852,0.21563,0.74553,0.49454,0.54326,0.32554,0.66301,0.86382,0.24203,0.000854199,0.000854199,0.000854199
6,100.717,0.57671,1.07187,0.29957,0.45618,0.22812,0.27412,0.17684,0.88268,nan,0.42313,0.00100955,0.00100955,0.00100955
7,112.31,0.47535,0.89113,0.22387,0.2745,0.06944,0.07714,0.05319,1.91963,0.4642,1.5485,0.00115878,0.00115878,0.00115878
8,123.89,0.60332,1.0553,0.29119,0,0,0,0,nan,nan,nan,0.00126395,0.00126395,0.00126395
9,135.296,0.4387,1.13027,0.25279,0,0,0,0,nan,nan,nan,0.00124037,0.00124037,0.00124037
10,146.768,0.56144,1.11727,0.28354,0,0,0,0,nan,nan,nan,0.00121679,0.00121679,0.00121679
11,158.259,0.49508,0.98849,0.23292,0.50102,0.17865,0.22554,0.15186,0.84196,1.40988,0.33692,0.00119322,0.00119322,0.00119322
12,169.726,0.50327,0.93194,0.28299,0.02113,0.02055,0.01413,0.00706,2.45307,0.24603,2.32759,0.00116964,0.00116964,0.00116964
13,181.252,0.45982,0.91859,0.21327,0.71992,0.07534,0.10541,0.0747,1.51163,nan,1.20039,0.00114606,0.00114606,0.00114606
14,192.853,0.53284,0.83562,0.29585,0.49607,0.17142,0.198,0.13017,0.91516,1.02781,0.40723,0.00112248,0.00112248,0.00112248
15,204.525,0.43438,0.87255,0.21065,0.53398,0.25438,0.20561,0.0992,0.93831,0.9229,0.3883,0.0010989,0.0010989,0.0010989
16,216.318,0.40662,0.9487,0.20006,0.41469,0.35198,0.29634,0.17227,0.52496,nan,0.20876,0.00107532,0.00107532,0.00107532
17,227.888,0.48807,0.87088,0.20365,0.38584,0.13052,0.11977,0.07448,nan,nan,nan,0.00105174,0.00105174,0.00105174
18,239.527,0.4283,0.70589,0.16679,0.69847,0.45472,0.49993,0.30981,0.72148,nan,0.32478,0.00102817,0.00102817,0.00102817
19,251.123,0.38376,0.75552,0.19018,0.72239,0.40851,0.47337,0.29156,0.76724,0.83248,0.26129,0.00100459,0.00100459,0.00100459
20,262.794,0.38349,0.72518,0.22216,0.73145,0.4199,0.46015,0.30207,0.546,1.05206,0.19629,0.000981008,0.000981008,0.000981008
21,274.281,0.34508,0.7789,0.17418,0.81212,0.38623,0.44351,0.2923,0.78052,nan,0.41115,0.00095743,0.00095743,0.00095743
22,285.997,0.35314,0.8274,0.16004,0.82071,0.77245,0.81043,0.56496,0.3399,0.69116,0.09878,0.000933851,0.000933851,0.000933851
23,297.726,0.34576,0.68086,0.17181,0.76383,0.63195,0.66158,0.47274,0.54702,0.89786,0.18148,0.000910273,0.000910273,0.000910273
24,309.438,0.35839,0.65303,0.17325,0.8179,0.74439,0.78003,0.55143,0.35458,0.90633,0.11361,0.000886694,0.000886694,0.000886694
25,320.982,0.33611,0.66489,0.16251,0.88306,0.77138,0.83446,0.57646,0.35239,0.72406,0.11404,0.000863116,0.000863116,0.000863116
26,332.829,0.35709,0.58724,0.14236,0.8755,0.84874,0.88953,0.6018,0.35684,0.5827,0.1167,0.000839537,0.000839537,0.000839537
27,344.546,0.35687,0.637,0.17081,0.90822,0.80004,0.86576,0.57237,0.38432,0.61095,0.1205,0.000815959,0.000815959,0.000815959
28,356.193,0.34304,0.72846,0.20182,0.69031,0.64821,0.69334,0.4961,0.35119,0.78314,0.10642,0.00079238,0.00079238,0.00079238
29,367.851,0.32143,0.66926,0.15421,0.82765,0.69304,0.77391,0.50447,0.38478,0.68761,0.11638,0.000768802,0.000768802,0.000768802
30,379.689,0.3123,0.62639,0.16616,0.95666,0.76484,0.85443,0.58565,0.36105,0.73164,0.11184,0.000745223,0.000745223,0.000745223
31,391.273,0.34795,0.62758,0.19594,0.87243,0.65822,0.69757,0.45855,0.4198,0.83426,0.13587,0.000721645,0.000721645,0.000721645
32,402.942,0.31082,0.59472,0.17739,0.91068,0.8145,0.87475,0.63362,0.35515,0.6256,0.1104,0.000698066,0.000698066,0.000698066
33,414.675,0.31138,0.57475,0.18464,0.79655,0.66077,0.63048,0.46005,0.32392,0.70378,0.09609,0.000674488,0.000674488,0.000674488
34,426.294,0.30505,0.53669,0.14672,0.89952,0.74727,0.78722,0.55256,0.34153,0.65941,0.10555,0.000650909,0.000650909,0.000650909
35,437.902,0.30947,0.58308,0.12575,0.83271,0.58361,0.60156,0.40993,0.36611,0.94074,0.13241,0.000627331,0.000627331,0.000627331
36,449.613,0.31057,0.49962,0.1153,0.89132,0.61789,0.60784,0.40884,0.44338,0.82089,0.15054,0.000603752,0.000603752,0.000603752
37,461.248,0.30087,0.53981,0.13174,0.89644,0.71856,0.76405,0.52288,0.38966,0.74859,0.13377,0.000580174,0.000580174,0.000580174
38,472.951,0.29625,0.52986,0.16491,0.89024,0.79434,0.83602,0.57668,0.36095,0.67375,0.11512,0.000556595,0.000556595,0.000556595
39,484.544,0.25813,0.47772,0.14608,0.84092,0.65522,0.75509,0.50912,0.37652,1.03945,0.13094,0.000533017,0.000533017,0.000533017
40,496.271,0.25721,0.54125,0.13912,0.90464,0.7848,0.84824,0.59238,0.3508,0.73178,0.11609,0.000509438,0.000509438,0.000509438
41,507.95,0.2899,0.51848,0.13736,0.90695,0.78692,0.84401,0.59297,0.34033,0.7062,0.11616,0.00048586,0.00048586,0.00048586
42,519.707,0.2644,0.49758,0.11279,0.92039,0.83447,0.87805,0.59723,0.33982,0.60322,0.10355,0.000462281,0.000462281,0.000462281
43,531.435,0.23539,0.43774,0.11067,0.93131,0.81374,0.83415,0.5617,0.34489,0.67321,0.10851,0.000438703,0.000438703,0.000438703
44,543.233,0.25609,0.47917,0.13322,0.94842,0.81412,0.85979,0.58697,0.32902,0.67765,0.10483,0.000415124,0.000415124,0.000415124
45,554.884,0.23985,0.41895,0.10128,0.90883,0.84912,0.88144,0.61349,0.3215,0.70691,0.10177,0.000391546,0.000391546,0.000391546
46,566.623,0.25895,0.4357,0.12266,0.89493,0.85284,0.88743,0.59454,0.33934,0.69872,0.10358,0.000367967,0.000367967,0.000367967
47,578.219,0.22937,0.37935,0.11298,0.95008,0.78558,0.85596,0.57752,0.38494,0.82145,0.12614,0.000344389,0.000344389,0.000344389
48,589.948,0.2391,0.4364,0.12676,0.90918,0.86802,0.886,0.59915,0.38703,0.63681,0.12551,0.00032081,0.00032081,0.00032081
49,601.567,0.25065,0.42,0.09903,0.97269,0.80208,0.84995,0.57472,0.38342,0.78841,0.11508,0.000297232,0.000297232,0.000297232
