epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,34.4093,0.29186,0.56516,0.08462,0.89121,0.7255,0.75257,0.5069,0.36841,0.74757,0.1102,0.00022864,0.00022864,0.00022864
2,48.8598,0.25247,0.63295,0.09684,0.95193,0.84874,0.89,0.58158,0.37438,0.61494,0.1147,0.000456008,0.000456008,0.000456008
3,63.3214,0.27493,0.58039,0.10892,0.8869,0.79027,0.81974,0.55667,0.37454,0.85161,0.11467,0.000667343,0.000667343,0.000667343
4,77.4644,0.2923,0.64987,0.10996,0.8317,0.55413,0.62002,0.4183,0.42475,1.11057,0.13194,0.000862644,0.000862644,0.000862644
5,91.3812,0.32366,0.59435,0.09907,0.87844,0.61718,0.65139,0.4305,0.37719,0.96276,0.11855,0.00104191,0.00104191,0.00104191
6,105.461,0.28814,0.63536,0.09511,0.75817,0.81741,0.8352,0.51227,0.42317,0.7167,0.1317,0.00119322,0.00119322,0.00119322
7,119.383,0.32404,0.76244,0.11149,0.79459,0.70796,0.75364,0.49541,0.38702,0.72426,0.12248,0.00114606,0.00114606,0.00114606
8,133.478,0.29452,0.67651,0.10176,0.8748,0.79984,0.85096,0.54921,0.40007,1.00159,0.12586,0.0010989,0.0010989,0.0010989
9,147.493,0.34659,0.64556,0.11092,0.9135,0.73801,0.78579,0.51034,0.46896,0.64266,0.14788,0.00105174,0.00105174,0.00105174
10,161.562,0.38961,0.67575,0.12931,0.88601,0.66708,0.82239,0.57373,0.36079,0.6155,0.11002,0.00100459,0.00100459,0.00100459
11,175.609,0.29753,0.58218,0.11966,0.88307,0.57212,0.67097,0.45046,0.41135,0.74203,0.12401,0.00095743,0.00095743,0.00095743
12,189.831,0.31037,0.51658,0.11615,0.85451,0.62785,0.68621,0.43493,0.44381,0.95192,0.14273,0.000910273,0.000910273,0.000910273
13,203.848,0.25199,0.54085,0.07743,0.83311,0.68746,0.67256,0.43673,0.40491,0.67555,0.13383,0.000863116,0.000863116,0.000863116
14,218.023,0.3517,0.5213,0.14633,0.7885,0.73174,0.76212,0.47982,0.41056,0.92872,0.13901,0.000815959,0.000815959,0.000815959
15,231.916,0.28875,0.53424,0.12275,0.93084,0.74543,0.78966,0.51562,0.4132,0.70074,0.1307,0.000768802,0.000768802,0.000768802
16,246.106,0.35361,0.54679,0.1334,0.8685,0.6764,0.71086,0.48288,0.42893,0.74549,0.1383,0.000721645,0.000721645,0.000721645
17,260.001,0.26441,0.45698,0.10776,0.9308,0.73896,0.83266,0.58277,0.42086,0.74141,0.12562,0.000674488,0.000674488,0.000674488
18,274.256,0.28654,0.45286,0.09117,0.9418,0.60516,0.69208,0.45697,0.42735,0.8237,0.13522,0.000627331,0.000627331,0.000627331
19,288.317,0.26943,0.47859,0.10075,0.88518,0.77892,0.82112,0.55635,0.41819,0.60059,0.13301,0.000580174,0.000580174,0.000580174
20,302.449,0.26206,0.53804,0.10512,0.91132,0.75837,0.84568,0.54961,0.44056,0.59193,0.13389,0.000533017,0.000533017,0.000533017
21,320.933,0.24086,0.43203,0.09303,0.90508,0.75513,0.7864,0.52899,0.38824,0.67685,0.11806,0.00048586,0.00048586,0.00048586
22,335.094,0.21897,0.41145,0.06168,0.90112,0.77723,0.81859,0.57186,0.34334,0.59364,0.10134,0.000438703,0.000438703,0.000438703
23,349.116,0.21019,0.38777,0.08178,0.95346,0.77051,0.85063,0.60867,0.33865,0.8209,0.10056,0.000391546,0.000391546,0.000391546
24,363.385,0.21835,0.41145,0.08654,0.96507,0.77463,0.86366,0.62134,0.33072,0.53615,0.09771,0.000344389,0.000344389,0.000344389
25,377.456,0.1711,0.33873,0.06378,0.83924,0.82059,0.83066,0.58584,0.3712,0.62924,0.11699,0.000297232,0.000297232,0.000297232
26,391.464,0.18228,0.30584,0.06546,0.93416,0.75739,0.82795,0.57864,0.35075,0.67317,0.10493,0.000250075,0.000250075,0.000250075
27,405.401,0.18057,0.34575,0.05921,0.9583,0.80142,0.87456,0.5981,0.37469,0.62108,0.11881,0.000202918,0.000202918,0.000202918
28,419.404,0.19393,0.31365,0.08147,0.96167,0.78961,0.87818,0.61533,0.34995,0.60999,0.10239,0.000155761,0.000155761,0.000155761
29,433.401,0.16537,0.32866,0.04798,0.93764,0.76323,0.83989,0.58589,0.34204,0.64569,0.10188,0.000108604,0.000108604,0.000108604
30,447.54,0.17503,0.3093,0.05414,0.94269,0.75981,0.83759,0.59012,0.34496,0.65922,0.10292,6.1447e-05,6.1447e-05,6.1447e-05
