epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,25.3773,0.81479,1.74599,0.35804,0.29024,0.27635,0.19543,0.13329,0.45185,1.11412,0.13913,0.00022864,0.00022864,0.00022864
2,41.6497,0.52034,1.05331,0.22933,0.51695,0.59437,0.56353,0.37489,0.46236,1.1521,0.13741,0.000466901,0.000466901,0.000466901
3,53.4023,0.4536,1.16454,0.21104,0.36995,0.5196,0.42722,0.28981,0.43135,0.84718,0.13757,0.000700353,0.000700353,0.000700353
4,64.1608,0.41285,0.94654,0.188,0.66437,0.68221,0.61788,0.40335,0.4179,0.97954,0.1321,0.000928994,0.000928994,0.000928994
5,75.2262,0.44147,0.89671,0.15157,0.84013,0.61416,0.69549,0.46737,0.38828,0.6769,0.11821,0.00115283,0.00115283,0.00115283
6,85.9249,0.38593,0.85124,0.12785,0.54406,0.60902,0.52604,0.32235,0.49684,0.78684,0.15047,0.00135826,0.00135826,0.00135826
7,96.4812,0.43992,0.81885,0.1539,0.61808,0.60179,0.5671,0.36713,0.47504,0.82227,0.13931,0.00134412,0.00134412,0.00134412
8,107.288,0.39154,0.72559,0.1639,0.75272,0.6871,0.6936,0.44637,0.43358,0.8757,0.13522,0.00132997,0.00132997,0.00132997
9,118.13,0.41281,0.8178,0.14253,0.86003,0.76778,0.83513,0.53549,0.51094,0.80543,0.15233,0.00131582,0.00131582,0.00131582
10,129.006,0.47774,0.78273,0.19729,0.7123,0.67494,0.73145,0.43477,0.50826,0.68764,0.15536,0.00130168,0.00130168,0.00130168
11,139.676,0.39538,0.76757,0.14989,0.91013,0.76617,0.84554,0.52886,0.45322,0.64395,0.13523,0.00128753,0.00128753,0.00128753
12,150.435,0.36591,0.78832,0.11145,0.66904,0.65396,0.61363,0.39659,0.43364,0.80896,0.13835,0.00127338,0.00127338,0.00127338
13,161.008,0.35468,0.78257,0.10433,0.73108,0.67767,0.64193,0.42,0.42618,0.79043,0.12927,0.00125923,0.00125923,0.00125923
