epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,43.0615,1.65658,5.54336,0.01033,0.07144,0.42161,0.08074,0.05153,1.68361,4.50629,0.00872,0.00022864,0.00022864,0.00022864
2,48.6176,1.56147,3.31454,0.00889,0.6793,0.35724,0.27598,0.18542,1.48127,2.71795,0.00737,0.000466901,0.000466901,0.000466901
3,54.66,1.42202,2.26987,0.00757,0.88298,0.40278,0.46965,0.31367,1.38367,1.89893,0.00722,0.000700353,0.000700353,0.000700353
4,60.1446,1.43058,2.02575,0.00711,0.28651,0.43037,0.42513,0.28506,1.34833,2.01338,0.00671,0.000928994,0.000928994,0.000928994
5,65.5362,1.32665,1.7277,0.00698,0.38667,0.54699,0.48769,0.32104,1.40961,1.90243,0.00696,0.00115283,0.00115283,0.00115283
6,70.8848,1.46191,1.76516,0.00765,0.71587,0.5703,0.6402,0.40786,1.34779,1.99229,0.00694,0.00135826,0.00135826,0.00135826
7,76.2873,1.41136,1.48116,0.00744,0.62836,0.62407,0.63586,0.39865,1.45502,1.81447,0.00754,0.00134412,0.00134412,0.00134412
8,81.8251,1.54336,1.48662,0.00823,0.47388,0.63469,0.60085,0.37639,1.36964,1.86742,0.00722,0.00132997,0.00132997,0.00132997
9,87.1979,1.31405,1.33076,0.00603,0.75265,0.62139,0.71357,0.40493,1.5514,1.68271,0.00832,0.00131582,0.00131582,0.00131582
10,92.8982,1.29343,1.26876,0.00685,0.65299,0.65726,0.70319,0.41982,1.41522,1.71162,0.00725,0.00130168,0.00130168,0.00130168
11,98.4097,1.34224,1.08112,0.00723,0.621,0.60084,0.67734,0.44253,1.45081,1.61046,0.0074,0.00128753,0.00128753,0.00128753
12,103.891,1.31736,1.12189,0.00653,0.66247,0.75247,0.73542,0.50166,1.28751,1.46872,0.00642,0.00127338,0.00127338,0.00127338
13,109.338,1.28044,1.04263,0.00721,0.75229,0.54528,0.7055,0.46607,1.30676,1.54476,0.00673,0.00125923,0.00125923,0.00125923
14,114.791,1.26426,1.17979,0.00704,0.67148,0.64193,0.70092,0.46835,1.31632,1.66848,0.00742,0.00124509,0.00124509,0.00124509
15,120.08,1.2496,1.03607,0.00565,0.75952,0.68932,0.76846,0.52337,1.30727,1.40068,0.00666,0.00123094,0.00123094,0.00123094
16,125.56,1.17334,0.9442,0.00617,0.71911,0.59018,0.69047,0.4675,1.27939,1.71714,0.00655,0.00121679,0.00121679,0.00121679
17,131.275,1.23739,0.96117,0.00662,0.84161,0.65442,0.77764,0.51715,1.33946,1.43738,0.00702,0.00120265,0.00120265,0.00120265
18,136.676,1.21689,1.02738,0.0067,0.82403,0.66971,0.7655,0.5175,1.23451,1.55048,0.00661,0.0011885,0.0011885,0.0011885
19,142.103,1.3058,0.96034,0.00562,0.79414,0.71081,0.7907,0.55385,1.22244,1.2881,0.00628,0.00117435,0.00117435,0.00117435
20,147.532,1.19934,0.99299,0.00682,0.70328,0.63394,0.70306,0.505,1.2153,1.46551,0.00631,0.00116021,0.00116021,0.00116021
21,152.901,1.16747,0.86485,0.00734,0.7296,0.60125,0.72754,0.52087,1.24621,1.71354,0.00624,0.00114606,0.00114606,0.00114606
22,158.243,1.21737,0.88277,0.00552,0.77533,0.60998,0.77597,0.54853,1.29438,1.26117,0.00664,0.00113191,0.00113191,0.00113191
23,163.738,1.12811,0.81563,0.00547,0.7903,0.63449,0.78002,0.52074,1.35375,1.29851,0.00708,0.00111776,0.00111776,0.00111776
24,169.672,1.12546,0.81898,0.00595,0.73033,0.71592,0.77883,0.52747,1.35806,1.34976,0.00688,0.00110362,0.00110362,0.00110362
25,175.1,1.13155,0.84497,0.00602,0.76044,0.7455,0.80756,0.52988,1.43924,1.38968,0.00715,0.00108947,0.00108947,0.00108947
26,180.485,1.10043,0.84151,0.00527,0.78836,0.71482,0.83825,0.57127,1.31551,1.19209,0.00659,0.00107532,0.00107532,0.00107532
27,185.935,1.02153,0.77257,0.00596,0.86188,0.64878,0.8051,0.56981,1.25533,1.34416,0.00612,0.00106118,0.00106118,0.00106118
28,191.381,1.09261,0.78667,0.00533,0.74841,0.7519,0.82689,0.5963,1.19482,1.31699,0.00581,0.00104703,0.00104703,0.00104703
29,196.812,1.0554,0.73954,0.00551,0.67414,0.71823,0.76729,0.53783,1.26448,1.39765,0.00627,0.00103288,0.00103288,0.00103288
30,202.293,1.20115,0.76732,0.00623,0.73456,0.71747,0.81306,0.57126,1.30685,1.5848,0.0068,0.00101873,0.00101873,0.00101873
31,207.922,1.04055,0.84664,0.00517,0.83538,0.73077,0.85215,0.55997,1.38471,1.34928,0.00736,0.00100459,0.00100459,0.00100459
32,213.348,1.03817,0.6836,0.0054,0.74685,0.62343,0.75495,0.52838,1.37895,1.98448,0.00714,0.00099044,0.00099044,0.00099044
33,218.815,1.09842,0.76967,0.00482,0.73306,0.65002,0.75047,0.5257,1.37737,1.56087,0.00692,0.000976293,0.000976293,0.000976293
34,224.357,1.11647,0.71449,0.00545,0.76017,0.6095,0.75109,0.54625,1.34523,1.50513,0.007,0.000962146,0.000962146,0.000962146
35,229.669,1.00038,0.68128,0.00441,0.83747,0.67656,0.79004,0.58269,1.32955,1.61553,0.00704,0.000947999,0.000947999,0.000947999
36,235.051,1.03952,0.76862,0.00485,0.88864,0.55807,0.7808,0.56566,1.32762,1.56356,0.00677,0.000933851,0.000933851,0.000933851
37,240.612,0.94867,0.61599,0.00485,0.73605,0.63223,0.76091,0.53767,1.38969,1.82831,0.00719,0.000919704,0.000919704,0.000919704
38,246.076,0.99437,0.70086,0.00497,0.71063,0.621,0.74538,0.54892,1.28681,1.8095,0.00636,0.000905557,0.000905557,0.000905557
39,251.683,1.01014,0.54812,0.00541,0.91362,0.68722,0.81159,0.59165,1.29056,1.36151,0.00656,0.00089141,0.00089141,0.00089141
40,257.12,1.05482,0.63101,0.00566,0.81658,0.64752,0.79727,0.58604,1.2835,1.43421,0.00654,0.000877263,0.000877263,0.000877263
41,262.464,0.97608,0.56789,0.00472,0.82967,0.65907,0.79786,0.58789,1.23857,1.58065,0.00635,0.000863116,0.000863116,0.000863116
42,267.778,1.00016,0.75484,0.00478,0.78204,0.72229,0.82283,0.59218,1.30805,1.21188,0.00654,0.000848969,0.000848969,0.000848969
43,273.112,0.99959,0.66939,0.00475,0.75399,0.66356,0.80676,0.58071,1.31425,1.41928,0.0069,0.000834822,0.000834822,0.000834822
44,278.635,0.92372,0.62551,0.00511,0.87043,0.65257,0.82938,0.58277,1.33906,1.32709,0.00701,0.000820675,0.000820675,0.000820675
45,284.025,0.90101,0.62665,0.00433,0.79277,0.73729,0.83584,0.58172,1.27799,1.17787,0.00655,0.000806528,0.000806528,0.000806528
46,289.69,1.00809,0.61551,0.00432,0.82903,0.75672,0.84098,0.60501,1.25578,1.2567,0.00652,0.00079238,0.00079238,0.00079238
47,295.119,0.99272,0.58117,0.00475,0.83255,0.75966,0.85111,0.62204,1.25032,1.23427,0.00635,0.000778233,0.000778233,0.000778233
48,300.647,0.90037,0.54876,0.00436,0.8136,0.74964,0.83396,0.59236,1.28046,1.19324,0.00661,0.000764086,0.000764086,0.000764086
49,306.211,0.94146,0.64552,0.00405,0.60557,0.84855,0.80328,0.59471,1.23962,1.53576,0.00634,0.000749939,0.000749939,0.000749939
50,311.686,0.90686,0.61342,0.00429,0.78754,0.65705,0.80199,0.57449,1.36857,1.39184,0.00699,0.000735792,0.000735792,0.000735792
51,317.171,0.89144,0.5291,0.00422,0.8348,0.69665,0.81519,0.59678,1.30592,1.3038,0.00665,0.000721645,0.000721645,0.000721645
52,322.694,0.90511,0.55954,0.00419,0.75046,0.73081,0.80425,0.59521,1.3457,1.23191,0.00699,0.000707498,0.000707498,0.000707498
53,328.348,0.827,0.51936,0.00433,0.78121,0.71925,0.83035,0.62187,1.21973,1.34085,0.00616,0.000693351,0.000693351,0.000693351
54,333.866,0.8396,0.5632,0.0043,0.85562,0.69453,0.8261,0.60036,1.32165,1.43021,0.00672,0.000679204,0.000679204,0.000679204
55,339.475,0.87561,0.58012,0.00384,0.82954,0.68645,0.82772,0.62517,1.22646,1.42545,0.00603,0.000665057,0.000665057,0.000665057
