epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,9.5281,1.57706,75.4653,0.98138,0.00029,0.11644,0.00018,0.00011,1.02518,76.5353,0.52682,4.287e-05,4.287e-05,4.287e-05
2,18.3764,1.49147,73.7844,0.86067,0.00024,0.09589,0.00015,8e-05,1.01034,76.8755,0.50813,9.83795e-05,9.83795e-05,9.83795e-05
3,26.0762,1.38364,49.7576,0.81057,0.00806,0.13737,0.00293,0.00227,1.0168,37.2256,0.44251,0.000152003,0.000152003,0.000152003
4,33.6877,0.89097,21.3504,0.50496,0.05023,0.13185,0.03504,0.01924,0.84679,8.2816,0.31468,0.00020374,0.00020374,0.00020374
5,39.8143,0.9969,3.50579,0.54783,0.00595,0.19444,0.00563,0.00365,0.55873,2.27976,0.20376,0.00025359,0.00025359,0.00025359
6,45.1685,0.76218,1.53413,0.39147,0.71859,0.23611,0.20991,0.156,0.39429,1.7723,0.12826,0.000301555,0.000301555,0.000301555
7,50.6155,0.56336,1.47291,0.19946,0.32985,0.57845,0.47026,0.32385,0.32125,1.66379,0.08848,0.000347633,0.000347633,0.000347633
8,56.0366,0.49597,1.43991,0.24514,0.43874,0.68008,0.47883,0.33593,0.35385,1.10193,0.1071,0.000391825,0.000391825,0.000391825
9,61.3704,0.50514,1.10664,0.28497,0.78705,0.57953,0.63855,0.45378,0.51556,1.26959,0.23099,0.00043413,0.00043413,0.00043413
10,66.7497,0.40772,0.84284,0.21063,0.76067,0.70478,0.71137,0.47118,0.53725,0.82271,0.20286,0.000474549,0.000474549,0.000474549
11,72.1277,0.49697,0.56562,0.25554,0.88233,0.68341,0.74772,0.49121,0.64478,0.88632,0.32474,0.000513082,0.000513082,0.000513082
12,77.5312,0.44305,0.63838,0.24401,0.86613,0.6425,0.73423,0.48561,0.61729,0.69601,0.22409,0.000549729,0.000549729,0.000549729
13,82.6798,0.34166,0.60753,0.15971,0.87458,0.4389,0.51883,0.35465,0.69115,1.44569,0.26,0.00058449,0.00058449,0.00058449
14,87.7236,0.50817,0.68977,0.28424,0.77914,0.6406,0.66816,0.48202,0.3553,0.94414,0.12773,0.000617364,0.000617364,0.000617364
15,92.8588,0.37432,0.63453,0.1607,0.75588,0.70377,0.71628,0.51557,0.35815,0.79546,0.13269,0.000648352,0.000648352,0.000648352
16,98.1543,0.38501,0.61555,0.18093,0.96323,0.71119,0.78022,0.5276,0.39205,0.88254,0.13386,0.000677453,0.000677453,0.000677453
17,103.472,0.37764,0.56196,0.2009,0.91871,0.72456,0.76996,0.52851,0.39279,0.9422,0.13111,0.000704668,0.000704668,0.000704668
18,108.842,0.45327,0.5017,0.18649,0.77803,0.62287,0.70764,0.48621,0.41497,1.35471,0.13454,0.000729998,0.000729998,0.000729998
19,114.047,0.38244,0.50152,0.15513,0.92775,0.62846,0.70928,0.46388,0.41993,1.11062,0.13823,0.00075344,0.00075344,0.00075344
20,119.15,0.30675,0.49318,0.13068,0.87708,0.68379,0.71378,0.49173,0.44945,0.95004,0.14142,0.000774997,0.000774997,0.000774997
21,124.266,0.32318,0.4996,0.11327,0.83363,0.67804,0.69915,0.49168,0.37627,0.90045,0.1187,0.000794667,0.000794667,0.000794667
22,129.421,0.31798,0.50894,0.10266,0.82886,0.63645,0.713,0.4915,0.41732,1.04822,0.14328,0.000812451,0.000812451,0.000812451
23,134.589,0.39551,0.43927,0.16622,0.8807,0.65848,0.74613,0.50928,0.59651,0.87408,0.22477,0.000828348,0.000828348,0.000828348
24,139.773,0.35025,0.57199,0.1333,0.90138,0.69814,0.77779,0.53047,0.47544,0.71474,0.15008,0.00084236,0.00084236,0.00084236
25,145.054,0.30221,0.46132,0.10959,0.86596,0.70188,0.7671,0.5296,0.36728,0.71303,0.12408,0.000854485,0.000854485,0.000854485
26,150.194,0.27031,0.54807,0.12113,0.77507,0.73604,0.74558,0.50946,0.39525,0.80075,0.14565,0.000839537,0.000839537,0.000839537
27,155.338,0.28895,0.5332,0.16108,0.7243,0.56696,0.62184,0.44351,0.40528,1.00135,0.13108,0.000815959,0.000815959,0.000815959
28,160.465,0.35597,0.50589,0.17557,0.75557,0.45866,0.528,0.36275,0.62826,1.03062,0.20514,0.00079238,0.00079238,0.00079238
