image_path,evaluation
/srv/shared_leopard_toad/2024/09.02.2024/3Z/103MEDIA/DSCF0813.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/107MEDIA/DSCF0972.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/107MEDIA/DSCF0971.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/107MEDIA/DSCF0728.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/105MEDIA/DSCF0544.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/105MEDIA/DSCF0704.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/105MEDIA/DSCF0214.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/105MEDIA/DSCF0703.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/104MEDIA/DSCF0152.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/104MEDIA/DSCF0731.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/104MEDIA/DSCF0576.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/104MEDIA/DSCF0031.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/104MEDIA/DSCF0525.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/108MEDIA/DSCF0890.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/108MEDIA/DSCF0626.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/108MEDIA/DSCF0229.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/106MEDIA/DSCF0826.JPG,Incorrect
/srv/shared_leopard_toad/2024/09.02.2024/3Z/106MEDIA/DSCF0365.JPG,Incorrect
