epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.9823,0.80594,0.89691,0.0032,0.87452,0.79501,0.88303,0.66994,1.14795,0.9858,0.00556,0.00022864,0.00022864,0.00022864
2,33.6265,0.83331,0.66825,0.00462,0.88269,0.7024,0.84079,0.65062,1.0267,1.09266,0.00501,0.000456008,0.000456008,0.000456008
3,42.9748,0.91311,0.62959,0.00576,0.91781,0.64212,0.81726,0.61759,1.13289,1.44334,0.00545,0.000667343,0.000667343,0.000667343
4,51.0977,0.96939,0.73956,0.00514,0.81963,0.70472,0.79668,0.57066,1.24219,1.44813,0.00609,0.000862644,0.000862644,0.000862644
5,59.1155,1.01271,0.79109,0.00524,0.78853,0.68524,0.75287,0.5423,1.36396,nan,0.00673,0.00104191,0.00104191,0.00104191
6,67.2372,1.06224,0.90189,0.0062,0.86266,0.57896,0.70401,0.45277,1.58231,1.94512,0.00798,0.00119322,0.00119322,0.00119322
7,75.509,1.12581,0.96038,0.00588,0.90051,0.71822,0.83296,0.57349,1.33721,1.31862,0.00646,0.00114606,0.00114606,0.00114606
8,83.687,1.18951,0.99219,0.00648,0.85269,0.71358,0.80773,0.54936,1.42664,1.25802,0.0072,0.0010989,0.0010989,0.0010989
9,91.7282,1.06616,0.89759,0.00495,0.81483,0.56621,0.76537,0.53442,1.39726,1.86567,0.0071,0.00105174,0.00105174,0.00105174
10,99.9242,1.07823,0.8079,0.0058,0.89098,0.71611,0.83684,0.57447,1.37753,1.14133,0.00707,0.00100459,0.00100459,0.00100459
11,108.037,1.12297,0.82806,0.00663,0.88436,0.7382,0.82876,0.60532,1.24896,1.22888,0.00598,0.00095743,0.00095743,0.00095743
12,116.177,0.98065,0.69481,0.00503,0.89687,0.71346,0.8476,0.56857,1.43945,1.34984,0.00713,0.000910273,0.000910273,0.000910273
13,124.287,0.92282,0.65946,0.00518,0.8589,0.70276,0.81813,0.59497,1.28052,1.37132,0.00623,0.000863116,0.000863116,0.000863116
14,132.371,0.99239,0.68052,0.00585,0.81865,0.68225,0.78923,0.5848,1.27604,1.62331,0.00623,0.000815959,0.000815959,0.000815959
15,140.371,0.98557,0.73248,0.00493,0.90991,0.64954,0.78895,0.58837,1.27099,1.98463,0.00602,0.000768802,0.000768802,0.000768802
16,148.508,0.91258,0.58825,0.00475,0.82782,0.61138,0.78151,0.59993,1.21834,1.94521,0.00592,0.000721645,0.000721645,0.000721645
17,156.53,0.89973,0.61619,0.0043,0.82531,0.71143,0.82376,0.59044,1.30042,1.51452,0.00639,0.000674488,0.000674488,0.000674488
18,164.743,0.92678,0.74579,0.00461,0.78649,0.79856,0.84127,0.59945,1.22798,1.26287,0.00612,0.000627331,0.000627331,0.000627331
19,172.748,0.94597,0.65519,0.0041,0.83659,0.68612,0.83214,0.60295,1.23217,1.61774,0.00605,0.000580174,0.000580174,0.000580174
20,180.927,0.84852,0.6392,0.00469,0.90196,0.72803,0.85184,0.62725,1.17805,1.23689,0.00581,0.000533017,0.000533017,0.000533017
21,193.029,0.82063,0.55513,0.0053,0.89717,0.69257,0.84628,0.62842,1.15388,1.53586,0.00574,0.00048586,0.00048586,0.00048586
22,201.314,0.8114,0.44452,0.00576,0.86396,0.67946,0.82786,0.62179,1.18189,1.69564,0.00586,0.000438703,0.000438703,0.000438703
23,209.932,0.77707,0.41546,0.00447,0.84643,0.72981,0.84232,0.6138,1.19717,1.44129,0.00602,0.000391546,0.000391546,0.000391546
24,217.899,0.81807,0.43818,0.0046,0.83059,0.76358,0.86714,0.62926,1.1865,1.23981,0.00589,0.000344389,0.000344389,0.000344389
25,225.917,0.75597,0.38097,0.00467,0.86531,0.82891,0.8793,0.61944,1.21506,1.17493,0.00622,0.000297232,0.000297232,0.000297232
26,233.96,0.70136,0.36488,0.00417,0.84894,0.77047,0.87591,0.63591,1.14717,1.23339,0.00573,0.000250075,0.000250075,0.000250075
27,241.924,0.70503,0.40497,0.00379,0.90403,0.75105,0.88515,0.64498,1.16197,1.24064,0.00581,0.000202918,0.000202918,0.000202918
28,250.146,0.78247,0.47317,0.00419,0.93141,0.77125,0.89088,0.65767,1.1558,1.19205,0.00575,0.000155761,0.000155761,0.000155761
29,258.102,0.6127,0.31679,0.00335,0.93107,0.76927,0.8941,0.65809,1.13307,1.17956,0.00558,0.000108604,0.000108604,0.000108604
30,266.112,0.6984,0.33169,0.00502,0.92978,0.76004,0.89258,0.66081,1.12373,1.20519,0.00553,6.1447e-05,6.1447e-05,6.1447e-05
