epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,29.0874,0.86281,1.89243,0.51959,0.56621,0.05753,0.02628,0.01061,0.61442,2.17969,0.21541,4.287e-05,4.287e-05,4.287e-05
2,33.6575,0.72969,1.59533,0.36419,0.16141,0.22558,0.0983,0.04825,0.51482,1.3026,0.16922,9.90397e-05,9.90397e-05,9.90397e-05
3,38.0449,0.58632,1.13831,0.29034,0.18301,0.18018,0.11507,0.08221,0.47055,1.02544,0.14351,0.000154078,0.000154078,0.000154078
4,42.1602,0.49403,1.04452,0.23363,0.494,0.39071,0.41458,0.28433,0.43146,0.95292,0.13187,0.000207984,0.000207984,0.000207984
5,46.1179,0.49818,0.86992,0.24074,0.92745,0.31944,0.38895,0.27026,0.4824,0.81807,0.13178,0.000260758,0.000260758,0.000260758
6,49.8749,0.4626,0.8391,0.186,0.89464,0.36425,0.41927,0.29262,0.43091,0.88598,0.12463,0.000312401,0.000312401,0.000312401
7,53.7843,0.39025,0.91846,0.15027,0.55613,0.61198,0.59025,0.40922,0.38385,0.76907,0.11389,0.000362912,0.000362912,0.000362912
8,57.7247,0.36951,0.7507,0.1595,0.69309,0.66267,0.65816,0.44448,0.3822,0.74262,0.10983,0.000412291,0.000412291,0.000412291
9,61.9292,0.34672,0.7251,0.13827,0.79727,0.69007,0.72711,0.50576,0.36048,0.70309,0.1065,0.000460538,0.000460538,0.000460538
10,65.8743,0.33662,0.65121,0.1936,0.87053,0.74293,0.78423,0.53492,0.36088,0.63856,0.10968,0.000507654,0.000507654,0.000507654
11,69.7772,0.37754,0.62053,0.17624,0.87018,0.69654,0.73618,0.51313,0.34742,0.66064,0.10586,0.000553637,0.000553637,0.000553637
12,73.5986,0.43042,0.58264,0.17024,0.9116,0.6484,0.72447,0.49913,0.35041,0.77342,0.1094,0.000598489,0.000598489,0.000598489
13,77.5562,0.36943,0.59897,0.14757,0.89839,0.6671,0.76069,0.54018,0.36523,0.64559,0.10998,0.00064221,0.00064221,0.00064221
14,81.3639,0.34273,0.69792,0.14831,0.91637,0.64114,0.76793,0.54188,0.39666,0.63663,0.13827,0.000684798,0.000684798,0.000684798
15,85.1939,0.35473,0.53851,0.13458,0.94848,0.72284,0.82509,0.57415,0.38579,0.61628,0.12249,0.000726255,0.000726255,0.000726255
16,89.0344,0.37509,0.57738,0.14023,0.88353,0.78295,0.8384,0.59432,0.32132,0.58378,0.09684,0.00076658,0.00076658,0.00076658
17,92.8644,0.30711,0.62093,0.11327,0.89743,0.77283,0.83972,0.59663,0.35472,0.59859,0.11288,0.000805773,0.000805773,0.000805773
18,96.6596,0.30326,0.58056,0.10849,0.88134,0.79969,0.84086,0.60357,0.35695,0.57369,0.11376,0.000843835,0.000843835,0.000843835
19,100.624,0.338,0.51778,0.10998,0.9158,0.82189,0.84354,0.60605,0.39104,0.55981,0.1358,0.000880764,0.000880764,0.000880764
20,104.434,0.25527,0.53948,0.10069,0.84326,0.77621,0.84584,0.59254,0.40294,0.60714,0.13597,0.000916562,0.000916562,0.000916562
21,108.161,0.28619,0.5747,0.09672,0.88591,0.69749,0.86845,0.61289,0.40254,0.58728,0.12726,0.000951228,0.000951228,0.000951228
22,111.972,0.29752,0.49038,0.08402,0.84385,0.76328,0.82272,0.58517,0.445,0.56593,0.14331,0.000984762,0.000984762,0.000984762
23,115.882,0.33561,0.50017,0.15074,0.88234,0.73858,0.80362,0.58012,0.42278,0.62453,0.13387,0.00101717,0.00101717,0.00101717
24,119.655,0.28278,0.50437,0.09769,0.86172,0.80042,0.83072,0.58705,0.37969,0.60747,0.11293,0.00104844,0.00104844,0.00104844
25,123.36,0.28034,0.4762,0.09455,0.9129,0.77876,0.85677,0.60862,0.37192,0.59312,0.10882,0.00107857,0.00107857,0.00107857
26,127.093,0.23641,0.44273,0.095,0.94712,0.78809,0.85596,0.59487,0.3798,0.60344,0.11516,0.00107532,0.00107532,0.00107532
27,131.031,0.29096,0.47888,0.13017,0.96182,0.78016,0.85116,0.59861,0.39947,0.60171,0.12075,0.00106118,0.00106118,0.00106118
28,134.773,0.29323,0.48455,0.12854,0.89437,0.77283,0.83025,0.57764,0.40366,0.61331,0.11873,0.00104703,0.00104703,0.00104703
29,138.458,0.24763,0.42108,0.12216,0.93459,0.73896,0.84771,0.59306,0.3938,0.7205,0.11705,0.00103288,0.00103288,0.00103288
30,142.193,0.25054,0.43864,0.11048,0.90239,0.62766,0.69471,0.45935,0.39162,0.77981,0.11549,0.00101873,0.00101873,0.00101873
31,145.931,0.26253,0.47511,0.09066,0.85922,0.79376,0.84253,0.589,0.37409,0.62694,0.11456,0.00100459,0.00100459,0.00100459
