image_path,evaluation
/srv/shared_leopard_toad/2024/26.09.2024/6R/103MEDIA/DSCF0223.JPG,Correct
/srv/shared_leopard_toad/2024/26.09.2024/6R/103MEDIA/DSCF0224.JPG,Correct
/srv/shared_leopard_toad/2024/26.09.2024/6R/105MEDIA/DSCF0827.JPG,Incorrect
/srv/shared_leopard_toad/2024/26.09.2024/6R/105MEDIA/DSCF0936.JPG,Incorrect
/srv/shared_leopard_toad/2024/26.09.2024/6R/105MEDIA/DSCF0873.JPG,Incorrect
/srv/shared_leopard_toad/2024/26.09.2024/6R/105MEDIA/DSCF0976.JPG,Correct
/srv/shared_leopard_toad/2024/26.09.2024/6R/105MEDIA/DSCF0960.JPG,Correct
/srv/shared_leopard_toad/2024/26.09.2024/6R/104MEDIA/DSCF0421.JPG,Correct
/srv/shared_leopard_toad/2024/26.09.2024/6R/102MEDIA/DSCF0794.JPG,Incorrect
/srv/shared_leopard_toad/2024/26.09.2024/6R/102MEDIA/DSCF0259.JPG,Correct
/srv/shared_leopard_toad/2024/26.09.2024/6R/108MEDIA/DSCF0817.JPG,Correct
/srv/shared_leopard_toad/2024/26.09.2024/6R/108MEDIA/DSCF0608.JPG,Incorrect
/srv/shared_leopard_toad/2024/26.09.2024/6R/108MEDIA/DSCF0875.JPG,Correct
/srv/shared_leopard_toad/2024/26.09.2024/6R/108MEDIA/DSCF0816.JPG,Correct
/srv/shared_leopard_toad/2024/26.09.2024/6R/108MEDIA/DSCF0641.JPG,Correct
/srv/shared_leopard_toad/2024/26.09.2024/6R/108MEDIA/DSCF0642.JPG,Correct
/srv/shared_leopard_toad/2024/26.09.2024/6R/101MEDIA/DSCF0251.JPG,Incorrect
/srv/shared_leopard_toad/2024/26.09.2024/6R/101MEDIA/DSCF0033.JPG,Incorrect
/srv/shared_leopard_toad/2024/26.09.2024/6R/101MEDIA/DSCF0380.JPG,Incorrect
/srv/shared_leopard_toad/2024/26.09.2024/6R/101MEDIA/DSCF0301.JPG,Incorrect
/srv/shared_leopard_toad/2024/26.09.2024/6R/101MEDIA/DSCF0373.JPG,Incorrect
/srv/shared_leopard_toad/2024/26.09.2024/6R/101MEDIA/DSCF0155.JPG,Incorrect
/srv/shared_leopard_toad/2024/26.09.2024/6R/101MEDIA/DSCF0335.JPG,Incorrect
/srv/shared_leopard_toad/2024/26.09.2024/6R/101MEDIA/DSCF0206.JPG,Incorrect
