epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,42.8186,1.48416,181.129,0.87489,0.03486,0.08333,0.02686,0.01478,0.95729,7.56189,0.37325,0.00022864,0.00022864,0.00022864
2,57.1738,1.13246,3.3116,0.66827,0.04768,0.64669,0.1971,0.12969,0.48203,1.63441,0.17755,0.000463789,0.000463789,0.000463789
3,71.3787,0.73195,1.65052,0.4042,0.06343,0.00685,0.00502,0.001,nan,nan,nan,0.000690921,0.000690921,0.000690921
4,85.2451,0.6576,1.30314,0.35918,0.47921,0.32011,0.36984,0.24257,nan,nan,nan,0.000910037,0.000910037,0.000910037
5,99.2559,0.49757,1.45197,0.22195,0.69654,0.48499,0.49629,0.33119,0.38571,1.16584,0.12198,0.00112114,0.00112114,0.00112114
6,113.346,0.5365,1.14119,0.2706,0.43792,0.19432,0.23162,0.12284,1.06579,0.89466,0.42484,0.00131111,0.00131111,0.00131111
7,127.236,0.63673,1.05563,0.27355,0.55568,0.07534,0.03996,0.0192,1.57579,0.88123,0.99114,0.00128753,0.00128753,0.00128753
8,141.28,0.64963,1.03976,0.35988,0,0,0,0,3.04577,0.03569,4.56025,0.00126395,0.00126395,0.00126395
9,155.094,0.6071,0.98154,0.2742,0.21253,0.06868,0.05566,0.0228,1.78856,0.55024,1.14434,0.00124037,0.00124037,0.00124037
10,168.973,0.56261,1.06843,0.36887,0.34263,0.08999,0.06298,0.03704,1.4266,1.0271,0.61817,0.00121679,0.00121679,0.00121679
11,182.931,0.56416,1.05608,0.28997,0.52396,0.21243,0.28938,0.17961,1.03986,1.08142,0.49574,0.00119322,0.00119322,0.00119322
12,196.821,0.63358,1.0001,0.34592,0.79324,0.18702,0.25113,0.1482,1.85621,0.60879,1.14506,0.00116964,0.00116964,0.00116964
13,210.731,0.69655,1.09069,0.33644,0.44517,0.31887,0.30708,0.19304,0.93066,1.05257,0.43953,0.00114606,0.00114606,0.00114606
14,224.806,0.54688,0.96634,0.26976,0.7028,0.66856,0.6034,0.37943,0.52564,0.83055,0.18506,0.00112248,0.00112248,0.00112248
15,238.856,0.54536,0.888,0.32523,0.66167,0.11644,0.08549,0.03656,1.06943,1.1404,0.49894,0.0010989,0.0010989,0.0010989
16,252.85,0.54566,0.83693,0.32444,0.82048,0.39091,0.44275,0.31007,0.83435,0.9407,0.30786,0.00107532,0.00107532,0.00107532
17,266.778,0.41386,1.04282,0.20995,0.45003,0.26865,0.28056,0.17697,0.83556,1.09703,0.27078,0.00105174,0.00105174,0.00105174
18,280.836,0.59604,0.97901,0.40888,0.64039,0.41305,0.40183,0.23805,0.39512,1.21741,0.11579,0.00102817,0.00102817,0.00102817
19,294.838,0.47336,0.86045,0.20091,0.35797,0.50394,0.3946,0.27172,0.42441,1.3003,0.12778,0.00100459,0.00100459,0.00100459
20,308.94,0.46212,0.82719,0.21528,0.76713,0.56678,0.6338,0.42869,0.46606,0.98622,0.1504,0.000981008,0.000981008,0.000981008
21,323.007,0.46265,0.75996,0.20235,0.72742,0.36977,0.36474,0.22705,0.74494,nan,0.28469,0.00095743,0.00095743,0.00095743
