epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.2683,1.24488,12.0474,0.00654,0.096,0.0274,0.01006,0.00472,1.18117,8.4037,0.00597,1.429e-05,1.429e-05,1.429e-05
2,20.8151,1.31969,12.1616,0.0083,0.60584,0.0274,0.01148,0.00527,1.18031,8.47398,0.00603,4.21626e-05,4.21626e-05,4.21626e-05
3,24.6765,1.34677,15.7832,0.00617,0.63337,0.0274,0.01715,0.00816,1.18927,8.54301,0.00607,6.90921e-05,6.90921e-05,6.90921e-05
4,27.983,1.30841,14.3233,0.00663,0.62682,0.0274,0.01884,0.00764,1.18366,8.63846,0.006,9.50785e-05,9.50785e-05,9.50785e-05
5,31.5601,1.33366,14.404,0.00648,0.6314,0.03425,0.02031,0.00832,1.19382,8.72718,0.00604,0.000120122,0.000120122,0.000120122
6,34.9088,1.28969,13.4457,0.00673,0.27634,0.09627,0.1026,0.07346,1.16161,7.7496,0.00595,0.000144222,0.000144222,0.000144222
7,38.7129,1.01743,10.4183,0.00543,0.22754,0.15278,0.19473,0.14776,1.14664,7.87873,0.0058,0.000167379,0.000167379,0.000167379
8,42.8636,1.07956,9.30802,0.00552,0.36758,0.29072,0.28005,0.21108,1.11788,7.22227,0.00569,0.000189593,0.000189593,0.000189593
9,47.0344,0.9145,8.10579,0.00415,0.57088,0.31107,0.35906,0.25935,1.20536,6.25846,0.00633,0.000210863,0.000210863,0.000210863
10,51.0085,0.94824,7.52423,0.00432,0.55228,0.26748,0.38915,0.28016,1.16919,5.66466,0.00592,0.000231191,0.000231191,0.000231191
11,55.0765,0.97004,6.27426,0.00484,0.66154,0.19273,0.30921,0.21019,1.20226,6.20383,0.00614,0.000250575,0.000250575,0.000250575
