epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,43.1207,1.44785,26.5077,0.00585,0.5,0.06826,0.15844,0.12841,1.26521,6.88879,0.00651,0.00022864,0.00022864,0.00022864
2,51.5488,1.17205,9.62562,0.00693,0.29088,0.0451,0.13621,0.07706,1.65012,4.48861,0.00898,0.000463789,0.000463789,0.000463789
3,59.7544,1.45228,4.15499,0.00751,0.46926,0.35331,0.41321,0.23436,1.69031,2.40592,0.00876,0.000690921,0.000690921,0.000690921
4,67.8211,1.53762,2.76932,0.01027,0.48083,0.37957,0.36997,0.22121,1.56174,4.64122,0.00803,0.000910037,0.000910037,0.000910037
5,75.7624,1.46663,2.19585,0.0092,0.25281,0.2833,0.17638,0.06626,1.67621,3.58946,0.00924,0.00112114,0.00112114,0.00112114
6,83.7842,1.57845,2.34486,0.01203,0.55565,0.02055,0.02163,0.01297,2.61607,5.03033,0.01667,0.00131111,0.00131111,0.00131111
7,91.7141,1.61841,2.24371,0.01199,0.35954,0.13147,0.13368,0.07,2.18866,7.89625,0.01297,0.00128753,0.00128753,0.00128753
8,99.9722,1.70186,2.34621,0.01255,0.60274,0.30543,0.35719,0.16094,2.11504,2.47755,0.01307,0.00126395,0.00126395,0.00126395
9,107.858,1.61937,1.99344,0.01161,0,0,0,0,5.77943,7.81389,0.03673,0.00124037,0.00124037,0.00124037
10,115.871,1.51133,1.75141,0.01104,0.57589,0.21964,0.26464,0.13507,2.14091,2.70513,0.01142,0.00121679,0.00121679,0.00121679
11,123.831,1.59437,1.8124,0.01154,0.5293,0.3457,0.39585,0.18297,2.20467,2.69437,0.01266,0.00119322,0.00119322,0.00119322
12,131.801,1.56414,1.60801,0.00993,0.05006,0.40011,0.11751,0.06224,2.25565,5.39432,0.0127,0.00116964,0.00116964,0.00116964
13,139.693,1.47334,1.77508,0.01068,0.46657,0.3251,0.37646,0.21822,1.86259,2.72977,0.0113,0.00114606,0.00114606,0.00114606
14,148.03,1.42825,1.54922,0.00866,0.45027,0.41152,0.36599,0.21901,2.05066,4.16175,0.01163,0.00112248,0.00112248,0.00112248
15,156.022,1.52568,1.47603,0.01099,0.49755,0.289,0.35343,0.18888,1.92136,4.49663,0.01035,0.0010989,0.0010989,0.0010989
16,163.979,1.35801,1.45642,0.0084,0.65546,0.62081,0.59947,0.37042,1.50861,1.69824,0.00806,0.00107532,0.00107532,0.00107532
17,172.052,1.38355,1.50688,0.00928,0.57068,0.49753,0.51802,0.29157,1.72846,2.02171,0.0098,0.00105174,0.00105174,0.00105174
18,180.057,1.52737,1.54857,0.01364,0.83993,0.57956,0.76005,0.46419,1.46694,1.67415,0.00833,0.00102817,0.00102817,0.00102817
19,188.085,1.52243,1.38172,0.01086,0.79275,0.68227,0.7858,0.55173,1.26119,1.2942,0.00654,0.00100459,0.00100459,0.00100459
20,196.435,1.32493,1.33189,0.00899,0.74489,0.59852,0.70317,0.3995,1.65951,1.40478,0.00916,0.000981008,0.000981008,0.000981008
21,204.373,1.31011,1.17575,0.01032,0.79802,0.67791,0.76384,0.52728,1.30687,1.29685,0.00691,0.00095743,0.00095743,0.00095743
22,212.384,1.3049,1.20062,0.00832,0.8067,0.6319,0.75064,0.50201,1.42346,1.15344,0.00744,0.000933851,0.000933851,0.000933851
23,220.279,1.23795,1.14005,0.00757,0.85829,0.64174,0.73955,0.51296,1.31224,1.24475,0.00683,0.000910273,0.000910273,0.000910273
24,228.222,1.2639,1.12311,0.00855,0.80406,0.64597,0.73817,0.4688,1.52022,1.52291,0.00795,0.000886694,0.000886694,0.000886694
25,236.178,1.25638,1.02399,0.00697,0.92404,0.6957,0.85325,0.54171,1.34397,1.16329,0.00734,0.000863116,0.000863116,0.000863116
26,244.176,1.22753,1.03756,0.00761,0.79318,0.64532,0.77252,0.44906,1.53741,1.66522,0.00835,0.000839537,0.000839537,0.000839537
27,252.371,1.17482,1.03316,0.00606,0.81189,0.6895,0.77359,0.47397,1.5813,1.41247,0.00861,0.000815959,0.000815959,0.000815959
28,260.296,1.21487,0.94714,0.00816,0.86821,0.65116,0.79076,0.55221,1.28986,1.56749,0.00665,0.00079238,0.00079238,0.00079238
29,268.333,1.24822,0.92864,0.00874,0.79338,0.66946,0.76833,0.50227,1.4329,1.82808,0.00778,0.000768802,0.000768802,0.000768802
30,276.348,1.22069,1.05516,0.00895,0.73705,0.68498,0.77517,0.54678,1.2708,1.3301,0.00666,0.000745223,0.000745223,0.000745223
31,284.227,1.21289,0.93483,0.00768,0.72305,0.56488,0.72429,0.4611,1.41282,1.55271,0.00759,0.000721645,0.000721645,0.000721645
32,292.431,1.14971,0.97126,0.00805,0.82588,0.57103,0.74704,0.49226,1.47309,1.76045,0.00766,0.000698066,0.000698066,0.000698066
33,300.238,1.06558,0.85015,0.00619,0.88582,0.58202,0.78256,0.5554,1.33071,1.77746,0.00669,0.000674488,0.000674488,0.000674488
