epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,31.7476,0.79949,1.70785,0.41764,0.16045,0.16495,0.06664,0.03378,0.47165,1.37754,0.14409,0.00012861,0.00012861,0.00012861
2,38.7689,0.57927,1.12769,0.25484,0.62303,0.49658,0.42668,0.26009,0.47001,0.91221,0.1355,0.000268822,0.000268822,0.000268822
3,45.9839,0.46673,1.0497,0.20001,0.93816,0.39376,0.4838,0.33816,0.40194,0.92891,0.12017,0.000406205,0.000406205,0.000406205
4,53.315,0.52479,0.98396,0.1981,0.70892,0.63604,0.66316,0.45273,0.37621,0.87229,0.10957,0.000540758,0.000540758,0.000540758
5,60.4501,0.40003,0.91584,0.16884,0.79386,0.7161,0.71628,0.49317,0.3754,0.84737,0.11292,0.000672482,0.000672482,0.000672482
6,67.6589,0.46737,0.78421,0.21434,0.77224,0.62666,0.62978,0.41948,0.4663,0.7282,0.16205,0.000801376,0.000801376,0.000801376
7,74.4065,0.42877,0.71843,0.15048,0.80481,0.7026,0.78467,0.52651,0.47012,1.06585,0.16427,0.000927441,0.000927441,0.000927441
8,81.403,0.36147,0.71415,0.11813,0.80958,0.71785,0.75413,0.52527,0.4388,0.68085,0.14717,0.00105068,0.00105068,0.00105068
9,88.2012,0.31594,0.67965,0.1352,0.74218,0.64992,0.70501,0.4753,0.36995,0.7222,0.11238,0.00117108,0.00117108,0.00117108
10,95.1175,0.40355,0.6429,0.1506,0.79647,0.59932,0.59713,0.39552,0.38253,0.77698,0.10763,0.00128866,0.00128866,0.00128866
11,102.216,0.33376,0.61706,0.11607,0.84232,0.711,0.81252,0.59931,0.34526,0.72046,0.11423,0.00128753,0.00128753,0.00128753
12,109.214,0.34406,0.60737,0.14649,0.91422,0.78586,0.83153,0.58104,0.38907,0.61774,0.12113,0.00127338,0.00127338,0.00127338
13,116.041,0.36762,0.55159,0.14422,0.82112,0.74808,0.78944,0.54742,0.46565,0.77557,0.15898,0.00125923,0.00125923,0.00125923
14,122.94,0.38046,0.68655,0.12991,0.79555,0.79887,0.8056,0.5274,0.49718,0.58932,0.14466,0.00124509,0.00124509,0.00124509
15,129.801,0.33151,0.6502,0.11515,0.87635,0.75171,0.78104,0.51839,0.47252,0.63459,0.13819,0.00123094,0.00123094,0.00123094
16,136.9,0.32373,0.63389,0.12475,0.94338,0.63817,0.72924,0.5172,0.48211,0.86402,0.17372,0.00121679,0.00121679,0.00121679
17,143.816,0.27461,0.55433,0.11621,0.88002,0.69749,0.72938,0.52426,0.47115,0.77719,0.16888,0.00120265,0.00120265,0.00120265
18,150.715,0.34582,0.55603,0.12876,0.92146,0.68594,0.71651,0.48984,0.43745,0.66953,0.15068,0.0011885,0.0011885,0.0011885
19,157.573,0.33192,0.54197,0.14281,0.83969,0.71119,0.7844,0.56734,0.36362,0.72189,0.11143,0.00117435,0.00117435,0.00117435
20,164.47,0.36677,0.58888,0.12198,0.8366,0.71412,0.76523,0.51137,0.40616,0.7229,0.12916,0.00116021,0.00116021,0.00116021
21,171.274,0.30076,0.50626,0.10272,0.94357,0.80383,0.83395,0.59115,0.37865,0.59251,0.12789,0.00114606,0.00114606,0.00114606
22,178.401,0.28346,0.46796,0.09474,0.90575,0.78843,0.82317,0.55577,0.44604,0.65507,0.15178,0.00113191,0.00113191,0.00113191
23,185.264,0.30583,0.50809,0.12266,0.87578,0.75913,0.80825,0.55725,0.45129,0.65953,0.14019,0.00111776,0.00111776,0.00111776
24,192.128,0.2834,0.55348,0.11116,0.92065,0.80869,0.8828,0.61355,0.36662,0.53543,0.11778,0.00110362,0.00110362,0.00110362
25,199.15,0.28351,0.54336,0.10258,0.91641,0.75476,0.80722,0.5664,0.39093,0.7339,0.12384,0.00108947,0.00108947,0.00108947
26,206.049,0.3065,0.5876,0.12134,0.82907,0.86263,0.88114,0.59965,0.35971,0.64849,0.10613,0.00107532,0.00107532,0.00107532
27,213.137,0.32233,0.51486,0.12924,0.8436,0.69729,0.7421,0.48998,0.38158,0.65074,0.11211,0.00106118,0.00106118,0.00106118
28,220.023,0.26133,0.45689,0.08957,0.92383,0.72297,0.80118,0.56434,0.39298,0.71687,0.12957,0.00104703,0.00104703,0.00104703
29,226.948,0.28717,0.46448,0.08322,0.88605,0.69732,0.71989,0.50411,0.41201,1.00749,0.13286,0.00103288,0.00103288,0.00103288
30,233.825,0.29906,0.4661,0.1223,0.94344,0.6562,0.73446,0.49523,0.46573,0.92741,0.15981,0.00101873,0.00101873,0.00101873
31,240.693,0.25539,0.50436,0.08264,0.91661,0.71041,0.79851,0.53005,0.46458,0.63722,0.15914,0.00100459,0.00100459,0.00100459
32,247.769,0.26171,0.52406,0.091,0.95811,0.73309,0.79319,0.55507,0.46891,0.59641,0.15882,0.00099044,0.00099044,0.00099044
33,254.645,0.2423,0.45917,0.07818,0.9363,0.76598,0.83066,0.55644,0.49745,0.57933,0.16685,0.000976293,0.000976293,0.000976293
34,261.582,0.29943,0.45034,0.09631,0.87852,0.74524,0.80922,0.54853,0.44972,0.61281,0.1474,0.000962146,0.000962146,0.000962146
35,268.549,0.33326,0.49073,0.11902,0.91675,0.78634,0.83131,0.57826,0.36909,0.67055,0.10861,0.000947999,0.000947999,0.000947999
36,275.475,0.30849,0.44812,0.12494,0.95585,0.81511,0.87772,0.59377,0.36482,0.67971,0.10618,0.000933851,0.000933851,0.000933851
37,282.68,0.27828,0.43407,0.10566,0.93661,0.79985,0.83381,0.57341,0.40895,0.77851,0.1184,0.000919704,0.000919704,0.000919704
38,289.57,0.25388,0.45082,0.11284,0.92691,0.82801,0.88035,0.59537,0.36503,0.72784,0.10469,0.000905557,0.000905557,0.000905557
39,296.505,0.32403,0.42333,0.12456,0.92688,0.77248,0.83519,0.56574,0.36021,0.81542,0.1105,0.00089141,0.00089141,0.00089141
40,303.447,0.22923,0.41535,0.09085,0.9145,0.745,0.80414,0.56128,0.36934,0.77038,0.11275,0.000877263,0.000877263,0.000877263
41,310.312,0.22477,0.39744,0.0911,0.91157,0.73206,0.83561,0.57896,0.39397,0.77395,0.12388,0.000863116,0.000863116,0.000863116
42,317.373,0.25833,0.40288,0.08879,0.8269,0.57896,0.58039,0.39154,0.38743,0.90278,0.11718,0.000848969,0.000848969,0.000848969
43,324.218,0.24953,0.44028,0.08388,0.92407,0.81862,0.86801,0.62095,0.36084,0.70354,0.11696,0.000834822,0.000834822,0.000834822
44,331.21,0.25468,0.48372,0.0985,0.90979,0.66797,0.6393,0.44321,0.35535,0.91876,0.10207,0.000820675,0.000820675,0.000820675
45,338.108,0.24932,0.41542,0.09951,0.89225,0.81568,0.86672,0.60597,0.40044,0.64471,0.11996,0.000806528,0.000806528,0.000806528
46,345.003,0.25478,0.36349,0.07537,0.93493,0.80339,0.8264,0.56227,0.43567,0.59375,0.15697,0.00079238,0.00079238,0.00079238
47,351.878,0.28085,0.38723,0.09628,0.96508,0.78634,0.83285,0.59076,0.35478,0.60267,0.11175,0.000778233,0.000778233,0.000778233
48,358.976,0.22066,0.39191,0.0857,0.91615,0.77109,0.80709,0.57769,0.42211,0.65865,0.16066,0.000764086,0.000764086,0.000764086
49,365.887,0.25107,0.39148,0.08282,0.93484,0.7518,0.8105,0.56104,0.44326,0.65045,0.17245,0.000749939,0.000749939,0.000749939
50,372.791,0.23912,0.35339,0.05842,0.92439,0.71801,0.80349,0.56668,0.42613,0.75635,0.16066,0.000735792,0.000735792,0.000735792
51,379.695,0.2117,0.40525,0.08303,0.90599,0.74445,0.8302,0.59397,0.40799,0.69586,0.16027,0.000721645,0.000721645,0.000721645
52,386.782,0.21147,0.32791,0.07421,0.91674,0.75505,0.82878,0.58568,0.41616,0.71661,0.15033,0.000707498,0.000707498,0.000707498
53,393.672,0.227,0.37343,0.06799,0.94881,0.69663,0.78623,0.53858,0.40562,0.71932,0.13993,0.000693351,0.000693351,0.000693351
54,400.579,0.21442,0.36799,0.08057,0.94202,0.73019,0.80375,0.55717,0.37665,0.75797,0.13378,0.000679204,0.000679204,0.000679204
55,407.401,0.20739,0.38819,0.07964,0.92799,0.71997,0.82093,0.57284,0.39875,0.70845,0.13009,0.000665057,0.000665057,0.000665057
56,414.223,0.26838,0.37934,0.09493,0.89359,0.7591,0.82491,0.56216,0.40134,0.71302,0.14291,0.000650909,0.000650909,0.000650909
57,421.156,0.22934,0.36903,0.07591,0.92443,0.75551,0.81187,0.5632,0.38957,0.82799,0.12277,0.000636762,0.000636762,0.000636762
58,428.33,0.23745,0.34115,0.06438,0.921,0.80109,0.84064,0.58534,0.36082,0.68731,0.11252,0.000622615,0.000622615,0.000622615
59,435.311,0.21403,0.32858,0.07839,0.91638,0.77692,0.82483,0.55826,0.40119,0.86832,0.12837,0.000608468,0.000608468,0.000608468
60,442.246,0.25443,0.38128,0.07846,0.93748,0.79094,0.84231,0.59444,0.40712,0.78079,0.13468,0.000594321,0.000594321,0.000594321
61,449.135,0.17386,0.33872,0.05792,0.93713,0.78653,0.83676,0.60414,0.36894,0.64075,0.13287,0.000580174,0.000580174,0.000580174
62,456.066,0.23847,0.33562,0.10043,0.92872,0.77283,0.81401,0.59818,0.37149,0.72319,0.14653,0.000566027,0.000566027,0.000566027
63,463.176,0.21745,0.36134,0.0645,0.91044,0.71823,0.81043,0.58258,0.42249,0.77383,0.13669,0.00055188,0.00055188,0.00055188
64,470.134,0.21268,0.35847,0.08756,0.94286,0.78109,0.85173,0.62186,0.3639,0.614,0.11713,0.000537733,0.000537733,0.000537733
65,477.167,0.21699,0.34873,0.07067,0.96876,0.79222,0.8401,0.60945,0.38756,0.60737,0.11713,0.000523586,0.000523586,0.000523586
66,484.071,0.22199,0.33347,0.06811,0.973,0.77883,0.81732,0.57654,0.39384,0.69301,0.11966,0.000509438,0.000509438,0.000509438
67,490.942,0.22419,0.38426,0.07296,0.96391,0.75922,0.81791,0.58678,0.37296,0.63627,0.12001,0.000495291,0.000495291,0.000495291
68,498.088,0.18298,0.31546,0.05897,0.91791,0.75566,0.81566,0.57839,0.37804,0.68331,0.12256,0.000481144,0.000481144,0.000481144
69,505.068,0.19095,0.31425,0.06243,0.92726,0.71775,0.80693,0.57338,0.40722,0.71153,0.1403,0.000466997,0.000466997,0.000466997
70,512.012,0.19658,0.31162,0.07332,0.93298,0.69762,0.77484,0.53792,0.41817,0.84229,0.13719,0.00045285,0.00045285,0.00045285
71,518.937,0.19977,0.33153,0.06117,0.95214,0.71227,0.78403,0.56691,0.40567,0.8824,0.14665,0.000438703,0.000438703,0.000438703
72,525.821,0.19203,0.32507,0.05327,0.93415,0.76747,0.82446,0.59518,0.37842,0.77233,0.13009,0.000424556,0.000424556,0.000424556
73,532.959,0.20485,0.31551,0.0602,0.97355,0.77508,0.8213,0.59759,0.37938,0.74142,0.13623,0.000410409,0.000410409,0.000410409
74,539.867,0.16278,0.30051,0.05838,0.96663,0.74562,0.80423,0.58358,0.39109,0.78371,0.13303,0.000396262,0.000396262,0.000396262
75,546.777,0.19119,0.33401,0.06158,0.95715,0.7438,0.8008,0.57825,0.39279,0.82286,0.12886,0.000382115,0.000382115,0.000382115
76,553.622,0.18327,0.29054,0.05813,0.94519,0.72155,0.77456,0.54649,0.42957,0.82037,0.14196,0.000367967,0.000367967,0.000367967
77,560.591,0.2093,0.35236,0.06667,0.94493,0.74453,0.79331,0.56496,0.39831,0.78917,0.13266,0.00035382,0.00035382,0.00035382
78,567.787,0.23104,0.31273,0.06262,0.96206,0.77968,0.81635,0.58628,0.37804,0.6554,0.13218,0.000339673,0.000339673,0.000339673
79,574.637,0.1854,0.27095,0.06076,0.95699,0.76455,0.80735,0.58101,0.39854,0.68293,0.13264,0.000325526,0.000325526,0.000325526
80,581.551,0.16106,0.30004,0.05359,0.95107,0.7158,0.80355,0.5768,0.40577,0.7626,0.13085,0.000311379,0.000311379,0.000311379
81,588.485,0.1655,0.26125,0.05681,0.95513,0.72228,0.81412,0.58569,0.39928,0.75481,0.12615,0.000297232,0.000297232,0.000297232
82,595.392,0.189,0.29984,0.08665,0.91757,0.77319,0.84245,0.60092,0.38367,0.72568,0.1251,0.000283085,0.000283085,0.000283085
83,602.494,0.18062,0.3158,0.0551,0.90576,0.7819,0.81826,0.58369,0.36786,0.71685,0.11871,0.000268938,0.000268938,0.000268938
84,609.465,0.16263,0.31496,0.04929,0.90321,0.77213,0.80805,0.57445,0.37074,0.71596,0.1161,0.000254791,0.000254791,0.000254791
85,616.333,0.15903,0.31171,0.04115,0.93105,0.73326,0.80251,0.57117,0.37861,0.73722,0.11678,0.000240644,0.000240644,0.000240644
86,623.272,0.17166,0.29101,0.0443,0.92885,0.75248,0.80582,0.5749,0.38471,0.72781,0.11838,0.000226497,0.000226497,0.000226497
87,630.164,0.16116,0.29801,0.06617,0.92314,0.75307,0.80855,0.57946,0.38074,0.74952,0.11792,0.000212349,0.000212349,0.000212349
88,637.275,0.1802,0.29313,0.05973,0.91078,0.7768,0.81187,0.57328,0.37813,0.73546,0.11437,0.000198202,0.000198202,0.000198202
89,644.205,0.17775,0.29143,0.05225,0.90379,0.78886,0.82102,0.58706,0.36116,0.72067,0.112,0.000184055,0.000184055,0.000184055
