epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,31.1504,0.21496,0.39296,0.06993,0.94834,0.7919,0.85719,0.6235,0.35745,0.56088,0.11499,0.00012861,0.00012861,0.00012861
2,40.7608,0.20828,0.37828,0.07165,0.85778,0.77264,0.77831,0.55057,0.35616,0.66099,0.10431,0.00026255,0.00026255,0.00026255
3,50.4257,0.19521,0.39106,0.07412,0.92781,0.68928,0.80256,0.56013,0.34953,0.89835,0.0979,0.000387059,0.000387059,0.000387059
4,60.0864,0.24284,0.46754,0.08345,0.92556,0.66282,0.70776,0.50525,0.54071,0.86285,0.39105,0.000502136,0.000502136,0.000502136
5,69.746,0.22632,0.38758,0.08657,0.93603,0.50733,0.55782,0.39499,1.04088,0.69563,0.74995,0.000607782,0.000607782,0.000607782
6,79.0782,0.26145,0.47467,0.09709,0.88811,0.56678,0.61008,0.39486,0.9419,0.67384,0.401,0.000703997,0.000703997,0.000703997
7,88.4279,0.30406,0.50394,0.11106,0.83848,0.67833,0.66376,0.44362,0.46798,0.6767,0.18037,0.00079078,0.00079078,0.00079078
8,97.8111,0.23904,0.46177,0.07635,0.91206,0.7301,0.78226,0.54541,0.35506,0.68479,0.1135,0.000868132,0.000868132,0.000868132
9,107.16,0.24244,0.43971,0.09159,0.89789,0.66248,0.72627,0.48131,0.39843,0.81198,0.1313,0.000936052,0.000936052,0.000936052
10,116.531,0.29085,0.50995,0.11143,0.86603,0.72468,0.79443,0.52762,0.36096,0.85676,0.11113,0.000994541,0.000994541,0.000994541
11,125.954,0.26004,0.50558,0.08809,0.89372,0.80972,0.84449,0.58991,0.34015,0.75861,0.10325,0.00095743,0.00095743,0.00095743
12,135.281,0.23132,0.44794,0.09116,0.92802,0.77203,0.82979,0.59062,0.36243,0.58775,0.1321,0.000910273,0.000910273,0.000910273
13,144.802,0.24624,0.45605,0.08587,0.86817,0.79414,0.85903,0.62737,0.3523,0.77628,0.12225,0.000863116,0.000863116,0.000863116
14,154.542,0.26479,0.48716,0.09541,0.93254,0.80689,0.83067,0.59567,0.34516,0.58922,0.10761,0.000815959,0.000815959,0.000815959
15,163.976,0.21521,0.39861,0.07568,0.93933,0.81995,0.89395,0.64288,0.35612,0.56019,0.10441,0.000768802,0.000768802,0.000768802
16,173.565,0.22254,0.41231,0.07385,0.84392,0.8319,0.88026,0.64385,0.33762,0.64027,0.09968,0.000721645,0.000721645,0.000721645
17,183.114,0.19772,0.40406,0.07582,0.90204,0.75569,0.8381,0.62501,0.34876,0.71479,0.10451,0.000674488,0.000674488,0.000674488
18,192.484,0.23812,0.43936,0.0781,0.78454,0.78994,0.8074,0.60988,0.3213,0.75497,0.09397,0.000627331,0.000627331,0.000627331
19,201.836,0.22401,0.44641,0.09322,0.78077,0.84855,0.82581,0.60054,0.36224,0.70893,0.12108,0.000580174,0.000580174,0.000580174
20,211.17,0.22626,0.391,0.07046,0.88037,0.72508,0.85423,0.63682,0.3517,0.67835,0.11518,0.000533017,0.000533017,0.000533017
21,225.133,0.1673,0.32997,0.07209,0.92789,0.71984,0.83038,0.60702,0.36495,0.79849,0.12284,0.00048586,0.00048586,0.00048586
22,234.702,0.17701,0.34394,0.07574,0.97223,0.71416,0.81592,0.59324,0.39544,0.78895,0.13443,0.000438703,0.000438703,0.000438703
23,244.073,0.16755,0.32367,0.07644,0.94429,0.74647,0.83663,0.59782,0.39098,0.6502,0.13908,0.000391546,0.000391546,0.000391546
24,253.449,0.18132,0.31652,0.06553,0.95938,0.74759,0.80532,0.57078,0.42465,0.70871,0.15242,0.000344389,0.000344389,0.000344389
25,262.796,0.17473,0.32154,0.06154,0.9665,0.77042,0.84221,0.60491,0.41522,0.62308,0.14319,0.000297232,0.000297232,0.000297232
26,272.119,0.17541,0.30754,0.05773,0.95686,0.80099,0.84979,0.62447,0.40005,0.62941,0.14194,0.000250075,0.000250075,0.000250075
27,281.427,0.16782,0.31112,0.05192,0.94281,0.80587,0.85317,0.61976,0.39713,0.63376,0.14171,0.000202918,0.000202918,0.000202918
28,290.773,0.13188,0.23995,0.04778,0.96124,0.79218,0.85856,0.63016,0.4014,0.67391,0.14423,0.000155761,0.000155761,0.000155761
29,300.116,0.14607,0.24479,0.06097,0.93405,0.79699,0.85751,0.62894,0.40313,0.69925,0.14972,0.000108604,0.000108604,0.000108604
30,309.485,0.14659,0.2831,0.05373,0.96939,0.77472,0.85708,0.63254,0.40392,0.69247,0.14592,6.1447e-05,6.1447e-05,6.1447e-05
