epoch,train_loss,val_loss,train_classifier_loss,val_classifier_loss,learning_rate
1,0.4103440408195768,0.2888413071632385,0.3340158441237041,0.17578443512320518,0.0001
2,0.1551976352930069,0.21453150734305382,0.08295425134045738,0.10274217836558819,0.0001
3,0.1251561184014593,0.1778458021581173,0.05449808495385306,0.07260144129395485,0.0001
4,0.11108247403587614,0.1566956862807274,0.045760181333337514,0.07450850959867239,0.0001
5,0.08974148865256991,0.1450770441442728,0.03738617577723095,0.06961593311280012,0.0001
6,0.08280104398727417,0.13831082358956337,0.033880570637328286,0.0683163870126009,0.0001
7,0.07228138031704086,0.13782219216227531,0.028151823739920343,0.07002376392483711,0.0001
8,0.061380313975470405,0.12743845395743847,0.0234966373869351,0.06229699682444334,0.0001
9,0.05889808812311718,0.13650640286505222,0.021558178854840144,0.06923488061875105,0.0001
10,0.053966324244226725,0.12843347899615765,0.019630861867751394,0.06616821885108948,0.0001
11,0.05093313806823322,0.13285575434565544,0.01867221242615155,0.06954401638358831,0.0001
12,0.04772505643112319,0.12686653435230255,0.01776107507092612,0.06610055826604366,0.0001
13,0.04773668731961932,0.12516180612146854,0.01651137987417834,0.06236677244305611,0.0001
14,0.045597823070628304,0.12413288839161396,0.015288254246115685,0.06318912282586098,0.0001
15,0.05083022692373821,0.1206497885286808,0.019091180924858366,0.061392974108457565,0.0001
16,0.03911134760294642,0.12045123055577278,0.014599495833473546,0.061987947672605515,0.0001
17,0.045187042227813175,0.13544721901416779,0.016500527172216346,0.07118821144104004,0.0001
18,0.04548913932272366,0.14130446314811707,0.016499787835138186,0.07524985261261463,0.0001
19,0.046594593940036635,0.1453515775501728,0.017366323487034867,0.0765293100848794,0.0001
20,0.042656171534742625,0.13581923954188824,0.015669204560773715,0.06992744375020266,0.0001
21,0.03921216007854257,0.1254748608916998,0.014333524076001984,0.0622472008690238,0.0001
22,0.040889669741903036,0.12773196399211884,0.015371155659002917,0.06554628349840641,0.0001
23,0.040234889569027085,0.13221865333616734,0.01566481404006481,0.06389712356030941,5e-05
24,0.03514857244278703,0.13234247639775276,0.01289551705121994,0.06261440366506577,5e-05
25,0.03395711603973593,0.128598153591156,0.012386255897581577,0.05966392997652292,5e-05
26,0.02994015347212553,0.1274511143565178,0.011357946321368217,0.060565367341041565,5e-05
27,0.0308345119868006,0.12797806225717068,0.011593579979879516,0.0634102588519454,5e-05
28,0.03278444707393646,0.1272138636559248,0.012019019706973008,0.06351889111101627,5e-05
29,0.03153293899127415,0.12903297506272793,0.012485803903213568,0.06545544788241386,2.5e-05
30,0.0299923446561609,0.13086019083857536,0.011166370074663843,0.06616945285350084,2.5e-05
31,0.03209056439144271,0.13818191178143024,0.01263136210452233,0.07078854460269213,2.5e-05
32,0.0335507547216756,0.14066566713154316,0.012681847704308373,0.07187551725655794,2.5e-05
33,0.02890788417841707,0.14175252057611942,0.011385246313044004,0.07211175933480263,2.5e-05
34,0.02965526788362435,0.14061573147773743,0.011870934228811945,0.07068435288965702,2.5e-05
35,0.032315319936190336,0.14374753832817078,0.0120759035593697,0.07263108808547258,1.25e-05
36,0.028225439467600415,0.14553412795066833,0.011267232841679029,0.07426856365054846,1.25e-05
