epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.7038,1.25104,23.2075,0.00573,0.05094,0.19311,0.08483,0.06206,1.05439,8.30488,0.00511,0.00017148,0.00017148,0.00017148
2,25.1609,1.11412,12.1295,0.0063,0.42236,0.44045,0.29017,0.17869,1.43091,3.66273,0.00811,0.000351355,0.000351355,0.000351355
3,32.8669,1.18328,5.64881,0.00784,0.82346,0.2868,0.39518,0.23283,1.665,2.85867,0.00913,0.0005251,0.0005251,0.0005251
4,40.0293,1.41029,3.09734,0.00947,0.60032,0.14403,0.21968,0.12056,1.97594,3.53378,0.01072,0.000692715,0.000692715,0.000692715
5,46.6443,1.42791,2.57007,0.00866,0.57587,0.41808,0.45463,0.25722,1.49722,2.33228,0.00798,0.000854199,0.000854199,0.000854199
6,53.4966,1.43758,2.12627,0.00889,0.5768,0.41986,0.48287,0.28225,1.55723,2.26343,0.00819,0.00100955,0.00100955,0.00100955
7,60.7879,1.48564,2.13311,0.00976,0.34687,0.26957,0.24665,0.17055,1.45776,4.26274,0.00759,0.00115878,0.00115878,0.00115878
8,68.0527,1.53259,2.16119,0.01183,0.51593,0.44859,0.4243,0.21073,1.98928,2.02761,0.01102,0.00126395,0.00126395,0.00126395
9,74.6072,1.43403,2.04178,0.00973,0.74809,0.44083,0.58693,0.3106,1.62995,2.17102,0.00928,0.00124037,0.00124037,0.00124037
10,81.3889,1.55248,1.95142,0.01118,0.37984,0.37028,0.34749,0.20742,1.58695,2.1154,0.00933,0.00121679,0.00121679,0.00121679
11,88.0307,1.6124,1.79213,0.01007,0.4334,0.45244,0.45071,0.26118,1.56339,2.65241,0.00855,0.00119322,0.00119322,0.00119322
12,94.817,1.45141,1.76446,0.01016,0.32421,0.53189,0.39162,0.20717,1.77413,4.25378,0.00937,0.00116964,0.00116964,0.00116964
13,101.504,1.43548,1.61448,0.00953,0.71136,0.45567,0.56346,0.30675,1.86094,2.77795,0.01021,0.00114606,0.00114606,0.00114606
14,108.39,1.49938,1.60035,0.01035,0.82104,0.57982,0.78443,0.44293,1.51557,2.5259,0.00841,0.00112248,0.00112248,0.00112248
15,115.084,1.37803,1.41137,0.01005,0.88374,0.44102,0.61935,0.35564,1.58511,1.79934,0.0086,0.0010989,0.0010989,0.0010989
16,121.649,1.43415,1.54781,0.01107,0.51415,0.50907,0.51381,0.31252,1.55844,2.5337,0.00796,0.00107532,0.00107532,0.00107532
17,128.323,1.40765,1.25696,0.00856,0.77637,0.75913,0.82218,0.48715,1.49286,1.41406,0.0083,0.00105174,0.00105174,0.00105174
18,135.147,1.41807,1.41242,0.01044,0.70517,0.68798,0.76887,0.45877,1.47286,1.30736,0.00776,0.00102817,0.00102817,0.00102817
19,141.88,1.35438,1.26812,0.01087,0.76179,0.7263,0.78084,0.48755,1.45316,1.14042,0.00774,0.00100459,0.00100459,0.00100459
20,148.826,1.33799,1.20013,0.00974,0.78639,0.62994,0.69242,0.41577,1.43582,1.3869,0.00789,0.000981008,0.000981008,0.000981008
21,155.517,1.32998,1.26606,0.00912,0.76997,0.77491,0.82204,0.52873,1.34691,1.0381,0.00704,0.00095743,0.00095743,0.00095743
22,162.273,1.32963,1.1082,0.00955,0.66571,0.75308,0.71304,0.42457,1.4997,1.23929,0.00788,0.000933851,0.000933851,0.000933851
23,169,1.34151,1.14711,0.00981,0.87768,0.64516,0.74135,0.47718,1.41928,1.47633,0.00746,0.000910273,0.000910273,0.000910273
24,175.742,1.29627,1.18889,0.00906,0.72932,0.60084,0.65836,0.41504,1.45379,1.98437,0.00753,0.000886694,0.000886694,0.000886694
25,182.611,1.26042,1.11834,0.00979,0.65591,0.51712,0.67256,0.45949,1.42994,2.08903,0.00757,0.000863116,0.000863116,0.000863116
26,189.348,1.17832,1.0849,0.00813,0.87904,0.65582,0.77597,0.51051,1.41373,1.70167,0.00732,0.000839537,0.000839537,0.000839537
27,196.001,1.18953,1.11714,0.00803,0.79653,0.60942,0.69476,0.40324,1.57662,1.76776,0.00822,0.000815959,0.000815959,0.000815959
28,202.707,1.1425,0.96849,0.00693,0.79028,0.66895,0.79604,0.50649,1.41237,1.13843,0.0074,0.00079238,0.00079238,0.00079238
29,209.415,1.13305,0.91248,0.00796,0.88769,0.74752,0.87637,0.5685,1.4411,0.87239,0.00758,0.000768802,0.000768802,0.000768802
30,216.282,1.16319,0.91495,0.00947,0.85281,0.73154,0.86883,0.58721,1.35951,1.35654,0.00703,0.000745223,0.000745223,0.000745223
31,223.028,1.17728,0.98688,0.00788,0.87341,0.70506,0.84759,0.60357,1.1737,1.06848,0.00615,0.000721645,0.000721645,0.000721645
32,229.82,1.08491,0.88215,0.00809,0.79252,0.71804,0.78148,0.54585,1.29246,1.43077,0.00683,0.000698066,0.000698066,0.000698066
33,236.459,1.13603,0.80655,0.0082,0.77465,0.74566,0.78577,0.54836,1.24666,1.40335,0.00629,0.000674488,0.000674488,0.000674488
34,243.162,1.08987,0.76953,0.00796,0.86474,0.71269,0.82885,0.5649,1.28149,1.28959,0.00676,0.000650909,0.000650909,0.000650909
35,249.978,1.04998,0.67561,0.0081,0.77611,0.69177,0.78291,0.51052,1.23846,1.54529,0.00667,0.000627331,0.000627331,0.000627331
36,256.753,1.05744,0.76628,0.00834,0.86553,0.53598,0.74585,0.5028,1.27823,1.97305,0.00677,0.000603752,0.000603752,0.000603752
37,263.375,1.01316,0.76003,0.00702,0.88168,0.63082,0.81342,0.54843,1.31467,1.39593,0.00678,0.000580174,0.000580174,0.000580174
38,270.088,1.01904,0.72428,0.0067,0.816,0.65353,0.79951,0.57457,1.1855,1.45998,0.00613,0.000556595,0.000556595,0.000556595
39,276.823,0.93097,0.63864,0.00599,0.86172,0.71168,0.8663,0.62261,1.17757,0.94532,0.00597,0.000533017,0.000533017,0.000533017
40,283.831,0.94652,0.59746,0.00746,0.78915,0.82183,0.89472,0.62906,1.28436,0.98167,0.00628,0.000509438,0.000509438,0.000509438
41,290.745,1.0077,0.72926,0.00657,0.75756,0.75258,0.84295,0.59595,1.20904,1.34678,0.00614,0.00048586,0.00048586,0.00048586
42,297.447,0.94776,0.64127,0.00613,0.93096,0.72378,0.85967,0.60141,1.28096,1.20101,0.00659,0.000462281,0.000462281,0.000462281
43,304.141,0.90792,0.56492,0.00555,0.95216,0.69627,0.86571,0.61205,1.21061,1.07295,0.00608,0.000438703,0.000438703,0.000438703
44,310.802,0.91639,0.55655,0.00531,0.83886,0.75077,0.88361,0.60659,1.27022,1.13938,0.00656,0.000415124,0.000415124,0.000415124
45,317.654,0.9169,0.50598,0.00627,0.88536,0.70879,0.86234,0.6283,1.20673,1.19937,0.00607,0.000391546,0.000391546,0.000391546
46,324.341,0.83956,0.45575,0.00466,0.83111,0.72188,0.83827,0.59566,1.30425,1.47747,0.00648,0.000367967,0.000367967,0.000367967
