image_path,status
/srv/shared_leopard_toad/2024/18.11.2024/6Z/102MEDIA/DSCF0880.JPG,To annotate
/srv/shared_leopard_toad/2024/23.08.2024/6R/103MEDIA/DSCF0136.JPG,To annotate
/srv/shared_leopard_toad/2023/Cameras - AI Data/4Z/4z-102 (140).JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/6Z/105MEDIA/DSCF0622.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/6R/105MEDIA/DSCF0456.JPG,To annotate
/srv/shared_leopard_toad/2023/Cameras - AI Data/4Z/4z-103 (664).JPG,To annotate
/srv/shared_leopard_toad/2024/02.09.2024/6Z/100MEDIA/DSCF0701.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/6Z/105MEDIA/DSCF0581.JPG,To annotate
/srv/shared_leopard_toad/2023/Cameras - AI Data/3Z/3z-100 (218).JPG,To annotate
/srv/shared_leopard_toad/2024/19.09.2024/3R/101MEDIA/DSCF0234.JPG,To annotate
/srv/shared_leopard_toad/2024/19.09.2024/6Z/104MEDIA/DSCF0184.JPG,To annotate
/srv/shared_leopard_toad/2024/23.08.2024/3R/103MEDIA/DSCF0767.JPG,To annotate
/srv/shared_leopard_toad/2024/28.08.2024/4Z/108MEDIA/DSCF0119.JPG,To annotate
/srv/shared_leopard_toad/2024/02.10.2024/3R/107MEDIA/DSCF0719.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/4Z/106MEDIA/DSCF0193.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/6R/100MEDIA/DSCF0614.JPG,To annotate
/srv/shared_leopard_toad/2024/11.10.2024/3Z/101MEDIA/DSCF0623.JPG,To annotate
/srv/shared_leopard_toad/2024/09.02.2024/4Z/105MEDIA/DSCF0508.JPG,To annotate
/srv/shared_leopard_toad/2024/19.09.2024/6Z/101MEDIA/DSCF0402.JPG,To annotate
/srv/shared_leopard_toad/2024/16.09.2024/3Z/106MEDIA/DSCF0581.JPG,To annotate
/srv/shared_leopard_toad/2024/16.09.2024/3Z/103MEDIA/DSCF0789.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/6R/100MEDIA/DSCF0269.JPG,To annotate
/srv/shared_leopard_toad/2024/02.09.2024/4Z/104MEDIA/DSCF0703.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/6R/101MEDIA/DSCF0574.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/6R/102MEDIA/DSCF0792.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/4Z/104MEDIA/DSCF0158.JPG,To annotate
/srv/shared_leopard_toad/2024/26.09.2024/5R/100MEDIA/DSCF0509.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/22.09-29.09.2025/5R/100MEDIA/DSCF0458.JPG,To annotate
/srv/shared_leopard_toad/2024/09.02.2024/4Z/107MEDIA/DSCF0486.JPG,To annotate
/srv/shared_leopard_toad/2024/09.02.2024/6R/105MEDIA/DSCF0656.JPG,To annotate
/srv/shared_leopard_toad/2024/16.09.2024/3Z/104MEDIA/DSCF0555.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/6R/103MEDIA/DSCF0635.JPG,To annotate
/srv/shared_leopard_toad/2024/09.02.2024/4Z/105MEDIA/DSCF0612.JPG,To annotate
/srv/shared_leopard_toad/2024/09.02.2024/3Z/102MEDIA/DSCF0669.JPG,To annotate
