epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.226,1.24953,27.8164,0.00496,0.08296,0.02055,0.02085,0.01309,1.24693,9.20309,0.00629,8.574e-05,8.574e-05,8.574e-05
2,16.5397,1.20474,18.6757,0.00455,0.3253,0.21499,0.20553,0.15293,1.16429,10.1273,0.00555,0.000182705,0.000182705,0.000182705
3,26.0162,1.1013,12.8149,0.00504,0.54618,0.39479,0.37149,0.25087,1.26984,6.04245,0.00663,0.000276369,0.000276369,0.000276369
4,33.1514,1.15403,7.59335,0.00474,0.61108,0.39494,0.47981,0.33221,1.21773,3.38253,0.00642,0.000366731,0.000366731,0.000366731
5,38.4571,1.18447,4.77692,0.00578,0.73375,0.4336,0.54421,0.36252,1.26181,2.50658,0.00664,0.000453793,0.000453793,0.000453793
6,43.4572,1.29839,3.15153,0.00897,0.96335,0.45509,0.56877,0.36029,1.46423,2.2096,0.00779,0.000537554,0.000537554,0.000537554
7,47.7698,1.24351,2.49286,0.0071,0.79563,0.12108,0.25075,0.17216,1.47057,4.14673,0.00785,0.000618014,0.000618014,0.000618014
8,51.9991,1.28443,2.27614,0.00789,0.9286,0.27262,0.53856,0.37567,1.33834,2.83403,0.00685,0.000695173,0.000695173,0.000695173
9,56.4569,1.22863,1.91662,0.00689,0.70329,0.18687,0.28558,0.19625,nan,nan,nan,0.000769031,0.000769031,0.000769031
10,60.6301,1.30673,1.84847,0.00885,0.60515,0.24558,0.35917,0.22184,1.61304,4.16625,0.00882,0.000839588,0.000839588,0.000839588
11,64.7802,1.24623,1.56026,0.00773,0.79455,0.45208,0.60002,0.39592,1.49123,3.11431,0.00787,0.000906843,0.000906843,0.000906843
12,69.0548,1.24709,1.45715,0.00691,0.69487,0.47736,0.60912,0.33877,1.56012,5.13072,0.00853,0.000970798,0.000970798,0.000970798
13,73.4722,1.17376,1.24516,0.00588,0.95791,0.15121,0.1923,0.12391,2.33942,12.009,0.01309,0.00103145,0.00103145,0.00103145
14,77.5809,1.28331,1.40456,0.00811,0,0,0,0,4.58315,7.18739,0.02478,0.00108881,0.00108881,0.00108881
15,81.7569,1.28452,1.38246,0.00722,0.64368,0.44768,0.45628,0.26996,1.50135,nan,0.00828,0.0010989,0.0010989,0.0010989
16,85.936,1.19826,1.2008,0.00598,0.26487,0.36549,0.2488,0.13066,nan,nan,nan,0.00107532,0.00107532,0.00107532
17,89.9607,1.35436,1.15545,0.00888,0,0,0,0,nan,nan,nan,0.00105174,0.00105174,0.00105174
