epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.02344,1.92507,6.45045,0.01115,0.0904,0.06868,0.0666,0.03633,1.70887,5.69058,0.0099,8.574e-05,8.574e-05,8.574e-05
2,14.9906,1.81543,5.62778,0.00902,0.08797,0.38642,0.09584,0.05508,1.56095,4.45988,0.008,0.000183931,0.000183931,0.000183931
3,22.4731,1.64494,4.1556,0.00813,0.18265,0.27778,0.2198,0.1374,1.48353,2.78483,0.00746,0.000280141,0.000280141,0.000280141
4,28.6838,1.51063,2.92973,0.00742,0.29596,0.36111,0.3628,0.24979,1.36658,2.54984,0.00686,0.000374371,0.000374371,0.000374371
5,33.9176,1.55865,2.83818,0.00596,0.82212,0.20136,0.31405,0.21107,1.38895,2.47118,0.007,0.00046662,0.00046662,0.00046662
6,38.016,1.39185,2.08079,0.00649,0.86888,0.41667,0.51437,0.33029,1.34483,2.10592,0.00672,0.000556888,0.000556888,0.000556888
7,42.1788,1.3922,1.87478,0.00595,0.89009,0.44444,0.57664,0.38822,1.16369,1.82018,0.00594,0.000645176,0.000645176,0.000645176
8,45.7393,1.37515,1.76578,0.00624,0.92575,0.38889,0.55578,0.3663,1.17631,1.85464,0.00588,0.000731484,0.000731484,0.000731484
9,48.718,1.30387,1.6207,0.0056,0.89024,0.34722,0.567,0.37374,1.10787,1.83877,0.00542,0.00081581,0.00081581,0.00081581
10,51.9009,1.42658,1.59311,0.00655,0.52332,0.59532,0.62345,0.42839,1.11842,1.57637,0.00556,0.000898157,0.000898157,0.000898157
11,54.9555,1.19384,1.29099,0.00524,0.59232,0.68347,0.73119,0.49404,1.1726,1.58801,0.00574,0.000978522,0.000978522,0.000978522
12,57.9563,1.31551,1.37443,0.00495,0.55058,0.65696,0.70389,0.48036,1.19144,1.55099,0.00591,0.00105691,0.00105691,0.00105691
13,60.9191,1.31124,1.3318,0.00593,0.6896,0.69102,0.7281,0.50122,1.1706,1.61634,0.00573,0.00113331,0.00113331,0.00113331
14,63.8854,1.233,1.22774,0.00498,0.87688,0.66362,0.75378,0.5323,1.22834,1.60755,0.00617,0.00120774,0.00120774,0.00120774
15,66.9282,1.23392,1.13999,0.00618,0.92925,0.59489,0.75313,0.53329,1.22313,1.71462,0.00616,0.00123094,0.00123094,0.00123094
16,69.9425,1.24949,1.04912,0.00601,0.87948,0.64233,0.76836,0.53196,1.35934,1.52607,0.007,0.00121679,0.00121679,0.00121679
17,73.0384,1.28288,1.00124,0.00587,0.81624,0.73499,0.79677,0.52241,1.39815,1.5356,0.00689,0.00120265,0.00120265,0.00120265
18,76.0189,1.23906,1.05446,0.00615,0.89411,0.76054,0.8244,0.54616,1.45843,1.34998,0.00724,0.0011885,0.0011885,0.0011885
19,78.9895,1.1754,1.02574,0.00565,0.83773,0.70664,0.79562,0.55312,1.34953,1.62565,0.00681,0.00117435,0.00117435,0.00117435
20,82.0304,1.2934,0.98161,0.00544,0.83025,0.65441,0.80234,0.55518,1.34814,1.8447,0.00677,0.00116021,0.00116021,0.00116021
21,85.0169,1.18146,1.0251,0.00587,0.8022,0.70747,0.80458,0.57136,1.36102,1.33532,0.00694,0.00114606,0.00114606,0.00114606
22,88.0674,1.18218,1.00034,0.00595,0.82852,0.73222,0.82914,0.55193,1.39322,1.52057,0.00729,0.00113191,0.00113191,0.00113191
23,91.0041,1.26378,0.95806,0.00518,0.80217,0.71756,0.81723,0.57263,1.32414,1.57926,0.00664,0.00111776,0.00111776,0.00111776
24,94.2799,1.14701,0.85662,0.00467,0.86112,0.7928,0.85679,0.60045,1.27547,1.11584,0.00631,0.00110362,0.00110362,0.00110362
25,97.2886,1.19468,0.95056,0.0069,0.80348,0.82154,0.84301,0.5819,1.24932,1.14578,0.00618,0.00108947,0.00108947,0.00108947
26,100.27,1.19423,0.91524,0.00517,0.83792,0.69463,0.81084,0.54479,1.40232,1.5014,0.00706,0.00107532,0.00107532,0.00107532
27,103.193,1.1681,0.96641,0.00501,0.83013,0.69768,0.81733,0.55212,1.41047,1.25072,0.00712,0.00106118,0.00106118,0.00106118
28,106.151,1.05184,0.80361,0.00539,0.88681,0.7136,0.84594,0.59843,1.17483,1.1279,0.00566,0.00104703,0.00104703,0.00104703
29,109.104,1.11639,0.75488,0.00454,0.90583,0.6867,0.8251,0.58389,1.16058,1.27454,0.00565,0.00103288,0.00103288,0.00103288
30,112.119,1.1312,0.80541,0.00514,0.79384,0.68726,0.79566,0.54421,1.27749,1.31126,0.00622,0.00101873,0.00101873,0.00101873
31,115.28,1.09928,0.75425,0.00521,0.79082,0.66286,0.7755,0.55263,1.14586,1.43805,0.00561,0.00100459,0.00100459,0.00100459
32,118.263,1.05748,0.92508,0.00593,0.8058,0.64269,0.78104,0.56828,1.09118,1.47042,0.00536,0.00099044,0.00099044,0.00099044
33,121.176,0.93634,0.68351,0.00411,0.7557,0.69872,0.78879,0.57362,1.11843,1.36472,0.00561,0.000976293,0.000976293,0.000976293
34,124.137,1.01331,0.70494,0.00452,0.72712,0.76655,0.79675,0.58436,1.19555,1.25771,0.00599,0.000962146,0.000962146,0.000962146
35,127.113,1.01873,0.70282,0.00491,0.81721,0.66009,0.797,0.57529,1.26425,1.39225,0.00641,0.000947999,0.000947999,0.000947999
36,130.076,1.04903,0.81969,0.00466,0.82504,0.72838,0.8129,0.60023,1.24676,1.39136,0.00622,0.000933851,0.000933851,0.000933851
37,133.283,0.99619,0.75354,0.00496,0.88799,0.69093,0.84212,0.63159,1.11127,1.10448,0.00534,0.000919704,0.000919704,0.000919704
38,136.279,0.8801,0.55696,0.00439,0.86631,0.66397,0.82527,0.59714,1.19446,1.10617,0.00594,0.000905557,0.000905557,0.000905557
39,139.221,0.90828,0.6065,0.00428,0.83079,0.65019,0.79451,0.57156,1.29917,1.37087,0.00669,0.00089141,0.00089141,0.00089141
40,142.155,0.89488,0.71529,0.00336,0.86708,0.65644,0.81141,0.59464,1.23152,1.39622,0.0063,0.000877263,0.000877263,0.000877263
