epoch,train_loss,val_loss,train_classifier_loss,val_classifier_loss,learning_rate
1,0.21667364640877798,0.29641542583703995,0.1695526927136458,0.18213293701410294,0.0001
2,0.08391515566752507,0.19309507310390472,0.040720649636708774,0.08593549579381943,0.0001
3,0.06927407561586453,0.17943186685442924,0.030285941866727974,0.08577156998217106,0.0001
4,0.05986094016295213,0.14935869723558426,0.025753546649446853,0.07299416698515415,0.0001
5,0.04969390137837483,0.13607726618647575,0.01927561155305459,0.06832664459943771,0.0001
6,0.0395653468485062,0.12882236763834953,0.015283886056679945,0.06587368436157703,0.0001
7,0.03548599865574103,0.11745501682162285,0.013205300371807355,0.05498474556952715,0.0001
8,0.04003855428443505,0.12996690906584263,0.015233625622036366,0.06206749565899372,0.0001
9,0.03346036962018563,0.11685715802013874,0.012021158893521015,0.05904544563964009,0.0001
10,0.03308000659140257,0.12406653724610806,0.012365363609905426,0.061406281776726246,0.0001
11,0.03184401000348421,0.1335094291716814,0.011350254886425458,0.06656449381262064,0.0001
12,0.033271727367089346,0.13798770867288113,0.012145467675649203,0.07307017408311367,0.0001
13,0.0305390043470722,0.13861998915672302,0.010956612773812734,0.07106258627027273,0.0001
14,0.030812648913035028,0.13743625208735466,0.011974111342659364,0.07177613954991102,0.0001
15,0.03130725112098914,0.15067073702812195,0.011937441483426552,0.08228985406458378,0.0001
16,0.029121958220807407,0.15308376401662827,0.011295212253641624,0.08230174798518419,5e-05
17,0.029151500990757577,0.14537900127470493,0.011172493597349295,0.07612038217484951,5e-05
18,0.023563705742932282,0.14704345539212227,0.009108084468887402,0.07454421371221542,5e-05
19,0.023077597483419456,0.15364293195307255,0.00824069081304165,0.07670242339372635,5e-05
20,0.023547057134027664,0.14436240680515766,0.00926047545642807,0.07505548372864723,5e-05
21,0.022894787387206003,0.14854764565825462,0.00846816416686544,0.07519243285059929,5e-05
22,0.0252188343841296,0.15438194200396538,0.010041789724849738,0.07885364256799221,2.5e-05
23,0.02610850527596015,0.14668047241866589,0.01061860708376536,0.07642031461000443,2.5e-05
24,0.019044840421814185,0.14876076765358448,0.0073232358106626915,0.07671775855123997,2.5e-05
25,0.020720772373561677,0.15459585562348366,0.008528432343155146,0.07819508202373981,2.5e-05
26,0.020108089639017217,0.1510315891355276,0.0077214505738363816,0.07392659317702055,2.5e-05
27,0.02357829025445076,0.15580705180764198,0.009037743125540705,0.07671562023460865,2.5e-05
28,0.01816581800365104,0.15789448842406273,0.007222302920686511,0.07949420809745789,1.25e-05
29,0.02051186626060651,0.15377468429505825,0.008311407819676857,0.07698957622051239,1.25e-05
