epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,22.5455,0.26327,0.48009,0.08831,0.90917,0.89136,0.90889,0.65453,0.34825,0.54696,0.09904,0.00012861,0.00012861,0.00012861
2,37.7393,0.24456,0.43916,0.08509,0.90187,0.66639,0.6959,0.48582,0.34838,0.72147,0.10511,0.00026255,0.00026255,0.00026255
3,47.57,0.256,0.44764,0.10238,0.92164,0.81718,0.89626,0.62768,0.32477,0.76294,0.09666,0.000387059,0.000387059,0.000387059
4,57.2956,0.25653,0.46198,0.07444,0.82653,0.69616,0.7118,0.49034,0.33429,0.85217,0.09533,0.000502136,0.000502136,0.000502136
5,67.0475,0.25397,0.4327,0.08872,0.92791,0.70849,0.79705,0.57763,0.36755,1.13958,0.11329,0.000607782,0.000607782,0.000607782
6,76.5222,0.25045,0.49045,0.08368,0.90916,0.76522,0.75817,0.53357,0.41345,0.65373,0.13701,0.000703997,0.000703997,0.000703997
7,86.0447,0.25824,0.47869,0.08142,0.93124,0.8414,0.88105,0.62638,0.37005,0.60532,0.11627,0.00079078,0.00079078,0.00079078
8,95.4966,0.24048,0.39713,0.07864,0.91373,0.74505,0.77938,0.54891,0.36708,0.68749,0.11248,0.000868132,0.000868132,0.000868132
9,105.049,0.23772,0.47076,0.09075,0.89035,0.85352,0.89514,0.63908,0.38222,0.60984,0.11711,0.000936052,0.000936052,0.000936052
10,114.54,0.28396,0.48144,0.08582,0.85494,0.66496,0.79136,0.55967,0.41033,0.62039,0.13367,0.000994541,0.000994541,0.000994541
11,123.981,0.26411,0.48325,0.09621,0.87999,0.82173,0.87843,0.58592,0.39576,0.80212,0.12031,0.00095743,0.00095743,0.00095743
12,133.429,0.23758,0.52987,0.08209,0.8585,0.72295,0.78946,0.55128,0.41157,0.72864,0.13947,0.000910273,0.000910273,0.000910273
13,142.896,0.24849,0.48212,0.09138,0.93688,0.78507,0.84936,0.60714,0.49743,0.57634,0.22786,0.000863116,0.000863116,0.000863116
14,152.353,0.30438,0.46433,0.10066,0.85909,0.81262,0.82335,0.54605,0.42725,0.60156,0.13167,0.000815959,0.000815959,0.000815959
15,161.781,0.24438,0.42463,0.09219,0.88011,0.63721,0.63421,0.44952,0.39932,0.64537,0.12688,0.000768802,0.000768802,0.000768802
16,171.311,0.24427,0.43919,0.08437,0.95109,0.77881,0.85876,0.62037,0.37615,0.69425,0.13072,0.000721645,0.000721645,0.000721645
17,180.794,0.2154,0.4384,0.08228,0.96096,0.70734,0.83064,0.5812,0.37474,0.77641,0.12527,0.000674488,0.000674488,0.000674488
18,190.231,0.23912,0.40963,0.07736,0.94795,0.85457,0.88932,0.62017,0.35737,0.6129,0.11993,0.000627331,0.000627331,0.000627331
19,199.696,0.22548,0.39252,0.08745,0.90986,0.81342,0.87049,0.6168,0.39044,0.6056,0.1286,0.000580174,0.000580174,0.000580174
20,209.155,0.2023,0.39269,0.05873,0.90715,0.81133,0.8751,0.62967,0.35396,0.62999,0.12162,0.000533017,0.000533017,0.000533017
21,223.822,0.15968,0.33073,0.05452,0.91957,0.78046,0.8179,0.5712,0.35189,0.98911,0.12494,0.00048586,0.00048586,0.00048586
22,233.676,0.18796,0.35224,0.07423,0.94533,0.74532,0.79427,0.56061,0.35414,0.79965,0.13262,0.000438703,0.000438703,0.000438703
23,243.136,0.17883,0.33504,0.06181,0.94368,0.80765,0.86261,0.6172,0.34859,0.65217,0.12189,0.000391546,0.000391546,0.000391546
24,252.57,0.19468,0.34739,0.05997,0.91668,0.8162,0.86504,0.60831,0.34786,0.70638,0.11739,0.000344389,0.000344389,0.000344389
25,262.009,0.18222,0.32636,0.06856,0.9476,0.83045,0.86497,0.61777,0.34539,0.66053,0.11654,0.000297232,0.000297232,0.000297232
26,271.405,0.18043,0.32885,0.06335,0.93783,0.85391,0.89941,0.64719,0.33123,0.59176,0.10919,0.000250075,0.000250075,0.000250075
27,280.839,0.17165,0.31226,0.05481,0.91468,0.87357,0.89711,0.65919,0.31181,0.5997,0.10005,0.000202918,0.000202918,0.000202918
28,290.418,0.1465,0.25761,0.05338,0.89353,0.80499,0.85729,0.63701,0.31751,0.77207,0.10099,0.000155761,0.000155761,0.000155761
29,299.793,0.14258,0.24662,0.06038,0.96022,0.75951,0.85833,0.63499,0.32219,0.83657,0.1014,0.000108604,0.000108604,0.000108604
30,309.198,0.177,0.38518,0.06117,0.94281,0.79591,0.86964,0.64124,0.31584,0.72205,0.09977,6.1447e-05,6.1447e-05,6.1447e-05
