epoch,train_loss,val_loss,train_classifier_loss,val_classifier_loss,learning_rate
1,0.037807566758531794,0.1777525506913662,0.016131641916357554,0.09594826214015484,0.0001
2,0.03270671187111965,0.15272688120603561,0.01429505947117622,0.07867138087749481,0.0001
3,0.029690977472525377,0.1662631593644619,0.01226381162324777,0.09447601437568665,0.0001
4,0.026632579795729656,0.18897534534335136,0.011179155813386807,0.11621117778122425,0.0001
5,0.02342544739636091,0.18629542738199234,0.008567895059688734,0.11282691918313503,0.0001
6,0.024898573075636074,0.20208904892206192,0.009543658646110158,0.13281175307929516,0.0001
7,0.020761286123440817,0.18213678151369095,0.007716260814609436,0.10830490104854107,0.0001
8,0.021685711108148098,0.1974949762225151,0.008097427055382958,0.11646867543458939,0.0001
9,0.019619283839487113,0.18684774450957775,0.0074244155548512936,0.11056227795779705,5e-05
10,0.019539587414608553,0.19024813920259476,0.006480095460294531,0.1158257108181715,5e-05
11,0.019385354235195197,0.18520165234804153,0.00712143241141278,0.11193750984966755,5e-05
12,0.01754155672656802,0.21035239472985268,0.0060517245348399645,0.1320829764008522,5e-05
13,0.016112213631948598,0.19075299054384232,0.005530596048069688,0.11465111561119556,5e-05
14,0.01640346420642275,0.20240691304206848,0.006138757480165133,0.12331720814108849,5e-05
15,0.013534394880900016,0.20219450443983078,0.00452042892217063,0.12359538301825523,2.5e-05
