epoch,train_loss,val_loss,train_classifier_loss,val_classifier_loss,learning_rate
1,0.02623580952852287,0.13194823451340199,0.010441320447364089,0.0733753265812993,0.0001
2,0.024126482940504724,0.15525391418486834,0.009702059006403115,0.09220945835113525,0.0001
3,0.02448636166412722,0.16011703666299582,0.009033208275496057,0.10096181742846966,0.0001
4,0.020663791124013987,0.19639008678495884,0.007498290198837463,0.11974475346505642,0.0001
5,0.020068754547868262,0.16436431091278791,0.006794083150893901,0.09420319693163037,0.0001
6,0.019228806571018966,0.17728989571332932,0.007268496497999877,0.10670979507267475,0.0001
7,0.018360856281960325,0.16599676571786404,0.007083464562046257,0.0958931278437376,0.0001
8,0.018459557709072462,0.16004924103617668,0.006582539331055049,0.0968254548497498,5e-05
9,0.018063306896003654,0.1461736923083663,0.00660809372339193,0.08745623519644141,5e-05
10,0.01559986867659697,0.19405836518853903,0.005635319143810634,0.12607207521796227,5e-05
11,0.014813421370821412,0.19021635968238115,0.0053653267651415345,0.12233282113447785,5e-05
12,0.01625958152572187,0.1983160963281989,0.005589794333597335,0.12773881293833256,5e-05
13,0.014484255830845514,0.19959597568958998,0.004939017639668292,0.1310844151303172,5e-05
14,0.015293597266656545,0.20029427111148834,0.005615015271442561,0.12934773694723845,2.5e-05
15,0.02074607953457444,0.19902419485151768,0.008967600903953567,0.1267282124608755,2.5e-05
16,0.014985793333669955,0.2047151206061244,0.005484292625844704,0.1333394218236208,2.5e-05
