image_path,evaluation
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/5Z/107MEDIA/DSCF0206.JPG,Incorrect
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/5Z/107MEDIA/DSCF0205.JPG,Incorrect
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/5Z/107MEDIA/DSCF0204.JPG,Incorrect
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/5Z/107MEDIA/DSCF0203.JPG,Incorrect
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/5Z/107MEDIA/DSCF0202.JPG,Incorrect
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/5Z/108MEDIA/DSCF0088.JPG,Incorrect
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/5Z/108MEDIA/DSCF0153.JPG,Correct
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/5Z/108MEDIA/DSCF0270.JPG,Correct
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/5Z/109MEDIA/DSCF0290.JPG,Correct
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/5Z/109MEDIA/DSCF0288.JPG,Correct
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/5Z/109MEDIA/DSCF0289.JPG,Correct
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/5Z/109MEDIA/DSCF0138.JPG,Correct
