epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.2595,0.90803,0.92047,0.00352,0.89859,0.72207,0.82643,0.62345,1.11958,1.29773,0.00539,8.574e-05,8.574e-05,8.574e-05
2,18.4254,0.8866,0.61332,0.00327,0.88597,0.72322,0.8254,0.61726,1.11974,1.27853,0.00543,0.00017964,0.00017964,0.00017964
3,27.6133,0.82204,0.62642,0.0035,0.8259,0.62659,0.73737,0.55337,1.21921,1.46755,0.00611,0.000266937,0.000266937,0.000266937
4,33.4668,0.79541,0.61034,0.00335,0.78174,0.66328,0.78629,0.61041,1.16611,1.27896,0.00559,0.000347633,0.000347633,0.000347633
5,38.3639,0.84984,0.61999,0.00309,0.77956,0.65062,0.7811,0.59654,1.15934,1.55028,0.00561,0.000421726,0.000421726,0.000421726
6,42.8367,0.84745,0.59582,0.00342,0.80895,0.66467,0.7692,0.58566,1.11002,1.66497,0.00541,0.000489218,0.000489218,0.000489218
7,46.9991,0.89341,0.62156,0.00365,0.76904,0.72489,0.80445,0.57991,1.08878,1.47065,0.00538,0.000550108,0.000550108,0.000550108
8,51.0734,0.83695,0.60272,0.00342,0.76454,0.66395,0.78546,0.58231,1.13517,1.50295,0.00553,0.000604396,0.000604396,0.000604396
9,55.1517,0.89624,0.66132,0.00376,0.80292,0.71119,0.81338,0.60146,1.22494,1.36566,0.00602,0.000652081,0.000652081,0.000652081
10,59.5406,0.90399,0.69569,0.00401,0.80456,0.69887,0.823,0.61603,1.16288,1.39203,0.0058,0.000693165,0.000693165,0.000693165
11,63.6005,0.82089,0.52833,0.00375,0.7972,0.6256,0.80337,0.59534,1.15951,1.39264,0.00578,0.000727647,0.000727647,0.000727647
12,67.7206,0.85435,0.56694,0.00311,0.84024,0.60654,0.7977,0.59272,1.15619,1.52328,0.00578,0.000755527,0.000755527,0.000755527
13,71.7839,0.86306,0.64898,0.00356,0.76707,0.73116,0.79491,0.60966,1.10069,1.43612,0.00552,0.000776804,0.000776804,0.000776804
14,75.9363,0.8357,0.70267,0.00306,0.89049,0.70358,0.82792,0.60349,1.21468,1.28113,0.00602,0.00079148,0.00079148,0.00079148
15,79.999,0.89901,0.55053,0.00382,0.92362,0.65525,0.8406,0.60519,1.22002,1.34227,0.00616,0.000768802,0.000768802,0.000768802
16,84.1629,0.85504,0.63244,0.00414,0.88112,0.68246,0.83729,0.61082,1.16099,1.37774,0.00585,0.000721645,0.000721645,0.000721645
17,88.2232,0.88772,0.51274,0.00331,0.80084,0.74465,0.8234,0.5919,1.15257,1.31683,0.00566,0.000674488,0.000674488,0.000674488
18,92.5805,0.89738,0.65351,0.00412,0.85798,0.69692,0.79074,0.57109,1.13527,1.23969,0.0055,0.000627331,0.000627331,0.000627331
19,96.6305,0.81387,0.53551,0.00357,0.78291,0.71704,0.77638,0.5746,1.1336,1.32531,0.00552,0.000580174,0.000580174,0.000580174
20,100.79,0.80792,0.55422,0.00327,0.80835,0.69026,0.784,0.5876,1.14555,1.437,0.00564,0.000533017,0.000533017,0.000533017
21,108.703,0.68578,0.46635,0.00372,0.88513,0.68341,0.79149,0.60484,1.14647,1.47434,0.00554,0.00048586,0.00048586,0.00048586
22,113.214,0.77536,0.56724,0.00485,0.8233,0.70181,0.79959,0.62654,1.13107,1.53141,0.00539,0.000438703,0.000438703,0.000438703
23,117.952,0.7176,0.37259,0.0033,0.89389,0.65823,0.80725,0.63451,1.1146,1.50308,0.00539,0.000391546,0.000391546,0.000391546
24,122.091,0.65739,0.43835,0.00391,0.90749,0.66971,0.80892,0.60997,1.15193,1.43743,0.00564,0.000344389,0.000344389,0.000344389
25,126.349,0.73328,0.3798,0.00458,0.86014,0.65533,0.80182,0.59857,1.14318,1.44113,0.00552,0.000297232,0.000297232,0.000297232
26,130.328,0.66279,0.40168,0.00341,0.79003,0.68623,0.79687,0.60495,1.10408,1.44255,0.00535,0.000250075,0.000250075,0.000250075
27,134.388,0.5919,0.36178,0.00376,0.83425,0.6699,0.79131,0.60165,1.09296,1.44464,0.00532,0.000202918,0.000202918,0.000202918
28,138.455,0.62958,0.38391,0.0036,0.83514,0.66518,0.78662,0.60634,1.09471,1.45182,0.00535,0.000155761,0.000155761,0.000155761
29,142.551,0.62619,0.38373,0.00272,0.84245,0.65255,0.78394,0.59824,1.09065,1.4487,0.00528,0.000108604,0.000108604,0.000108604
30,146.646,0.56474,0.31577,0.00282,0.85421,0.64935,0.78662,0.5999,1.09745,1.43774,0.0053,6.1447e-05,6.1447e-05,6.1447e-05
