image_path,status
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/3R/108MEDIA/DSCF0154.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/100MEDIA/DSCF0559.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/22.09-29.09.2025/3R/100MEDIA/DSCF0877.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/103MEDIA/DSCF0590.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/3R/109MEDIA/DSCF0269.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/100MEDIA/DSCF0709.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/3R/102MEDIA/DSCF0851.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/107MEDIA/DSCF0137.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/3R/104MEDIA/DSCF0176.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/101MEDIA/DSCF0125.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3R/107MEDIA/DSCF0295.JPG,To annotate
/srv/shared_leopard_toad/2024/16.09.2024/6R/101MEDIA/DSCF0909.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/3R/106MEDIA/DSCF0356.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/103MEDIA/DSCF0611.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3R/107MEDIA/DSCF0148.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/3R/102MEDIA/DSCF0768.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/3R/102MEDIA/DSCF0877.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3R/107MEDIA/DSCF0252.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3R/109MEDIA/DSCF0178.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3R/109MEDIA/DSCF0158.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/3R/108MEDIA/DSCF0027.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/3R/100MEDIA/DSCF0429.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3R/104MEDIA/DSCF0262.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3R/105MEDIA/DSCF0745.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/3R/103MEDIA/DSCF0039.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3R/106MEDIA/DSCF0148.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/21-28.08.2025/6R/100MEDIA/DSCF0003.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/100MEDIA/DSCF0842.JPG,To annotate
/srv/shared_leopard_toad/2024/11.10.2024/6R/100MEDIA/DSCF0232.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/3Z/105MEDIA/DSCF0079.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/3R/100MEDIA/DSCF0301.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/3R/103MEDIA/DSCF0235.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/100MEDIA/DSCF0655.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3R/109MEDIA/DSCF0267.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/102MEDIA/DSCF0717.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/105MEDIA/DSCF0292.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3R/109MEDIA/DSCF0205.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3R/105MEDIA/DSCF0913.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/100MEDIA/DSCF0798.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/107MEDIA/DSCF0026.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3R/107MEDIA/DSCF0073.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/3R/104MEDIA/DSCF0219.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/101MEDIA/DSCF0587.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3R/105MEDIA/DSCF0654.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/3R/103MEDIA/DSCF0142.JPG,To annotate
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3R/101MEDIA/DSCF0570.JPG,To annotate
