epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,35.3396,0.88088,1.91213,0.39241,0.3914,0.22659,0.26109,0.19266,0.45665,1.16795,0.13179,0.00017148,0.00017148,0.00017148
2,44.1172,0.57683,1.13973,0.26295,0.95254,0.36111,0.44501,0.29734,0.47258,0.90082,0.14201,0.000353713,0.000353713,0.000353713
3,53.0989,0.44694,1.03359,0.19566,0.68205,0.71288,0.69861,0.46489,0.39413,0.80178,0.11444,0.000532268,0.000532268,0.000532268
4,62.0271,0.48553,0.8801,0.19691,0.92744,0.57165,0.67064,0.45915,0.44557,0.89015,0.1923,0.000707145,0.000707145,0.000707145
5,70.6482,0.46995,0.88639,0.19145,0.93607,0.71844,0.82247,0.57874,0.36276,0.9306,0.1025,0.000878343,0.000878343,0.000878343
6,79.5489,0.37183,0.86546,0.13038,0.93624,0.73858,0.83444,0.56254,0.3716,0.58908,0.10774,0.00104586,0.00104586,0.00104586
7,88.1653,0.35153,0.79453,0.12754,0.85273,0.7624,0.77785,0.53459,0.364,0.74972,0.1034,0.00120971,0.00120971,0.00120971
8,96.7277,0.39534,0.77465,0.11394,0.85997,0.76133,0.8254,0.57084,0.36099,0.7932,0.10827,0.00132997,0.00132997,0.00132997
9,105.275,0.37228,0.71561,0.12526,0.91549,0.71119,0.84282,0.5585,0.3969,0.85512,0.11048,0.00131582,0.00131582,0.00131582
10,113.843,0.40768,0.71895,0.13765,0.93347,0.67935,0.74928,0.45187,0.4773,0.94474,0.12314,0.00130168,0.00130168,0.00130168
11,122.638,0.42809,0.74369,0.10933,0.90551,0.78039,0.80954,0.52924,0.38386,0.67502,0.10812,0.00128753,0.00128753,0.00128753
12,131.316,0.33283,0.66448,0.1085,0.84534,0.61743,0.66318,0.4326,0.43421,0.83359,0.13004,0.00127338,0.00127338,0.00127338
13,140.008,0.44994,0.67503,0.14317,0.92755,0.80259,0.82126,0.53592,0.41709,0.66356,0.1228,0.00125923,0.00125923,0.00125923
