epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,23.0504,1.47373,180.209,0.90314,0.00982,0.12462,0.00721,0.00388,1.39086,7.54372,0.68438,0.00022864,0.00022864,0.00022864
2,39.7991,1.08971,3.2676,0.70413,0.04631,0.26389,0.20574,0.14764,0.59783,1.58823,0.18179,0.000463789,0.000463789,0.000463789
3,54.6096,0.70719,1.5912,0.39576,0.35329,0.3261,0.3345,0.22881,2.25669,0.47979,2.39626,0.000690921,0.000690921,0.000690921
4,69.0046,0.77457,1.14706,0.39676,0.94475,0.15278,0.19699,0.13149,1.44128,0.86825,0.8143,0.000910037,0.000910037,0.000910037
5,83.4677,0.46803,1.00574,0.21822,0.77322,0.16532,0.25314,0.18225,0.97357,1.38513,0.36203,0.00112114,0.00112114,0.00112114
6,97.8309,0.55717,1.00604,0.26743,0,0,0,0,nan,nan,nan,0.00131111,0.00131111,0.00131111
7,111.85,0.65648,1.20308,0.3168,0,0,0,0,nan,nan,nan,0.00128753,0.00128753,0.00128753
8,126.284,0.73831,1.03743,0.41064,0.25973,0.07534,0.06997,0.03479,2.00798,0.47366,1.01606,0.00126395,0.00126395,0.00126395
9,140.351,0.57593,1.10439,0.24772,0,0,0,0,nan,nan,nan,0.00124037,0.00124037,0.00124037
10,154.538,0.56933,1.12534,0.28749,0,0,0,0,nan,nan,nan,0.00121679,0.00121679,0.00121679
11,169.248,0.66179,1.07979,0.35084,0.55297,0.41267,0.40146,0.21268,nan,nan,nan,0.00119322,0.00119322,0.00119322
12,183.477,0.53379,1.09316,0.23926,0.1381,0.06906,0.05566,0.01935,1.01884,1.2314,0.4086,0.00116964,0.00116964,0.00116964
13,197.756,0.53727,1.16917,0.24279,0.48508,0.18645,0.19094,0.10712,0.638,1.42328,0.22459,0.00114606,0.00114606,0.00114606
14,212.678,0.51893,1.00539,0.25359,0.80478,0.62062,0.65714,0.40193,nan,nan,nan,0.00112248,0.00112248,0.00112248
15,227.193,0.58824,0.97092,0.29297,0.58668,0.48145,0.53692,0.36219,0.63367,0.98297,0.17504,0.0010989,0.0010989,0.0010989
16,241.378,0.52827,0.96522,0.26393,0.84007,0.58035,0.69739,0.45313,nan,nan,nan,0.00107532,0.00107532,0.00107532
17,255.993,0.4112,1.00993,0.16521,0.73293,0.37919,0.36034,0.22221,nan,nan,nan,0.00105174,0.00105174,0.00105174
18,270.326,0.52785,1.00843,0.27655,0.76945,0.40579,0.46235,0.26135,1.32983,0.66789,0.5411,0.00102817,0.00102817,0.00102817
19,284.644,0.47733,0.83216,0.21868,0.80596,0.80386,0.82183,0.54194,0.35729,0.75551,0.10213,0.00100459,0.00100459,0.00100459
20,299.571,0.51031,0.92402,0.19811,0.93284,0.66046,0.77442,0.47808,0.43577,0.84332,0.13052,0.000981008,0.000981008,0.000981008
