image_path,image_name,subfolder,class_id,class_name,confidence,xmin,ymin,xmax,ymax
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/5Z/103MEDIA/DSCF0545.JPG,DSCF0545.JPG,5Z/103MEDIA,0,Other_Amphibian,0.2447,3201.4,1497.1,3362.7,1770.1
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/5Z/104MEDIA/DSCF0374.JPG,DSCF0374.JPG,5Z/104MEDIA,0,Other_Amphibian,0.8729,3117.4,1760.7,3319.4,1985.8
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/5Z/102MEDIA/DSCF0012.JPG,DSCF0012.JPG,5Z/102MEDIA,0,Other_Amphibian,0.8138,3235.9,1189.9,3505.8,1482.6
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/5Z/102MEDIA/DSCF0001.JPG,DSCF0001.JPG,5Z/102MEDIA,0,Other_Amphibian,0.3573,3135.7,1106.3,3532.7,1486.3
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/5Z/102MEDIA/DSCF0755.JPG,DSCF0755.JPG,5Z/102MEDIA,0,Other_Amphibian,0.2676,3927.6,1084.9,4242.8,1512.1
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/5Z/102MEDIA/DSCF0044.JPG,DSCF0044.JPG,5Z/102MEDIA,0,Other_Amphibian,0.8643,2199.7,1489.0,2398.9,1778.3
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/5Z/102MEDIA/DSCF0761.JPG,DSCF0761.JPG,5Z/102MEDIA,0,Other_Amphibian,0.3860,4062.2,1922.9,4262.1,2190.6
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/5Z/102MEDIA/DSCF0754.JPG,DSCF0754.JPG,5Z/102MEDIA,0,Other_Amphibian,0.7260,3876.6,1082.1,4237.3,1356.3
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/5Z/102MEDIA/DSCF0045.JPG,DSCF0045.JPG,5Z/102MEDIA,0,Other_Amphibian,0.7350,2181.1,1524.9,2375.2,1777.4
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/5Z/102MEDIA/DSCF0788.JPG,DSCF0788.JPG,5Z/102MEDIA,2,Western_Leopard_Toad,0.4557,4814.3,2443.9,5369.3,2864.4
