epoch,train_loss,val_loss,train_classifier_loss,val_classifier_loss,learning_rate
1,0.05087483554546322,0.13928738702088594,0.02078726834484509,0.08012270368635654,0.0001
2,0.0480973736516067,0.13819378800690174,0.020907492243817875,0.07652044435963035,0.0001
3,0.043138248047658374,0.12544349301606417,0.015886351466178894,0.06666797772049904,0.0001
4,0.03891782582338367,0.13673696480691433,0.015361682079466326,0.08036615792661905,0.0001
5,0.036279064802719016,0.14401517808437347,0.013332591292315297,0.08382933028042316,0.0001
6,0.03328568608100925,0.1643894435837865,0.011270482026572739,0.1008852468803525,0.0001
7,0.035173713362642696,0.1450146920979023,0.012227523207132305,0.08553055580705404,0.0001
8,0.03526709395061646,0.15636557061225176,0.011048495420254767,0.09652089001610875,0.0001
9,0.03622474641140018,0.16588714439421892,0.012818626094875591,0.09953318210318685,0.0001
10,0.03318847196974924,0.15285652875900269,0.011176233545743994,0.08858057111501694,5e-05
11,0.033155545725354126,0.17326992191374302,0.011424584813149912,0.10804503550752997,5e-05
12,0.029991248489490578,0.1612784480676055,0.010839986382052302,0.09490011213347316,5e-05
13,0.026100779550948312,0.16222318541258574,0.008798148083899702,0.09635897073894739,5e-05
14,0.024765701764928445,0.1654828293249011,0.008508069008322698,0.09825368598103523,5e-05
15,0.028020499939365045,0.1800008686259389,0.0100052961747029,0.10797627363353968,5e-05
16,0.02495343524164387,0.17729715444147587,0.008088225049764983,0.10713716596364975,2.5e-05
17,0.02358041500805744,0.17709045950323343,0.0081493926533897,0.10649030050262809,2.5e-05
18,0.024390533566474915,0.1789096938446164,0.00795816899543362,0.10937502235174179,2.5e-05
