epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,21.0979,0.25364,0.44024,0.10087,0.94709,0.7969,0.84656,0.59921,0.34976,0.70705,0.10188,4.287e-05,4.287e-05,4.287e-05
2,26.6352,0.30331,0.41386,0.10562,0.90585,0.79985,0.81758,0.56982,0.38465,0.64576,0.11542,9.6729e-05,9.6729e-05,9.6729e-05
3,32.3001,0.27568,0.44312,0.09411,0.92132,0.75894,0.81274,0.56304,0.3805,0.66715,0.11467,0.000146815,0.000146815,0.000146815
4,37.5124,0.20666,0.38232,0.07687,0.87083,0.80369,0.82589,0.57341,0.45322,0.69628,0.147,0.000193129,0.000193129,0.000193129
5,42.7736,0.21999,0.39684,0.08769,0.8363,0.62024,0.59989,0.4001,0.45681,0.84243,0.15328,0.000235671,0.000235671,0.000235671
6,48.0048,0.22767,0.36296,0.08729,0.82617,0.66243,0.62437,0.42836,0.43602,0.66946,0.14146,0.000274439,0.000274439,0.000274439
7,53.2467,0.18282,0.31446,0.04968,0.77811,0.58674,0.59496,0.41257,0.48356,0.89134,0.16814,0.000309436,0.000309436,0.000309436
8,58.4682,0.22831,0.39519,0.09694,0.7755,0.65468,0.63512,0.4375,0.42915,0.68834,0.14678,0.000340659,0.000340659,0.000340659
9,63.7025,0.21597,0.36672,0.09162,0.84781,0.66819,0.64561,0.45685,0.37327,0.89653,0.11525,0.00036811,0.00036811,0.00036811
10,68.86,0.21864,0.43264,0.11335,0.89978,0.64668,0.67068,0.46376,0.36106,1.0671,0.1129,0.000391789,0.000391789,0.000391789
11,74.067,0.20395,0.38911,0.07813,0.76556,0.70282,0.66701,0.47062,0.35453,0.83322,0.10952,0.000411695,0.000411695,0.000411695
12,79.2643,0.241,0.37789,0.08606,0.85869,0.58633,0.60768,0.41908,0.41725,1.00635,0.13575,0.000427828,0.000427828,0.000427828
13,84.4175,0.20835,0.37321,0.07931,0.84015,0.59508,0.65934,0.47456,0.41954,0.87651,0.14965,0.000440189,0.000440189,0.000440189
14,89.4742,0.22036,0.40606,0.08319,0.85288,0.79274,0.86149,0.61725,0.37303,0.67866,0.11442,0.000448777,0.000448777,0.000448777
15,94.7089,0.21428,0.40029,0.07323,0.91105,0.70384,0.8279,0.58098,0.42431,0.69009,0.15699,0.000453593,0.000453593,0.000453593
16,99.7965,0.23765,0.36111,0.08703,0.90495,0.62631,0.64126,0.4475,0.41115,0.87337,0.15588,0.000454636,0.000454636,0.000454636
17,104.878,0.22565,0.37279,0.0809,0.86992,0.61298,0.63642,0.45145,0.38468,0.8299,0.1301,0.000451907,0.000451907,0.000451907
18,109.957,0.22259,0.34385,0.06112,0.90978,0.69711,0.77424,0.5607,0.38542,0.68113,0.13321,0.000445405,0.000445405,0.000445405
19,115.071,0.20815,0.34328,0.06135,0.91897,0.74788,0.83081,0.62219,0.35564,0.64911,0.12799,0.00043513,0.00043513,0.00043513
20,120.377,0.14887,0.33357,0.05292,0.92882,0.78598,0.86068,0.6432,0.37311,0.59871,0.14854,0.000421083,0.000421083,0.000421083
21,130.13,0.17627,0.33587,0.08,0.92195,0.70068,0.76191,0.5527,0.49327,0.53245,0.226,0.000403264,0.000403264,0.000403264
22,135.388,0.15843,0.34171,0.0931,0.87194,0.63647,0.63284,0.44139,0.48515,0.75117,0.19929,0.000381672,0.000381672,0.000381672
23,140.515,0.17649,0.34458,0.07173,0.89084,0.63999,0.65048,0.4546,0.50453,0.69441,0.19383,0.000356307,0.000356307,0.000356307
24,145.639,0.20078,0.32744,0.09171,0.92388,0.69182,0.73887,0.53708,0.38713,0.67786,0.14108,0.00032717,0.00032717,0.00032717
25,150.749,0.16593,0.26645,0.06932,0.93269,0.79747,0.85568,0.62715,0.38199,0.59619,0.13434,0.00029426,0.00029426,0.00029426
26,155.862,0.12494,0.29121,0.04473,0.94388,0.79083,0.84969,0.61532,0.39569,0.6302,0.13618,0.000250075,0.000250075,0.000250075
27,160.96,0.12223,0.24649,0.04134,0.94398,0.77697,0.85213,0.6205,0.40109,0.66815,0.13855,0.000202918,0.000202918,0.000202918
28,166.047,0.13217,0.25478,0.04544,0.91617,0.79395,0.85543,0.62598,0.40003,0.67237,0.13183,0.000155761,0.000155761,0.000155761
29,171.116,0.16318,0.27341,0.06413,0.89884,0.76617,0.82696,0.61213,0.38908,0.70941,0.1272,0.000108604,0.000108604,0.000108604
30,176.159,0.20478,0.27746,0.08425,0.89038,0.75228,0.80939,0.59761,0.38849,0.71258,0.12657,6.1447e-05,6.1447e-05,6.1447e-05
