epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.951,1.18382,22.5153,0.00565,0.19623,0.08904,0.09726,0.06518,1.16433,8.3157,0.00597,0.00012861,0.00012861,0.00012861
2,40.1367,1.14287,15.7161,0.00572,0.67137,0.41805,0.48387,0.33086,1.13567,4.36168,0.00558,0.00026703,0.00026703,0.00026703
3,45.7993,1.23258,8.33378,0.00746,0.94141,0.32877,0.48394,0.24768,1.49244,2.84403,0.00817,0.000400734,0.000400734,0.000400734
4,51.3262,1.36669,4.32023,0.00737,0.75221,0.43049,0.62639,0.37466,1.33,2.12972,0.0068,0.000529723,0.000529723,0.000529723
5,57.0082,1.3791,2.95941,0.0081,0.75437,0.58959,0.65665,0.40329,1.54707,1.7603,0.00849,0.000653996,0.000653996,0.000653996
6,62.4135,1.42609,2.62884,0.00916,0.73108,0.66046,0.69943,0.36848,1.64311,1.49312,0.00874,0.000773553,0.000773553,0.000773553
7,67.8214,1.47589,2.0165,0.00894,0.43191,0.24965,0.35656,0.197,1.63317,2.66783,0.00921,0.000888395,0.000888395,0.000888395
8,73.358,1.3593,1.58303,0.00705,0.6902,0.65731,0.74489,0.41867,1.58772,1.43732,0.0085,0.000998521,0.000998521,0.000998521
9,78.8032,1.41422,1.70698,0.01028,0.98919,0.4033,0.60669,0.37166,1.53543,1.86082,0.00811,0.00110393,0.00110393,0.00110393
10,84.145,1.47171,1.9364,0.00983,0.49913,0.27607,0.31173,0.16203,2.42007,3.37171,0.01369,0.00120463,0.00120463,0.00120463
11,89.5441,1.42867,1.61588,0.0089,0.49068,0.16662,0.19769,0.11439,2.31603,4.2049,0.01269,0.00119322,0.00119322,0.00119322
12,94.8871,1.45767,1.70333,0.0084,0.67902,0.575,0.71654,0.39662,1.67049,2.3958,0.00922,0.00116964,0.00116964,0.00116964
13,100.454,1.44694,1.78112,0.00885,0.80221,0.54141,0.66902,0.34891,1.6709,2.75555,0.00857,0.00114606,0.00114606,0.00114606
14,105.833,1.3673,1.60674,0.00876,0.55041,0.42047,0.48171,0.29047,1.53534,2.03553,0.00836,0.00112248,0.00112248,0.00112248
15,111.221,1.36507,1.51379,0.00872,0.51884,0.56621,0.55429,0.30574,1.83095,2.35828,0.0095,0.0010989,0.0010989,0.0010989
16,116.613,1.31722,1.34801,0.00823,0.7186,0.54433,0.62786,0.40818,1.50358,3.02453,0.00746,0.00107532,0.00107532,0.00107532
17,121.926,1.40462,1.2829,0.00984,0.5728,0.55826,0.5872,0.3416,1.63191,3.14936,0.00863,0.00105174,0.00105174,0.00105174
18,127.464,1.35145,1.22501,0.0066,0.61421,0.46937,0.55927,0.32243,1.69549,2.24615,0.00896,0.00102817,0.00102817,0.00102817
19,132.815,1.37643,1.33298,0.00914,0.60939,0.37986,0.45633,0.26241,1.70672,3.13801,0.00952,0.00100459,0.00100459,0.00100459
20,138.172,1.33039,1.11988,0.00905,0.69717,0.55289,0.6287,0.38231,1.63002,1.71051,0.00851,0.000981008,0.000981008,0.000981008
21,143.488,1.32329,1.17964,0.00982,0.84004,0.68358,0.77595,0.45939,1.48517,1.55091,0.0078,0.00095743,0.00095743,0.00095743
22,148.973,1.3346,1.09306,0.00784,0.80396,0.48623,0.64459,0.40573,1.47449,1.84848,0.00798,0.000933851,0.000933851,0.000933851
23,154.341,1.21592,1.00728,0.00659,0.78268,0.48954,0.64499,0.43064,1.39901,2.11346,0.0074,0.000910273,0.000910273,0.000910273
24,159.873,1.24477,1.06683,0.0086,0.53027,0.39422,0.4959,0.22847,1.89069,3.11176,0.01107,0.000886694,0.000886694,0.000886694
25,165.389,1.21684,1.14042,0.00848,0.45309,0.38718,0.42674,0.21194,1.85561,2.90774,0.01058,0.000863116,0.000863116,0.000863116
26,171.013,1.14796,1.01966,0.00714,0.69443,0.59849,0.69281,0.45748,1.45514,1.62319,0.00766,0.000839537,0.000839537,0.000839537
27,176.573,1.19847,0.92457,0.00798,0.77206,0.60084,0.69311,0.44583,1.38139,1.77642,0.00717,0.000815959,0.000815959,0.000815959
28,181.831,1.20233,0.86472,0.00773,0.85493,0.48536,0.6861,0.48204,1.29508,2.4998,0.0067,0.00079238,0.00079238,0.00079238
29,187.368,1.1815,0.86855,0.00779,0.77348,0.62119,0.71914,0.4823,1.45049,1.51972,0.00725,0.000768802,0.000768802,0.000768802
30,192.85,1.17202,0.89217,0.00832,0.86999,0.6579,0.76547,0.53324,1.25245,1.46899,0.00645,0.000745223,0.000745223,0.000745223
31,198.351,1.13048,0.9235,0.00867,0.72243,0.73154,0.74902,0.51693,1.22938,1.34176,0.00671,0.000721645,0.000721645,0.000721645
32,203.745,1.05465,0.88365,0.00719,0.72783,0.68227,0.78545,0.53538,1.22112,1.25434,0.00643,0.000698066,0.000698066,0.000698066
33,209.164,1.11916,0.86107,0.00713,0.86201,0.76206,0.84073,0.60436,1.1067,1.18258,0.00591,0.000674488,0.000674488,0.000674488
34,214.847,1.04443,0.82046,0.00621,0.76001,0.8114,0.84659,0.58234,1.14889,0.83287,0.00602,0.000650909,0.000650909,0.000650909
35,220.252,1.05539,0.79241,0.00646,0.83148,0.62595,0.76985,0.52965,1.17683,1.15256,0.00632,0.000627331,0.000627331,0.000627331
36,225.661,1.08661,0.89537,0.00745,0.95455,0.6895,0.84697,0.59295,1.21238,1.05139,0.00612,0.000603752,0.000603752,0.000603752
37,231.04,0.98171,0.7716,0.00575,0.82142,0.74922,0.84284,0.58368,1.19263,0.98484,0.00614,0.000580174,0.000580174,0.000580174
38,236.418,0.99355,0.62526,0.00604,0.9058,0.61494,0.80797,0.57792,1.19709,1.30268,0.00592,0.000556595,0.000556595,0.000556595
39,241.789,0.86938,0.62581,0.00642,0.8089,0.73078,0.8122,0.60847,1.12467,1.30512,0.00571,0.000533017,0.000533017,0.000533017
40,247.397,0.82055,0.58083,0.00538,0.78225,0.74317,0.84683,0.62029,1.14645,1.1667,0.00587,0.000509438,0.000509438,0.000509438
