epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,117.913,1.64125,11.9663,1.53103,0.00139,0.75027,0.01352,0.01028,0.68656,5.32346,0.98674,0.00010003,0.00010003,0.00010003
2,141.763,1.35415,12.5488,1.40855,0.00674,0.6557,0.28723,0.19493,1.07645,5.30447,1.01243,0.000212228,0.000212228,0.000212228
3,163.658,1.24831,9.85825,1.26273,0.00084,0.77823,0.25183,0.14647,1.2473,5.49432,1.14676,0.000322162,0.000322162,0.000322162
4,177.419,1.15195,9.28511,1.20308,0.00154,0.77303,0.30944,0.19008,1.28576,5.35563,1.19761,0.000429833,0.000429833,0.000429833
5,189.303,1.24515,8.48828,1.29461,0.0016,0.85362,0.41629,0.23889,1.27413,5.43892,1.25752,0.000535241,0.000535241,0.000535241
6,198.39,1.27729,7.54769,1.3628,0.00091,0.57155,0.19125,0.08113,1.37783,5.98722,1.4709,0.000638384,0.000638384,0.000638384
7,209.78,1.25347,7.13859,1.37083,0.001,0.66831,0.24452,0.13291,1.47003,5.71224,1.64115,0.000739265,0.000739265,0.000739265
8,217.181,1.13821,6.35894,1.2428,0.99172,0.4131,0.53612,0.32661,1.56094,5.30548,1.54332,0.000837881,0.000837881,0.000837881
9,228.745,1.27355,6.70176,1.34239,1,0.1155,0.35408,0.21905,1.40108,5.49316,1.58366,0.000934234,0.000934234,0.000934234
10,237.46,1.26273,6.40507,1.34157,0.97686,0.05208,0.14355,0.07843,1.59524,5.69094,1.90655,0.00102832,0.00102832,0.00102832
11,247.487,1.12427,5.71706,1.25904,1,0.05186,0.10673,0.0581,1.83663,6.47351,2.07277,0.00112015,0.00112015,0.00112015
12,257.529,1.22971,5.68907,1.37443,0.97932,0.3721,0.53563,0.34184,1.25443,3.99148,1.33584,0.00120971,0.00120971,0.00120971
13,269.322,1.22875,4.99739,1.2794,0.89277,0.45916,0.52469,0.28775,1.58317,4.65875,1.66538,0.00125923,0.00125923,0.00125923
