epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,24.6595,0.31834,0.62413,0.12637,0.84955,0.73978,0.85717,0.60749,0.45545,0.5582,0.17494,4.287e-05,4.287e-05,4.287e-05
2,30.5012,0.3449,0.5421,0.12072,0.96087,0.81978,0.85244,0.6102,0.45556,0.49189,0.17628,9.6729e-05,9.6729e-05,9.6729e-05
3,36.5663,0.29743,0.60297,0.10653,0.95807,0.8528,0.90541,0.63269,0.40566,0.51185,0.12134,0.000146815,0.000146815,0.000146815
4,42.0046,0.23112,0.48543,0.08265,0.92918,0.84306,0.88969,0.63672,0.37051,0.56966,0.11521,0.000193129,0.000193129,0.000193129
5,47.4755,0.2422,0.49443,0.09011,0.90146,0.77444,0.78875,0.56524,0.34435,0.60938,0.10595,0.000235671,0.000235671,0.000235671
6,52.7392,0.24302,0.49669,0.08755,0.88509,0.7837,0.7767,0.55478,0.34475,0.57027,0.10217,0.000274439,0.000274439,0.000274439
7,57.939,0.25213,0.40823,0.08258,0.85462,0.65534,0.67244,0.47612,0.3347,0.85156,0.10418,0.000309436,0.000309436,0.000309436
8,63.131,0.24884,0.47407,0.0986,0.86358,0.71752,0.73883,0.52351,0.3525,0.70238,0.1047,0.000340659,0.000340659,0.000340659
9,68.3524,0.23475,0.42595,0.09683,0.93647,0.72336,0.74103,0.5253,0.33556,0.71849,0.10127,0.00036811,0.00036811,0.00036811
10,73.522,0.24095,0.39923,0.14274,0.89894,0.62992,0.6388,0.45499,0.36542,0.99328,0.10716,0.000391789,0.000391789,0.000391789
11,78.7468,0.23549,0.35646,0.08278,0.93417,0.74905,0.75274,0.54683,0.3384,0.68081,0.10279,0.000411695,0.000411695,0.000411695
12,84.0285,0.25097,0.39563,0.0991,0.92925,0.74858,0.76312,0.55956,0.34223,0.66482,0.10209,0.000427828,0.000427828,0.000427828
13,89.2556,0.24353,0.40913,0.09799,0.87556,0.73895,0.7275,0.5221,0.35193,0.68009,0.1061,0.000440189,0.000440189,0.000440189
14,94.4133,0.22988,0.42645,0.08621,0.87386,0.73744,0.74727,0.53551,0.38353,0.60314,0.12364,0.000448777,0.000448777,0.000448777
15,99.5507,0.24638,0.3832,0.09032,0.89666,0.68923,0.73601,0.51658,0.40621,0.61164,0.12914,0.000453593,0.000453593,0.000453593
16,104.699,0.25659,0.4239,0.08476,0.91254,0.70301,0.75223,0.5329,0.38875,0.59657,0.13152,0.000454636,0.000454636,0.000454636
17,109.835,0.22869,0.40391,0.07722,0.93818,0.73539,0.79213,0.57603,0.38594,0.58783,0.12552,0.000451907,0.000451907,0.000451907
18,115.01,0.22301,0.35101,0.06861,0.9171,0.80042,0.84087,0.60404,0.34793,0.65714,0.11807,0.000445405,0.000445405,0.000445405
19,120.192,0.23687,0.35776,0.07404,0.96719,0.77652,0.84477,0.62071,0.33408,0.594,0.10123,0.00043513,0.00043513,0.00043513
20,125.36,0.16956,0.32797,0.05722,0.95662,0.80023,0.85592,0.63285,0.32342,0.6043,0.09623,0.000421083,0.000421083,0.000421083
21,135.418,0.18036,0.36955,0.079,0.90661,0.76677,0.80219,0.59101,0.34561,0.73544,0.10848,0.000403264,0.000403264,0.000403264
22,141.176,0.18129,0.33689,0.10026,0.90074,0.74486,0.78248,0.57148,0.35048,0.76653,0.11067,0.000381672,0.000381672,0.000381672
23,146.266,0.19398,0.36107,0.08923,0.94381,0.73801,0.80185,0.57844,0.34126,0.71342,0.10339,0.000356307,0.000356307,0.000356307
24,151.382,0.22709,0.34733,0.0947,0.93904,0.78772,0.82905,0.605,0.3294,0.64876,0.09456,0.00032717,0.00032717,0.00032717
25,156.534,0.18405,0.30776,0.07295,0.94332,0.78672,0.84791,0.6308,0.32251,0.61872,0.09308,0.00029426,0.00029426,0.00029426
26,161.648,0.1465,0.27419,0.05058,0.92928,0.79376,0.84528,0.62807,0.31334,0.64318,0.09311,0.000250075,0.000250075,0.000250075
27,166.782,0.1322,0.28211,0.04695,0.95202,0.80116,0.86101,0.62582,0.31914,0.66412,0.09574,0.000202918,0.000202918,0.000202918
28,171.94,0.16066,0.27034,0.06072,0.95773,0.80668,0.85876,0.63312,0.32097,0.68416,0.09455,0.000155761,0.000155761,0.000155761
29,177.079,0.17126,0.26855,0.06858,0.95043,0.79138,0.83953,0.62824,0.31498,0.7017,0.09265,0.000108604,0.000108604,0.000108604
30,182.214,0.17548,0.26776,0.06668,0.94369,0.79146,0.83707,0.62772,0.31106,0.71106,0.09242,6.1447e-05,6.1447e-05,6.1447e-05
