epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,28.6938,1.41515,26.1568,0.00561,0.11284,0.37253,0.1833,0.13394,1.22933,6.93017,0.006,0.00022864,0.00022864,0.00022864
2,38.0057,1.23267,9.89847,0.00798,0.46955,0.33847,0.34414,0.19067,1.77327,2.78301,0.0091,0.000463789,0.000463789,0.000463789
3,46.9745,1.49495,4.1601,0.00849,0.65016,0.43531,0.46153,0.24679,1.80496,2.27039,0.00945,0.000690921,0.000690921,0.000690921
4,55.2362,1.49877,2.83092,0.01063,0.41585,0.04833,0.07094,0.04505,2.99774,35.7503,0.02209,0.000910037,0.000910037,0.000910037
5,63.3153,1.51624,2.23549,0.00883,0.02135,0.17941,0.0112,0.00614,2.13246,38.0205,0.01186,0.00112114,0.00112114,0.00112114
6,71.4841,1.66984,2.36406,0.01323,0.69345,0.08219,0.12847,0.06656,1.97628,9.1674,0.01061,0.00131111,0.00131111,0.00131111
7,79.7533,1.65464,2.28916,0.01287,0.48891,0.0898,0.21122,0.10892,2.09276,5.01811,0.01309,0.00128753,0.00128753,0.00128753
8,87.8402,1.73092,2.1854,0.01254,0.28068,0.21518,0.18601,0.09889,2.45033,6.1182,0.01615,0.00126395,0.00126395,0.00126395
9,95.9571,1.64064,2.26181,0.01182,0.42555,0.28995,0.23711,0.15169,1.9063,7.55338,0.01156,0.00124037,0.00124037,0.00124037
10,104.005,1.54945,1.90736,0.01115,0.66209,0.52157,0.57675,0.30521,1.71566,3.72879,0.00936,0.00121679,0.00121679,0.00121679
11,112.125,1.61008,1.69585,0.01167,0.31341,0.24073,0.25726,0.15962,1.97923,9.4198,0.01091,0.00119322,0.00119322,0.00119322
12,120.443,1.53049,1.82789,0.0104,0.76822,0.50388,0.62408,0.35075,1.65237,4.68806,0.00925,0.00116964,0.00116964,0.00116964
13,128.677,1.55778,1.72215,0.01093,0.81406,0.51636,0.67937,0.39712,1.53125,3.17133,0.00839,0.00114606,0.00114606,0.00114606
14,136.934,1.47905,1.57086,0.0099,0.78147,0.60769,0.69549,0.40125,1.53035,2.00829,0.00832,0.00112248,0.00112248,0.00112248
15,145.122,1.49144,1.48526,0.01137,0.72529,0.60807,0.66706,0.37828,1.69592,1.43159,0.00959,0.0010989,0.0010989,0.0010989
16,153.276,1.39353,1.46218,0.00945,0.61411,0.62033,0.62378,0.41073,1.38563,1.51454,0.00714,0.00107532,0.00107532,0.00107532
17,161.696,1.51002,1.46179,0.01199,0.51974,0.4752,0.4315,0.27732,1.59654,2.80191,0.0087,0.00105174,0.00105174,0.00105174
18,169.837,1.51388,1.51349,0.01378,0.82535,0.67637,0.71563,0.44739,1.3854,1.79707,0.00774,0.00102817,0.00102817,0.00102817
19,177.946,1.42729,1.52336,0.00996,0.88193,0.52378,0.63674,0.39607,1.44052,2.31537,0.00818,0.00100459,0.00100459,0.00100459
20,186.066,1.34531,1.45907,0.00843,0.8351,0.70827,0.79934,0.52357,1.37193,1.20865,0.00721,0.000981008,0.000981008,0.000981008
21,194.264,1.27562,1.2119,0.01029,0.83424,0.68652,0.78043,0.42267,1.66726,1.61659,0.00915,0.00095743,0.00095743,0.00095743
22,202.625,1.27598,1.21631,0.00835,0.7611,0.67115,0.77917,0.46497,1.46378,1.53395,0.00792,0.000933851,0.000933851,0.000933851
23,210.755,1.35649,1.04764,0.00857,0.91832,0.68227,0.84405,0.59074,1.21789,1.03223,0.00641,0.000910273,0.000910273,0.000910273
24,219.014,1.32005,1.20482,0.00966,0.91397,0.60788,0.75891,0.50218,1.38375,1.3868,0.00728,0.000886694,0.000886694,0.000886694
25,227.091,1.30558,1.07239,0.00817,0.8446,0.81025,0.87518,0.57236,1.29442,0.95324,0.00701,0.000863116,0.000863116,0.000863116
26,235.171,1.15263,0.96986,0.00759,0.91524,0.6946,0.79957,0.48195,1.42597,1.2267,0.00779,0.000839537,0.000839537,0.000839537
27,243.39,1.16053,0.94056,0.00652,0.77319,0.63413,0.74671,0.46795,1.44754,1.55794,0.0079,0.000815959,0.000815959,0.000815959
28,251.498,1.20508,0.941,0.00794,0.79592,0.70718,0.81782,0.55983,1.21862,1.13451,0.0067,0.00079238,0.00079238,0.00079238
29,259.557,1.27074,0.95123,0.00874,0.81214,0.78498,0.84412,0.55198,1.29658,1.10397,0.00661,0.000768802,0.000768802,0.000768802
30,267.607,1.25202,0.9325,0.00893,0.83862,0.76762,0.84693,0.57339,1.29963,1.16448,0.00692,0.000745223,0.000745223,0.000745223
31,275.689,1.27633,1.04881,0.00797,0.83862,0.60674,0.75215,0.45638,1.50644,1.474,0.00769,0.000721645,0.000721645,0.000721645
