epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,11.653,0.88151,1.80192,0.46888,0.57164,0.08904,0.04537,0.02023,0.56011,1.72667,0.18843,8.574e-05,8.574e-05,8.574e-05
2,21.305,0.60035,1.20329,0.25808,0.34475,0.24683,0.28774,0.20722,0.47812,1.03689,0.16197,0.000183931,0.000183931,0.000183931
3,30.7341,0.52103,1.02458,0.24916,0.45457,0.55327,0.51236,0.34202,0.42901,0.84894,0.12756,0.000280141,0.000280141,0.000280141
4,39.298,0.44242,0.99408,0.16734,0.41804,0.5468,0.50117,0.34662,0.38653,0.85472,0.10998,0.000374371,0.000374371,0.000374371
5,46.0124,0.40534,0.82329,0.14801,0.74872,0.65986,0.66806,0.4809,0.35256,0.80545,0.10291,0.00046662,0.00046662,0.00046662
6,51.8032,0.43191,0.77387,0.16868,0.78994,0.5768,0.61235,0.40462,0.35255,0.80093,0.10357,0.000556888,0.000556888,0.000556888
7,57.4046,0.40544,0.74275,0.14027,0.88627,0.72551,0.80808,0.55705,0.34452,0.68642,0.09905,0.000645176,0.000645176,0.000645176
8,62.9838,0.38005,0.69668,0.17097,0.86649,0.63399,0.74686,0.50779,0.34658,0.68517,0.0987,0.000731484,0.000731484,0.000731484
9,68.4358,0.33498,0.66507,0.131,0.88252,0.58959,0.69115,0.48091,0.33908,0.72131,0.0962,0.00081581,0.00081581,0.00081581
10,74.082,0.29331,0.59906,0.10929,0.84615,0.71176,0.81514,0.55248,0.36016,0.75049,0.09617,0.000898157,0.000898157,0.000898157
11,79.5157,0.3412,0.64521,0.12432,0.86295,0.69223,0.76118,0.5489,0.31084,0.66431,0.08844,0.000978522,0.000978522,0.000978522
