epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,30.8761,1.64983,75.4536,1.0225,0.00021,0.08219,0.00012,6e-05,1.03141,76.4647,0.58027,4.287e-05,4.287e-05,4.287e-05
2,35.4122,1.47107,73.4105,0.87763,0.0002,0.08219,0.00012,6e-05,0.97405,77.5104,0.49117,9.83795e-05,9.83795e-05,9.83795e-05
3,40.1489,1.41012,49.568,0.87941,0.00174,0.20567,0.001,0.00058,0.73494,34.8004,0.26377,0.000152003,0.000152003,0.000152003
4,45.4624,0.94547,21.0496,0.51661,0.14461,0.20833,0.16057,0.11257,0.53806,7.27773,0.1676,0.00020374,0.00020374,0.00020374
5,50.7825,0.89893,3.22208,0.51413,0.81347,0.16352,0.21975,0.15593,0.4494,1.97708,0.16093,0.00025359,0.00025359,0.00025359
6,56.1155,0.72452,1.61609,0.38018,0.78389,0.29167,0.28115,0.18512,0.45998,1.72704,0.15577,0.000301555,0.000301555,0.000301555
7,61.4257,0.50073,1.55339,0.18451,0.71669,0.34722,0.26381,0.16703,0.43583,1.50261,0.14641,0.000347633,0.000347633,0.000347633
8,66.588,0.50422,1.35086,0.27032,0.49839,0.57991,0.5029,0.34357,0.49568,0.9949,0.22479,0.000391825,0.000391825,0.000391825
9,71.8998,0.43479,1.05883,0.22313,0.6182,0.51995,0.54647,0.38558,0.43966,1.08661,0.15241,0.00043413,0.00043413,0.00043413
10,77.2197,0.41059,0.92793,0.20545,0.82355,0.59228,0.69159,0.50289,0.50662,0.82343,0.22296,0.000474549,0.000474549,0.000474549
11,82.5429,0.37568,0.70792,0.13408,0.79544,0.57173,0.69288,0.46797,0.42618,0.77439,0.16663,0.000513082,0.000513082,0.000513082
12,87.731,0.44676,0.62116,0.19186,0.70178,0.48851,0.50665,0.36153,0.33321,0.92718,0.11689,0.000549729,0.000549729,0.000549729
13,92.8285,0.49609,0.59621,0.22397,0.77393,0.50856,0.53656,0.31071,0.48252,0.84583,0.17483,0.00058449,0.00058449,0.00058449
14,97.9074,0.43866,0.64961,0.1986,0.84993,0.39543,0.48835,0.29459,0.4556,0.89091,0.15556,0.000617364,0.000617364,0.000617364
15,102.964,0.38459,0.60352,0.18337,0.72717,0.65581,0.65342,0.43299,0.41455,0.82931,0.13675,0.000648352,0.000648352,0.000648352
16,108.018,0.36419,0.62435,0.13734,0.69391,0.70434,0.62477,0.429,0.43169,0.75142,0.14878,0.000677453,0.000677453,0.000677453
17,113.085,0.34101,0.50649,0.14997,0.80143,0.69675,0.69888,0.49173,0.37158,0.96536,0.12417,0.000704668,0.000704668,0.000704668
18,118.146,0.34194,0.59835,0.11671,0.80744,0.64945,0.7089,0.48618,0.36556,0.80593,0.12627,0.000729998,0.000729998,0.000729998
19,123.216,0.30451,0.54902,0.11652,0.90948,0.3925,0.51245,0.34516,0.46095,1.11858,0.16189,0.00075344,0.00075344,0.00075344
20,128.255,0.28017,0.50861,0.12035,0.6473,0.5664,0.57171,0.40211,0.41364,1.01759,0.1586,0.000774997,0.000774997,0.000774997
21,133.289,0.27425,0.49668,0.11218,0.6955,0.64174,0.65177,0.45428,0.40504,0.80755,0.13616,0.000794667,0.000794667,0.000794667
22,138.366,0.3064,0.48087,0.09437,0.80337,0.5274,0.62241,0.43912,0.39341,0.81206,0.13683,0.000812451,0.000812451,0.000812451
23,143.435,0.34396,0.47131,0.12779,0.68238,0.59786,0.58703,0.36234,0.50108,0.93636,0.17863,0.000828348,0.000828348,0.000828348
24,148.468,0.33902,0.57558,0.13371,0.77589,0.55534,0.58294,0.35933,0.64892,0.84796,0.23354,0.00084236,0.00084236,0.00084236
25,153.528,0.30652,0.52798,0.10358,0.63494,0.5175,0.46192,0.31461,0.71437,0.97695,0.2654,0.000854485,0.000854485,0.000854485
26,158.579,0.252,0.48441,0.09636,0.58249,0.54528,0.5512,0.38054,0.62981,1.23569,0.23361,0.000839537,0.000839537,0.000839537
27,163.614,0.29542,0.54364,0.16544,0.67857,0.48839,0.50864,0.34456,0.39799,1.06433,0.13473,0.000815959,0.000815959,0.000815959
28,168.657,0.33211,0.54806,0.14093,0.89615,0.5474,0.65333,0.46129,0.39251,1.5543,0.13213,0.00079238,0.00079238,0.00079238
29,173.724,0.2789,0.57356,0.13081,0.83088,0.57153,0.6481,0.45888,0.68457,1.03476,0.28349,0.000768802,0.000768802,0.000768802
30,178.78,0.2713,0.51886,0.10848,0.90746,0.55898,0.66699,0.42806,0.55119,0.96944,0.21882,0.000745223,0.000745223,0.000745223
31,183.817,0.32225,0.5686,0.11143,0.80932,0.6218,0.72089,0.48917,0.38277,0.79611,0.12329,0.000721645,0.000721645,0.000721645
32,188.838,0.31628,0.5194,0.11644,0.78968,0.64005,0.7106,0.50841,0.50548,0.8239,0.18473,0.000698066,0.000698066,0.000698066
33,193.987,0.30312,0.53997,0.1436,0.78791,0.72025,0.78808,0.55649,0.49191,0.69523,0.16091,0.000674488,0.000674488,0.000674488
34,199.229,0.27674,0.43588,0.11393,0.90931,0.76766,0.81552,0.57742,0.56778,0.50008,0.23953,0.000650909,0.000650909,0.000650909
35,204.456,0.28465,0.48145,0.10254,0.98102,0.69352,0.76573,0.53138,0.61667,0.50905,0.3297,0.000627331,0.000627331,0.000627331
36,209.524,0.2347,0.41238,0.08268,0.98268,0.69922,0.77773,0.54264,0.56073,0.65157,0.26435,0.000603752,0.000603752,0.000603752
37,214.641,0.22688,0.44896,0.08081,0.89863,0.728,0.81956,0.57737,0.36227,0.71957,0.13168,0.000580174,0.000580174,0.000580174
38,219.729,0.27093,0.45913,0.09523,0.97834,0.71251,0.83922,0.5987,0.3532,0.65545,0.13382,0.000556595,0.000556595,0.000556595
39,224.975,0.21968,0.38233,0.10013,0.94365,0.715,0.84149,0.59692,0.36987,0.62401,0.13518,0.000533017,0.000533017,0.000533017
40,230.062,0.23739,0.49477,0.08385,0.95816,0.73193,0.86642,0.60182,0.34949,0.612,0.1338,0.000509438,0.000509438,0.000509438
41,235.298,0.23353,0.45909,0.08323,0.94954,0.76445,0.86695,0.59816,0.37268,0.59708,0.12035,0.00048586,0.00048586,0.00048586
